strain_id,A_MTX_5-FC.ERV25_UIP4,A_MTX_Fluconazole.ERV25_UIP4,A_MTX_Metformin.ERV25_UIP4,A_MTX_Trifluoperazine.ERV25_UIP4,A_MTX_noDrug.ERV25_UIP4,A_noMTX_5-FC.ERV25_UIP4,A_noMTX_Fluconazole.ERV25_UIP4,A_noMTX_Metformin.ERV25_UIP4,A_noMTX_Trifluoperazine.ERV25_UIP4,A_noMTX_noDrug.ERV25_UIP4,B_MTX_5-FC.ERV25_UIP4,B_MTX_Fluconazole.ERV25_UIP4,B_MTX_Metformin.ERV25_UIP4,B_MTX_Trifluoperazine.ERV25_UIP4,B_MTX_noDrug.ERV25_UIP4,B_noMTX_5-FC.ERV25_UIP4,B_noMTX_Fluconazole.ERV25_UIP4,B_noMTX_Metformin.ERV25_UIP4,B_noMTX_Trifluoperazine.ERV25_UIP4,B_noMTX_noDrug.ERV25_UIP4,T0_noMTX_noDrug.ERV25_UIP4
574,0.0,0.0,9.0,2.0,0.0,120.0,3.0,99.0,36.0,45.0,2.0,0.0,2.0,2.0,0.0,93.0,25.0,69.0,182,129.0,65.0
576,3.0,35.0,3.0,32.0,10.0,110.0,125.0,55.0,33.0,13.0,3.0,27.0,7.0,1.0,2.0,112.0,155.0,68.0,74,91.0,45.0
578,4960.0,7763.0,4783.0,14488.0,11847.0,867.0,284.0,824.0,1208.0,511.0,11239.0,15946.0,2887.0,7345.0,4282.0,1097.0,18453.0,918.0,3142,1235.0,193.0
58,0.0,1.0,4.0,5.0,2.0,7.0,2.0,4.0,9.0,8.0,1.0,0.0,4.0,2.0,3.0,2.0,1.0,9.0,28,13.0,71.0
581,4.0,9.0,9.0,13.0,4.0,52.0,6.0,100.0,92.0,36.0,8.0,1.0,4.0,3.0,2.0,73.0,17.0,57.0,148,132.0,42.0
586,14.0,38.0,47.0,92.0,4.0,220.0,62.0,127.0,198.0,58.0,22.0,25.0,24.0,18.0,6.0,127.0,15.0,160.0,297,155.0,88.0
588,26.0,0.0,25.0,11.0,69.0,17.0,121.0,17.0,26.0,4.0,20.0,1.0,16.0,2.0,4.0,15.0,31.0,19.0,78,3.0,2.0
589,6.0,32.0,21.0,2.0,2.0,507.0,140.0,236.0,257.0,226.0,7.0,17.0,20.0,3.0,3.0,416.0,405.0,277.0,539,362.0,180.0
590,5.0,3.0,11.0,7.0,3.0,80.0,53.0,50.0,101.0,47.0,8.0,5.0,6.0,3.0,2.0,80.0,22.0,71.0,162,86.0,48.0
596,2.0,1.0,6.0,2.0,3.0,74.0,34.0,29.0,139.0,105.0,6.0,0.0,17.0,1.0,0.0,73.0,48.0,81.0,200,68.0,55.0
598,253.0,14.0,312.0,247.0,133.0,106.0,294.0,113.0,63.0,14.0,281.0,1.0,71.0,67.0,21.0,180.0,88.0,190.0,196,56.0,17.0
599,252.0,2.0,370.0,531.0,108.0,238.0,12.0,260.0,109.0,162.0,1520.0,5.0,220.0,255.0,97.0,93.0,10.0,106.0,338,55.0,43.0
599_ref1,25.0,2.0,59.0,13.0,0.0,642.0,14.0,116.0,194.0,65.0,142.0,0.0,6.0,1.0,5.0,801.0,7.0,129.0,264,113.0,571.0
599_ref2,20.0,2.0,91.0,4.0,0.0,444.0,6.0,54.0,167.0,88.0,68.0,0.0,29.0,1.0,1.0,520.0,22.0,218.0,266,101.0,507.0
6,4.0,1.0,12.0,4.0,1.0,5.0,13.0,11.0,22.0,2.0,4.0,8.0,3.0,1.0,3.0,9.0,4.0,6.0,39,7.0,3.0
60,85.0,0.0,441.0,42.0,17.0,217.0,20.0,69.0,385.0,50.0,253.0,0.0,278.0,107.0,30.0,450.0,59.0,84.0,557,138.0,62.0
61,0.0,0.0,2.0,1.0,3.0,2.0,0.0,1.0,4.0,3.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,13,3.0,1.0
611,5.0,29.0,10.0,6.0,1.0,68.0,29.0,185.0,147.0,8.0,3.0,7.0,10.0,1.0,1.0,133.0,70.0,61.0,285,59.0,26.0
616,716.0,209.0,660.0,493.0,873.0,126.0,109.0,168.0,152.0,40.0,1278.0,2.0,468.0,409.0,262.0,197.0,142.0,116.0,395,158.0,58.0
619,2.0,1.0,9.0,1.0,2.0,5.0,3.0,11.0,14.0,1.0,5.0,4.0,3.0,2.0,1.0,7.0,4.0,8.0,21,6.0,2.0
622,14.0,0.0,22.0,9.0,2.0,219.0,24.0,105.0,135.0,56.0,10.0,1.0,15.0,5.0,1.0,274.0,10.0,169.0,365,130.0,45.0
627,36.0,4.0,19.0,10.0,23.0,27.0,7.0,17.0,39.0,2.0,29.0,1.0,45.0,23.0,21.0,26.0,9.0,13.0,65,40.0,8.0
631,80.0,9.0,1361.0,26.0,35.0,487.0,26.0,332.0,243.0,119.0,187.0,34.0,523.0,34.0,26.0,538.0,59.0,470.0,636,348.0,64.0
632,54.0,14.0,143.0,288.0,38.0,59.0,25.0,77.0,125.0,19.0,97.0,8.0,148.0,81.0,32.0,78.0,32.0,63.0,274,158.0,16.0
636,6.0,0.0,17.0,15.0,2.0,107.0,34.0,53.0,190.0,21.0,15.0,1.0,22.0,5.0,4.0,379.0,14.0,267.0,701,57.0,31.0
638,16.0,1.0,79.0,8.0,3.0,54.0,270.0,14.0,30.0,24.0,115.0,0.0,43.0,25.0,9.0,67.0,9.0,20.0,37,69.0,52.0
639,66.0,22.0,125.0,123.0,39.0,32.0,3.0,39.0,41.0,8.0,77.0,3.0,127.0,37.0,18.0,59.0,22.0,26.0,43,19.0,11.0
64,404.0,11.0,1167.0,257.0,147.0,323.0,1165.0,623.0,692.0,296.0,651.0,10.0,576.0,283.0,235.0,634.0,283.0,639.0,1863,458.0,127.0
640,91.0,5.0,110.0,41.0,39.0,46.0,23.0,54.0,49.0,18.0,171.0,1.0,137.0,29.0,22.0,60.0,4.0,32.0,73,50.0,39.0
642,3165.0,59.0,1322.0,1517.0,3665.0,302.0,253.0,242.0,338.0,87.0,4536.0,32.0,1468.0,711.0,678.0,393.0,141.0,156.0,572,357.0,150.0
648,43.0,35.0,34.0,12.0,17.0,8.0,12.0,5.0,18.0,2.0,105.0,24.0,23.0,5.0,19.0,10.0,8.0,6.0,20,13.0,12.0
649,329.0,6.0,814.0,826.0,88.0,203.0,6.0,73.0,148.0,37.0,814.0,10.0,427.0,328.0,200.0,268.0,7.0,65.0,1407,47.0,45.0
65,2.0,4.0,5.0,10.0,3.0,3.0,10.0,4.0,7.0,1.0,11.0,2.0,2.0,3.0,1.0,2.0,9.0,4.0,25,3.0,0.0
651,920.0,15.0,1442.0,617.0,727.0,884.0,16.0,996.0,1481.0,214.0,2194.0,11.0,1236.0,566.0,185.0,1569.0,39.0,768.0,3684,546.0,234.0
652,2580.0,17.0,5021.0,1475.0,454.0,1004.0,80.0,629.0,1336.0,213.0,5676.0,5.0,2503.0,1443.0,471.0,1331.0,142.0,716.0,4774,489.0,456.0
653,47.0,74.0,24.0,44.0,12.0,50.0,19.0,33.0,98.0,22.0,162.0,20.0,34.0,30.0,25.0,36.0,38.0,41.0,227,67.0,43.0
657,170.0,90.0,294.0,204.0,568.0,99.0,132.0,82.0,110.0,46.0,701.0,73.0,119.0,131.0,240.0,90.0,42.0,122.0,280,107.0,50.0
658,56.0,2.0,54.0,5.0,2.0,12.0,7.0,4.0,7.0,13.0,16.0,1.0,27.0,12.0,7.0,11.0,0.0,7.0,13,4.0,15.0
66,1.0,5.0,2.0,8.0,2.0,2.0,1.0,3.0,8.0,1.0,1.0,0.0,4.0,1.0,4.0,5.0,6.0,4.0,12,10.0,9.0
660,348.0,8.0,355.0,333.0,470.0,105.0,9.0,66.0,87.0,45.0,1150.0,3.0,168.0,366.0,140.0,185.0,55.0,86.0,195,41.0,33.0
666,133.0,501.0,66.0,121.0,212.0,117.0,121.0,203.0,153.0,35.0,312.0,112.0,49.0,63.0,32.0,77.0,39.0,139.0,324,92.0,60.0
667,95.0,49.0,429.0,100.0,17.0,110.0,14.0,27.0,85.0,26.0,232.0,28.0,111.0,88.0,16.0,152.0,41.0,127.0,839,28.0,18.0
668,18.0,10.0,29.0,77.0,15.0,48.0,10.0,10.0,43.0,35.0,34.0,5.0,22.0,17.0,23.0,47.0,17.0,20.0,113,120.0,40.0
673,7910.0,37.0,42327.0,6507.0,960.0,13204.0,297.0,13309.0,8620.0,3809.0,17946.0,192.0,14227.0,4074.0,2176.0,17489.0,600.0,15590.0,20781,6322.0,3043.0
674,448.0,509.0,2620.0,2287.0,994.0,368.0,22472.0,847.0,351.0,216.0,913.0,507.0,1179.0,826.0,291.0,807.0,301.0,1225.0,2418,247.0,129.0
676,488.0,26.0,1070.0,326.0,162.0,376.0,49.0,326.0,648.0,155.0,537.0,8.0,421.0,219.0,197.0,258.0,45.0,250.0,1258,231.0,45.0
677,0.0,0.0,2.0,1.0,1.0,12.0,5.0,6.0,12.0,6.0,1.0,2.0,4.0,0.0,0.0,23.0,19.0,9.0,38,13.0,8.0
683,1.0,1.0,26.0,6.0,2.0,1021.0,105.0,571.0,1678.0,195.0,3.0,1.0,9.0,3.0,0.0,1012.0,85.0,652.0,5131,413.0,409.0
685,3.0,5.0,16.0,2.0,15.0,104.0,61.0,59.0,76.0,24.0,5.0,1.0,6.0,0.0,3.0,71.0,33.0,76.0,126,72.0,51.0
689,20.0,191.0,7.0,9.0,16.0,10.0,6.0,8.0,26.0,2.0,28.0,13.0,16.0,20.0,20.0,9.0,5.0,8.0,50,3.0,6.0
690,74.0,57.0,29.0,125.0,292.0,20.0,11.0,16.0,55.0,7.0,247.0,836.0,82.0,18.0,110.0,27.0,11.0,17.0,142,13.0,9.0
692,0.0,0.0,5.0,0.0,0.0,130.0,16.0,128.0,173.0,28.0,1.0,0.0,9.0,0.0,1.0,316.0,37.0,118.0,442,144.0,84.0
693,16.0,24.0,35.0,127.0,8.0,14.0,21.0,12.0,16.0,6.0,13.0,2.0,36.0,41.0,16.0,15.0,10.0,12.0,78,19.0,10.0
695,1463.0,17.0,2950.0,1220.0,1025.0,622.0,806.0,734.0,635.0,298.0,3665.0,11.0,1681.0,772.0,375.0,860.0,572.0,782.0,1866,1116.0,151.0
697,8.0,3.0,15.0,24.0,1.0,42.0,99.0,22.0,66.0,10.0,7.0,0.0,12.0,4.0,5.0,42.0,144.0,27.0,91,43.0,35.0
7,40.0,8.0,432.0,38.0,144.0,66.0,225.0,16.0,69.0,23.0,78.0,1.0,104.0,135.0,20.0,80.0,8.0,58.0,302,68.0,14.0
701,6.0,13.0,31.0,2.0,6.0,223.0,56.0,74.0,289.0,107.0,5.0,3.0,28.0,24.0,1.0,57.0,26.0,126.0,732,347.0,12.0
702,2.0,3.0,35.0,4.0,0.0,109.0,32.0,578.0,258.0,56.0,11.0,13.0,17.0,5.0,0.0,176.0,45.0,203.0,595,114.0,58.0
703,235.0,176.0,372.0,294.0,843.0,61.0,892.0,40.0,79.0,19.0,413.0,1.0,503.0,245.0,407.0,142.0,248.0,34.0,250,42.0,48.0
705,1.0,0.0,10.0,1.0,1.0,519.0,26.0,296.0,553.0,195.0,0.0,0.0,18.0,3.0,0.0,437.0,157.0,360.0,942,621.0,254.0
709,438.0,53.0,2201.0,586.0,801.0,215.0,541.0,137.0,368.0,137.0,794.0,3.0,906.0,510.0,604.0,167.0,463.0,121.0,637,419.0,211.0
711,2.0,0.0,1.0,0.0,8.0,9.0,1.0,4.0,18.0,2.0,7.0,0.0,1.0,3.0,3.0,23.0,1.0,1.0,91,22.0,16.0
713,410.0,4.0,86.0,108.0,989.0,17.0,11.0,10.0,35.0,8.0,100.0,1.0,19.0,179.0,37.0,13.0,4.0,8.0,76,16.0,24.0
715,0.0,4.0,2.0,1.0,0.0,21.0,123.0,11.0,31.0,4.0,2.0,0.0,3.0,0.0,0.0,18.0,19.0,5.0,89,15.0,6.0
717,3379.0,64.0,2124.0,3670.0,8967.0,571.0,730.0,317.0,814.0,309.0,4923.0,287.0,1580.0,2541.0,1844.0,666.0,1183.0,244.0,2654,645.0,195.0
721,7.0,4.0,14.0,29.0,2.0,99.0,38.0,110.0,104.0,32.0,10.0,3.0,16.0,10.0,5.0,176.0,92.0,94.0,225,66.0,35.0
724,7.0,1.0,26.0,74.0,4.0,78.0,12.0,76.0,105.0,57.0,16.0,1.0,24.0,13.0,10.0,119.0,7.0,132.0,276,71.0,11.0
727,311.0,21.0,1902.0,437.0,307.0,229.0,26.0,331.0,224.0,96.0,573.0,54.0,1176.0,308.0,250.0,493.0,44.0,322.0,692,198.0,103.0
729,208.0,112.0,808.0,1261.0,852.0,186.0,38.0,296.0,230.0,89.0,309.0,52.0,493.0,399.0,218.0,268.0,71.0,206.0,923,88.0,36.0
731,53.0,1.0,370.0,5.0,34.0,1092.0,200.0,1440.0,849.0,369.0,104.0,3.0,167.0,156.0,6.0,1616.0,259.0,2313.0,3207,816.0,354.0
732,4.0,0.0,103.0,5.0,1.0,1346.0,578.0,1199.0,1060.0,718.0,127.0,0.0,56.0,6.0,4.0,1121.0,1048.0,1652.0,2051,1849.0,340.0
734,837.0,7.0,45.0,500.0,2538.0,62.0,20.0,172.0,74.0,33.0,882.0,4.0,78.0,510.0,2165.0,54.0,9.0,38.0,81,133.0,12.0
735,0.0,0.0,6.0,0.0,0.0,43.0,11.0,79.0,110.0,17.0,2.0,0.0,1.0,0.0,1.0,75.0,6.0,58.0,196,74.0,30.0
738,86.0,580.0,60.0,61.0,303.0,46.0,17.0,29.0,60.0,24.0,73.0,217.0,14.0,44.0,72.0,18.0,105.0,37.0,112,66.0,11.0
739,69.0,6.0,72.0,31.0,26.0,1854.0,235.0,1698.0,4303.0,548.0,89.0,3.0,74.0,41.0,66.0,2443.0,220.0,1310.0,12783,2013.0,1562.0
740,8.0,1.0,25.0,18.0,2.0,17.0,12.0,31.0,32.0,9.0,9.0,0.0,24.0,4.0,12.0,24.0,12.0,28.0,84,15.0,6.0
741,364.0,50.0,1873.0,324.0,1230.0,120.0,12.0,50.0,124.0,100.0,952.0,138.0,982.0,242.0,423.0,143.0,22.0,81.0,180,164.0,108.0
742,34.0,18.0,139.0,272.0,34.0,215.0,1061.0,1127.0,679.0,224.0,68.0,12.0,129.0,69.0,47.0,484.0,198.0,829.0,2845,468.0,96.0
748,7.0,15.0,18.0,12.0,16.0,26.0,27.0,37.0,72.0,6.0,9.0,3.0,13.0,13.0,7.0,48.0,24.0,42.0,211,15.0,30.0
749,0.0,1.0,27.0,0.0,2.0,56.0,210.0,109.0,110.0,39.0,4.0,3.0,25.0,4.0,1.0,142.0,223.0,147.0,231,128.0,57.0
754,2.0,6.0,10.0,0.0,2.0,225.0,114.0,324.0,333.0,91.0,5.0,0.0,13.0,4.0,1.0,423.0,39.0,178.0,2100,205.0,136.0
755,2.0,1.0,3.0,1.0,0.0,7.0,1.0,3.0,39.0,5.0,7.0,0.0,2.0,1.0,0.0,14.0,6.0,5.0,55,14.0,26.0
756,652.0,511.0,1518.0,1148.0,659.0,352.0,372.0,361.0,643.0,140.0,1201.0,170.0,625.0,960.0,969.0,542.0,313.0,524.0,1992,192.0,358.0
760,1616.0,71.0,3683.0,567.0,1852.0,384.0,145.0,228.0,233.0,135.0,3426.0,44.0,1978.0,531.0,415.0,457.0,143.0,226.0,451,435.0,174.0
77,147.0,697.0,257.0,54.0,72.0,97.0,14.0,38.0,63.0,44.0,115.0,557.0,105.0,48.0,47.0,121.0,26.0,52.0,114,143.0,22.0
