strain_id,A_MTX_5-FC.SNA4_GTR2,A_MTX_Fluconazole.SNA4_GTR2,A_MTX_Metformin.SNA4_GTR2,A_MTX_Trifluoperazine.SNA4_GTR2,A_MTX_noDrug.SNA4_GTR2,A_noMTX_5-FC.SNA4_GTR2,A_noMTX_Fluconazole.SNA4_GTR2,A_noMTX_Metformin.SNA4_GTR2,A_noMTX_Trifluoperazine.SNA4_GTR2,A_noMTX_noDrug.SNA4_GTR2,B_MTX_5-FC.SNA4_GTR2,B_MTX_Fluconazole.SNA4_GTR2,B_MTX_Metformin.SNA4_GTR2,B_MTX_Trifluoperazine.SNA4_GTR2,B_MTX_noDrug.SNA4_GTR2,B_noMTX_5-FC.SNA4_GTR2,B_noMTX_Fluconazole.SNA4_GTR2,B_noMTX_Metformin.SNA4_GTR2,B_noMTX_Trifluoperazine.SNA4_GTR2,B_noMTX_noDrug.SNA4_GTR2,T0_noMTX_noDrug.SNA4_GTR2
871,4.0,400.0,30.0,12.0,16.0,56.0,0.0,19.0,44.0,81.0,7.0,271.0,223,9.0,5.0,100.0,10.0,46.0,50.0,74.0,14.0
879,0.0,1.0,5.0,2.0,0.0,8.0,9.0,9.0,8.0,27.0,2.0,1.0,17,1.0,1.0,22.0,1.0,6.0,3.0,14.0,16.0
880,1.0,1.0,1.0,3.0,1.0,3.0,5.0,4.0,8.0,5.0,0.0,0.0,2,1.0,0.0,7.0,0.0,1.0,9.0,6.0,32.0
882,3.0,1.0,2.0,3.0,4.0,1.0,3.0,3.0,14.0,30.0,0.0,0.0,19,0.0,0.0,3.0,2.0,2.0,9.0,5.0,1.0
887,1.0,0.0,6.0,3.0,1.0,25.0,7.0,22.0,12.0,79.0,1.0,0.0,20,0.0,0.0,34.0,5.0,8.0,41.0,32.0,9.0
888,54.0,18.0,29.0,34.0,55.0,112.0,3.0,67.0,112.0,131.0,63.0,12.0,196,51.0,36.0,189.0,1.0,56.0,133.0,89.0,60.0
89,283.0,838.0,41.0,209.0,335.0,72.0,136.0,98.0,30.0,231.0,185.0,677.0,193,385.0,295.0,155.0,423.0,82.0,48.0,120.0,62.0
892,0.0,0.0,1.0,1.0,0.0,55.0,25.0,8.0,4.0,11.0,0.0,4.0,4,1.0,0.0,21.0,65.0,5.0,5.0,2.0,1.0
897,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,1.0,7.0,0.0,0.0,3,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
904,2.0,2.0,1.0,1.0,2.0,2.0,7.0,2.0,1.0,9.0,1.0,0.0,9,4.0,0.0,6.0,18.0,3.0,6.0,3.0,0.0
91,225.0,461.0,391.0,660.0,252.0,79.0,96.0,434.0,102.0,307.0,182.0,523.0,1504,473.0,274.0,102.0,134.0,138.0,202.0,276.0,44.0
911,139.0,25.0,232.0,198.0,160.0,155.0,159.0,99.0,140.0,570.0,166.0,54.0,1670,143.0,60.0,218.0,153.0,161.0,208.0,264.0,117.0
916,98.0,119.0,233.0,169.0,115.0,106.0,122.0,175.0,161.0,239.0,87.0,115.0,800,146.0,111.0,142.0,91.0,154.0,136.0,307.0,45.0
923,8.0,11.0,21.0,5.0,5.0,78.0,79.0,124.0,140.0,194.0,8.0,11.0,20,3.0,2.0,127.0,1902.0,532.0,174.0,285.0,132.0
924,0.0,1.0,0.0,1.0,3.0,4.0,2.0,3.0,3.0,6.0,0.0,0.0,9,3.0,2.0,5.0,2.0,2.0,2.0,4.0,4.0
930,2.0,0.0,4.0,2.0,4.0,92.0,9.0,92.0,129.0,365.0,0.0,1.0,27,1.0,0.0,228.0,53.0,80.0,169.0,284.0,47.0
931,46.0,8.0,70.0,28.0,31.0,109.0,117.0,68.0,93.0,257.0,50.0,12.0,361,38.0,27.0,125.0,198.0,154.0,102.0,150.0,38.0
933,7.0,36.0,5.0,12.0,4.0,3.0,8.0,1.0,17.0,25.0,3.0,9.0,121,2.0,5.0,4.0,3.0,6.0,4.0,2.0,3.0
936,143.0,566.0,187.0,371.0,209.0,132.0,219.0,339.0,272.0,356.0,209.0,356.0,1374,135.0,200.0,205.0,304.0,184.0,274.0,417.0,70.0
937,4.0,1.0,7.0,6.0,0.0,20.0,38.0,33.0,27.0,75.0,1.0,1.0,19,3.0,4.0,71.0,505.0,139.0,27.0,73.0,23.0
939,83.0,23.0,70.0,417.0,176.0,63.0,8.0,74.0,91.0,197.0,95.0,16.0,856,230.0,137.0,120.0,18.0,32.0,130.0,142.0,31.0
94,645.0,882.0,296.0,870.0,777.0,340.0,85.0,134.0,97.0,431.0,926.0,1355.0,982,545.0,416.0,277.0,213.0,86.0,192.0,191.0,54.0
941,4.0,0.0,3.0,2.0,2.0,34.0,2.0,17.0,32.0,68.0,1.0,0.0,42,2.0,0.0,25.0,2.0,12.0,26.0,50.0,14.0
942,49.0,15.0,115.0,60.0,41.0,42.0,2.0,36.0,37.0,312.0,77.0,2.0,246,28.0,43.0,98.0,0.0,25.0,58.0,111.0,25.0
943,2.0,6.0,2.0,0.0,1.0,2.0,1.0,0.0,4.0,4.0,0.0,4.0,8,2.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0
945,4.0,1.0,5.0,1.0,2.0,47.0,31.0,49.0,41.0,189.0,0.0,1.0,37,1.0,0.0,87.0,20.0,48.0,83.0,78.0,20.0
946,2.0,2.0,2.0,1.0,0.0,53.0,5.0,33.0,76.0,163.0,0.0,0.0,11,0.0,0.0,83.0,10.0,45.0,141.0,129.0,32.0
953,3.0,23.0,58.0,37.0,7.0,19.0,8.0,11.0,8.0,20.0,6.0,6.0,532,11.0,3.0,16.0,2.0,28.0,26.0,18.0,1.0
957,39.0,144.0,82.0,67.0,62.0,31.0,11.0,43.0,28.0,85.0,29.0,120.0,558,50.0,43.0,22.0,17.0,22.0,45.0,80.0,10.0
959,19.0,0.0,26.0,20.0,11.0,196.0,126.0,90.0,63.0,139.0,11.0,0.0,122,54.0,14.0,226.0,13.0,111.0,629.0,144.0,17.0
960,445.0,37.0,1373.0,992.0,499.0,216.0,9.0,487.0,323.0,601.0,418.0,5.0,6633,824.0,394.0,374.0,17.0,148.0,505.0,707.0,71.0
962,8.0,7.0,1.0,4.0,3.0,21.0,1.0,3.0,6.0,6.0,0.0,1.0,14,3.0,1.0,15.0,0.0,4.0,12.0,1.0,2.0
966,2.0,0.0,4.0,3.0,3.0,13.0,6.0,22.0,35.0,68.0,1.0,0.0,17,0.0,0.0,14.0,8.0,6.0,30.0,62.0,16.0
967,119.0,11.0,310.0,142.0,147.0,214.0,41.0,348.0,208.0,878.0,107.0,15.0,2972,248.0,126.0,299.0,217.0,267.0,417.0,791.0,122.0
972,82.0,2098.0,39.0,62.0,74.0,51.0,247.0,14.0,27.0,40.0,76.0,1023.0,269,113.0,42.0,35.0,504.0,123.0,54.0,38.0,10.0
973,3.0,10.0,14.0,0.0,1.0,93.0,79.0,164.0,148.0,229.0,0.0,0.0,60,0.0,0.0,159.0,155.0,215.0,166.0,259.0,55.0
976,1.0,34.0,0.0,5.0,7.0,24.0,11.0,13.0,70.0,102.0,3.0,6.0,34,2.0,2.0,54.0,0.0,24.0,66.0,62.0,12.0
980,6.0,111.0,6.0,15.0,4.0,137.0,336.0,81.0,219.0,447.0,3.0,38.0,25,5.0,6.0,181.0,261.0,153.0,194.0,236.0,39.0
983,25.0,379.0,10.0,4.0,33.0,7.0,1.0,9.0,3.0,12.0,9.0,237.0,45,53.0,36.0,9.0,5.0,2.0,3.0,6.0,4.0
984,72.0,11.0,212.0,137.0,77.0,302.0,406.0,965.0,320.0,914.0,31.0,7.0,287,87.0,55.0,310.0,440.0,397.0,450.0,1098.0,125.0
985,2.0,0.0,11.0,3.0,1.0,8.0,7.0,1.0,6.0,6.0,0.0,0.0,15,0.0,1.0,6.0,0.0,2.0,8.0,2.0,1.0
987,41.0,44.0,144.0,89.0,61.0,51.0,20.0,105.0,60.0,181.0,65.0,92.0,600,37.0,37.0,118.0,9.0,47.0,52.0,147.0,39.0
99,94.0,14.0,101.0,49.0,59.0,53.0,21.0,68.0,44.0,233.0,132.0,28.0,1392,87.0,88.0,118.0,4.0,49.0,54.0,176.0,37.0
991,3.0,1.0,5.0,2.0,2.0,93.0,140.0,282.0,223.0,331.0,0.0,1.0,26,4.0,1.0,200.0,133.0,104.0,325.0,369.0,69.0
992,1.0,2.0,8.0,0.0,0.0,232.0,862.0,410.0,377.0,826.0,0.0,0.0,9,2.0,0.0,438.0,809.0,461.0,344.0,688.0,80.0
996,122.0,47.0,68.0,136.0,136.0,76.0,31.0,32.0,67.0,186.0,153.0,105.0,148,132.0,114.0,132.0,19.0,32.0,77.0,92.0,43.0
998,1.0,9.0,2.0,4.0,0.0,65.0,7.0,18.0,38.0,192.0,1.0,7.0,9,0.0,0.0,56.0,7.0,37.0,33.0,57.0,32.0
999,13.0,49.0,13.0,46.0,38.0,2.0,4.0,3.0,4.0,11.0,12.0,15.0,55,65.0,15.0,4.0,3.0,3.0,3.0,2.0,4.0
1052,1.0,10.0,0.0,1.0,1.0,3.0,2.0,0.0,3.0,7.0,0.0,5.0,5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
17_2,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,3,1.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0
217,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,3.0,4,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
22,36.0,119.0,15.0,28.0,116.0,8.0,8.0,2.0,14.0,17.0,44.0,20.0,141,21.0,6.0,14.0,25.0,27.0,11.0,26.0,12.0
292,13.0,1.0,7.0,5.0,3.0,4.0,0.0,3.0,1.0,4.0,1.0,1.0,16,6.0,1.0,2.0,1.0,1.0,3.0,0.0,0.0
387,3.0,4.0,3.0,1.0,3.0,0.0,5.0,0.0,3.0,4.0,1.0,0.0,17,2.0,2.0,1.0,4.0,2.0,2.0,2.0,4.0
411,2.0,5.0,0.0,4.0,1.0,2.0,3.0,1.0,4.0,2.0,0.0,2.0,14,2.0,1.0,1.0,1.0,1.0,2.0,4.0,0.0
44,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0
501,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,2,2.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0
506,2.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,6,1.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,9.0,0.0,0.0,1,0.0,0.0,1.0,1.0,2.0,4.0,1.0,1.0
607,0.0,0.0,2.0,0.0,0.0,3.0,8.0,1.0,8.0,10.0,0.0,0.0,8,2.0,1.0,11.0,4.0,1.0,2.0,7.0,1.0
643,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,12.0,1.0,1.0,18,0.0,0.0,1.0,3.0,1.0,1.0,2.0,0.0
753,1.0,19.0,8.0,3.0,3.0,2.0,4.0,3.0,10.0,7.0,6.0,39.0,22,3.0,1.0,3.0,6.0,7.0,9.0,2.0,0.0
79,1.0,1.0,0.0,1.0,1.0,7.0,1.0,3.0,0.0,1.0,1.0,0.0,3,0.0,1.0,3.0,1.0,4.0,8.0,2.0,0.0
917,2.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,4.0,2.0,0.0,0.0,9,1.0,0.0,3.0,1.0,0.0,4.0,0.0,0.0
956,2.0,1.0,3.0,1.0,2.0,1.0,0.0,1.0,1.0,4.0,0.0,3.0,6,1.0,2.0,3.0,0.0,1.0,1.0,1.0,0.0
454,1.0,2.0,2.0,0.0,0.0,1.0,5.0,1.0,4.0,2.0,1.0,4.0,10,1.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0
932,1.0,14.0,2.0,14.0,4.0,27.0,3.0,29.0,32.0,63.0,0.0,2.0,22,5.0,0.0,19.0,8.0,13.0,49.0,54.0,13.0
