strain_id,A_MTX_5-FC.ERG11_ORM2,A_MTX_Fluconazole.ERG11_ORM2,A_MTX_Metformin.ERG11_ORM2,A_MTX_Trifluoperazine.ERG11_ORM2,A_MTX_noDrug.ERG11_ORM2,A_noMTX_5-FC.ERG11_ORM2,A_noMTX_Fluconazole.ERG11_ORM2,A_noMTX_Metformin.ERG11_ORM2,A_noMTX_Trifluoperazine.ERG11_ORM2,A_noMTX_noDrug.ERG11_ORM2,B_MTX_5-FC.ERG11_ORM2,B_MTX_Fluconazole.ERG11_ORM2,B_MTX_Metformin.ERG11_ORM2,B_MTX_Trifluoperazine.ERG11_ORM2,B_MTX_noDrug.ERG11_ORM2,B_noMTX_5-FC.ERG11_ORM2,B_noMTX_Fluconazole.ERG11_ORM2,B_noMTX_Metformin.ERG11_ORM2,B_noMTX_Trifluoperazine.ERG11_ORM2,B_noMTX_noDrug.ERG11_ORM2,T0_noMTX_noDrug.ERG11_ORM2
1005,5.0,1.0,49.0,3.0,1.0,148.0,4346.0,128.0,88.0,127.0,10.0,0.0,5.0,6.0,1.0,271.0,6.0,40.0,240.0,241.0,18.0
1007,2.0,21.0,21.0,0.0,3.0,199.0,48.0,322.0,138.0,106.0,0.0,8.0,23.0,0.0,1.0,122.0,12.0,114.0,75.0,166.0,12.0
1013,2.0,0.0,0.0,11.0,4.0,5.0,8.0,0.0,9.0,12.0,4.0,3.0,0.0,0.0,191.0,3.0,3.0,1.0,3.0,15.0,0.0
1016,3.0,3.0,5.0,14.0,12.0,25.0,10.0,47.0,42.0,46.0,1.0,0.0,96.0,0.0,3.0,20.0,3.0,13.0,21.0,105.0,5.0
1018,520.0,245.0,784.0,2238.0,2224.0,463.0,10.0,397.0,184.0,352.0,316.0,42.0,299.0,1131.0,4393.0,222.0,102.0,110.0,332.0,527.0,23.0
1020,63.0,8.0,108.0,152.0,194.0,105.0,8.0,104.0,68.0,113.0,38.0,7.0,76.0,69.0,303.0,166.0,4.0,45.0,171.0,191.0,20.0
1025,8.0,6.0,34.0,22.0,7.0,260.0,1614.0,332.0,90.0,283.0,5.0,11.0,36.0,3.0,6.0,150.0,26.0,40.0,217.0,496.0,42.0
1027,5.0,11.0,105.0,16.0,3.0,303.0,21.0,138.0,31.0,178.0,4.0,17.0,224.0,0.0,1.0,224.0,14.0,19.0,84.0,166.0,6.0
1035,12.0,8.0,15.0,29.0,20.0,12.0,15.0,8.0,5.0,6.0,18.0,7.0,22.0,11.0,15.0,3.0,3.0,1.0,8.0,40.0,4.0
1038,88.0,8.0,149.0,218.0,146.0,126.0,21.0,199.0,196.0,142.0,78.0,0.0,106.0,96.0,517.0,97.0,9.0,106.0,139.0,311.0,23.0
1040,11.0,8.0,65.0,69.0,20.0,172.0,37.0,152.0,222.0,179.0,5.0,3.0,61.0,9.0,84.0,200.0,17.0,125.0,146.0,491.0,12.0
1046,4.0,11.0,36.0,6.0,3.0,62.0,20.0,126.0,73.0,100.0,0.0,2.0,46.0,3.0,2.0,39.0,3.0,16.0,55.0,155.0,23.0
1050,33.0,2.0,46.0,112.0,16.0,40.0,2.0,82.0,38.0,39.0,10.0,3.0,239.0,22.0,64.0,43.0,2.0,8.0,52.0,174.0,4.0
1065,2.0,16.0,59.0,11.0,8.0,62.0,3.0,144.0,64.0,57.0,13.0,10.0,31.0,3.0,13.0,83.0,0.0,21.0,42.0,532.0,2.0
1069,472.0,402.0,432.0,503.0,421.0,306.0,1759.0,639.0,175.0,280.0,548.0,378.0,624.0,246.0,986.0,297.0,360.0,176.0,358.0,495.0,39.0
107,1.0,1.0,48.0,4.0,1.0,99.0,174.0,44.0,22.0,50.0,2.0,1.0,8.0,1.0,0.0,91.0,5.0,8.0,37.0,74.0,7.0
113,12.0,8.0,2.0,7.0,5.0,6.0,11.0,3.0,5.0,7.0,18.0,1.0,1.0,1.0,2.0,4.0,6.0,2.0,5.0,9.0,6.0
119,4.0,0.0,1.0,11.0,9.0,2.0,4.0,4.0,3.0,2.0,1.0,3.0,3.0,2.0,8.0,4.0,3.0,0.0,2.0,15.0,0.0
124,28.0,1.0,30.0,152.0,190.0,14.0,5.0,25.0,3.0,15.0,26.0,4.0,7.0,21.0,96.0,47.0,3.0,8.0,9.0,15.0,6.0
128,2.0,8.0,6.0,2.0,1.0,49.0,13.0,57.0,18.0,25.0,0.0,1.0,12.0,1.0,0.0,38.0,9.0,11.0,125.0,63.0,20.0
132,108.0,209.0,939.0,96.0,35.0,126.0,2185.0,293.0,152.0,316.0,58.0,5985.0,985.0,38.0,119.0,129.0,23.0,59.0,194.0,230.0,11.0
133,13.0,1.0,25.0,2.0,6.0,57.0,8.0,135.0,241.0,147.0,1.0,2.0,186.0,3.0,4.0,118.0,2.0,65.0,81.0,193.0,5.0
136,1.0,0.0,11.0,6.0,4.0,113.0,10.0,69.0,73.0,112.0,0.0,10.0,41.0,4.0,15.0,131.0,1.0,106.0,47.0,475.0,7.0
14,1146.0,45.0,1490.0,3119.0,1290.0,860.0,421.0,1565.0,1644.0,674.0,415.0,38.0,1108.0,1292.0,8299.0,603.0,159.0,772.0,1804.0,2987.0,122.0
146,779.0,40.0,1035.0,1596.0,1568.0,749.0,66.0,1298.0,663.0,813.0,500.0,26.0,952.0,666.0,3522.0,735.0,81.0,318.0,903.0,2558.0,88.0
15,273.0,2.0,267.0,1137.0,989.0,89.0,4.0,93.0,47.0,75.0,276.0,0.0,77.0,228.0,3843.0,63.0,1.0,18.0,58.0,204.0,2.0
151,2.0,4.0,12.0,6.0,4.0,49.0,262.0,11.0,12.0,31.0,3.0,0.0,27.0,1.0,0.0,28.0,8.0,10.0,21.0,82.0,10.0
153,5.0,66.0,52.0,9.0,0.0,190.0,21.0,181.0,50.0,333.0,2.0,81.0,20.0,3.0,3.0,243.0,46.0,24.0,221.0,160.0,12.0
17,0.0,1.0,0.0,10.0,0.0,0.0,7.0,2.0,5.0,0.0,2.0,1.0,2.0,2.0,6.0,1.0,1.0,3.0,4.0,10.0,1.0
171,14.0,0.0,10.0,126.0,22.0,14.0,4.0,15.0,27.0,13.0,14.0,0.0,11.0,11.0,86.0,27.0,1.0,4.0,18.0,101.0,3.0
175,0.0,0.0,1.0,3.0,0.0,49.0,0.0,81.0,10.0,152.0,0.0,0.0,5.0,0.0,1.0,64.0,0.0,16.0,31.0,127.0,1.0
180,74.0,67.0,216.0,121.0,62.0,128.0,742.0,106.0,38.0,251.0,26.0,645.0,268.0,39.0,160.0,94.0,322.0,78.0,84.0,166.0,32.0
180_2,25.0,267.0,215.0,87.0,18.0,275.0,86.0,311.0,256.0,432.0,21.0,1621.0,329.0,47.0,61.0,486.0,102.0,173.0,322.0,493.0,34.0
185,22.0,4.0,18.0,22.0,15.0,14.0,9.0,9.0,5.0,9.0,9.0,0.0,14.0,9.0,25.0,5.0,0.0,8.0,8.0,16.0,1.0
187,3.0,0.0,19.0,5.0,2.0,61.0,8.0,61.0,11.0,48.0,0.0,1.0,26.0,2.0,0.0,34.0,21.0,14.0,70.0,40.0,3.0
188,12.0,14.0,16.0,10.0,1.0,60.0,1.0,63.0,178.0,71.0,0.0,13.0,165.0,2.0,5.0,44.0,3.0,56.0,24.0,64.0,4.0
192,5.0,20.0,29.0,19.0,11.0,5.0,8.0,14.0,44.0,20.0,9.0,8.0,11.0,5.0,5.0,13.0,4.0,6.0,23.0,71.0,6.0
20,7.0,1.0,22.0,6.0,1.0,43.0,7.0,24.0,7.0,25.0,10.0,1.0,5.0,2.0,0.0,45.0,2.0,7.0,21.0,20.0,7.0
209,9.0,11.0,54.0,24.0,5.0,107.0,432.0,126.0,140.0,122.0,2.0,0.0,44.0,1.0,34.0,91.0,104.0,58.0,80.0,211.0,9.0
210,0.0,0.0,2.0,24.0,2.0,3.0,3.0,4.0,12.0,4.0,1.0,0.0,1.0,1.0,14.0,5.0,0.0,4.0,8.0,60.0,3.0
226,22.0,2.0,21.0,59.0,33.0,57.0,3.0,54.0,30.0,45.0,39.0,0.0,34.0,26.0,90.0,57.0,1.0,6.0,51.0,71.0,19.0
235,2.0,2.0,1.0,1.0,0.0,2.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,8.0,2.0,1.0,6.0,18.0,1.0
240,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,6.0,1.0
248,93.0,0.0,26.0,154.0,56.0,37.0,4.0,9.0,10.0,16.0,30.0,0.0,52.0,47.0,383.0,13.0,1.0,4.0,31.0,43.0,6.0
250,0.0,1.0,6.0,1.0,0.0,2.0,3.0,6.0,3.0,1.0,0.0,1.0,14.0,0.0,1.0,3.0,1.0,4.0,3.0,2.0,2.0
252,1.0,2.0,0.0,3.0,0.0,4.0,1.0,2.0,1.0,0.0,4.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,9.0,0.0
253,2.0,2.0,1.0,7.0,0.0,8.0,6.0,10.0,20.0,32.0,1.0,1.0,1.0,1.0,8.0,11.0,2.0,11.0,29.0,43.0,4.0
254,1.0,5.0,43.0,21.0,1.0,9.0,20.0,12.0,24.0,20.0,0.0,1.0,8.0,1.0,12.0,17.0,12.0,19.0,14.0,36.0,7.0
257,1.0,0.0,5.0,13.0,2.0,3.0,1.0,4.0,2.0,0.0,1.0,3.0,2.0,2.0,4.0,8.0,3.0,0.0,1.0,31.0,1.0
258,16.0,2.0,67.0,61.0,35.0,64.0,5.0,87.0,31.0,42.0,25.0,98.0,11.0,13.0,242.0,85.0,6.0,29.0,44.0,115.0,7.0
27,101.0,0.0,40.0,904.0,819.0,2.0,1.0,22.0,33.0,48.0,191.0,0.0,54.0,181.0,679.0,7.0,3.0,14.0,25.0,168.0,0.0
270,0.0,0.0,2.0,2.0,0.0,0.0,1516.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,273.0,56.0,1.0,5.0,1.0
271,3.0,0.0,9.0,10.0,2.0,20.0,9.0,23.0,23.0,17.0,3.0,0.0,20.0,1.0,1.0,17.0,14.0,10.0,22.0,44.0,4.0
272,8.0,0.0,77.0,32.0,4.0,111.0,4.0,57.0,104.0,177.0,4.0,0.0,91.0,12.0,46.0,43.0,0.0,28.0,170.0,85.0,2.0
277,0.0,2.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
286,66.0,2.0,87.0,215.0,217.0,169.0,1.0,141.0,61.0,220.0,78.0,4.0,69.0,141.0,487.0,248.0,1.0,47.0,78.0,167.0,4.0
289,0.0,1.0,10.0,10.0,0.0,17.0,19.0,12.0,7.0,39.0,1.0,1.0,1.0,1.0,2.0,10.0,15.0,4.0,23.0,23.0,7.0
29,5.0,1.0,101.0,24.0,3.0,28.0,62.0,39.0,132.0,87.0,16.0,75.0,56.0,7.0,3.0,59.0,3.0,16.0,117.0,83.0,11.0
291,1.0,1.0,1.0,0.0,0.0,2.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,2.0,1.0,5.0,0.0
294,6.0,2.0,10.0,12.0,5.0,9.0,27.0,29.0,9.0,54.0,1.0,2.0,12.0,0.0,4.0,9.0,5.0,1.0,6.0,38.0,6.0
296,0.0,85.0,18.0,1.0,4.0,15.0,17.0,15.0,15.0,13.0,0.0,0.0,3.0,1.0,0.0,21.0,22.0,10.0,12.0,20.0,5.0
299,2.0,0.0,13.0,39.0,5.0,11.0,3.0,10.0,13.0,4.0,9.0,0.0,4.0,1.0,11.0,15.0,4.0,8.0,10.0,71.0,2.0
307,3.0,2167.0,40.0,19.0,2.0,31.0,8.0,45.0,28.0,106.0,9.0,1.0,44.0,4.0,1.0,6.0,44.0,30.0,7.0,133.0,7.0
308,3.0,1.0,0.0,8.0,2.0,1.0,2.0,1.0,4.0,2.0,4.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,1.0,14.0,0.0
31,70.0,1.0,91.0,196.0,140.0,20.0,1.0,11.0,7.0,8.0,34.0,0.0,204.0,97.0,0.0,13.0,1.0,0.0,27.0,64.0,2.0
311,0.0,0.0,2.0,4.0,1.0,3.0,6.0,6.0,5.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,1.0,1.0,1.0,8.0,0.0
312,706.0,128.0,392.0,3847.0,2269.0,542.0,5.0,321.0,217.0,618.0,661.0,4.0,285.0,1153.0,9265.0,762.0,277.0,143.0,159.0,919.0,23.0
32,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
320,131.0,2.0,684.0,449.0,257.0,788.0,255.0,880.0,557.0,479.0,130.0,2.0,1054.0,111.0,459.0,636.0,41.0,561.0,793.0,940.0,14.0
323,1.0,2.0,1.0,6.0,3.0,2.0,2.0,1.0,2.0,2.0,6.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,6.0,0.0
325,10.0,83.0,88.0,20.0,0.0,191.0,3.0,275.0,53.0,265.0,9.0,1.0,27.0,6.0,7.0,133.0,27.0,57.0,208.0,329.0,16.0
33,0.0,0.0,2.0,11.0,1.0,14.0,2.0,24.0,37.0,47.0,5.0,0.0,7.0,1.0,0.0,12.0,4.0,15.0,28.0,31.0,5.0
335,40.0,0.0,46.0,58.0,22.0,110.0,689.0,182.0,64.0,71.0,106.0,1.0,60.0,43.0,92.0,190.0,4.0,19.0,81.0,141.0,10.0
336,32.0,0.0,46.0,39.0,28.0,91.0,9.0,344.0,36.0,108.0,100.0,0.0,81.0,48.0,157.0,84.0,5.0,19.0,125.0,62.0,6.0
337,8.0,468.0,119.0,51.0,12.0,1256.0,18.0,544.0,329.0,242.0,9.0,159.0,54.0,14.0,7.0,802.0,37.0,196.0,584.0,636.0,41.0
339,62.0,182.0,38.0,253.0,106.0,121.0,11.0,146.0,26.0,88.0,38.0,4.0,1145.0,42.0,515.0,45.0,102.0,35.0,42.0,65.0,4.0
347,0.0,3.0,581.0,3.0,0.0,542.0,409.0,610.0,222.0,81.0,0.0,10.0,355.0,0.0,1.0,244.0,3.0,439.0,301.0,483.0,5.0
348,2.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,2.0,0.0,3.0,1.0,1.0,1.0,0.0,4.0,2.0,1.0,1.0,5.0,1.0
350,47.0,12.0,162.0,150.0,126.0,44.0,9.0,35.0,32.0,57.0,102.0,16.0,232.0,74.0,331.0,45.0,7.0,14.0,29.0,62.0,4.0
354,0.0,1.0,5.0,8.0,0.0,24.0,0.0,24.0,22.0,28.0,0.0,1.0,7.0,0.0,6.0,8.0,1.0,8.0,27.0,86.0,9.0
358,6.0,16.0,3.0,5.0,8.0,2.0,2.0,4.0,3.0,7.0,5.0,2.0,2.0,2.0,2.0,0.0,1.0,4.0,3.0,14.0,0.0
359,3.0,3.0,4.0,6.0,4.0,0.0,2.0,0.0,0.0,1.0,5.0,1.0,3.0,4.0,5.0,1.0,7.0,4.0,3.0,2.0,1.0
36,0.0,0.0,0.0,10.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0
364,2.0,17.0,2.0,1.0,0.0,1.0,6.0,1.0,1.0,3.0,2.0,14.0,0.0,4.0,0.0,3.0,3.0,3.0,0.0,6.0,0.0
375,41.0,2.0,64.0,36.0,127.0,113.0,7.0,42.0,133.0,98.0,159.0,0.0,65.0,34.0,318.0,48.0,10.0,7.0,67.0,133.0,8.0
383,8.0,4.0,185.0,12.0,1.0,34.0,6.0,21.0,37.0,18.0,10.0,1.0,117.0,2.0,1.0,29.0,7.0,31.0,12.0,48.0,5.0
385,0.0,15.0,1.0,2.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0
392,2.0,10.0,40.0,13.0,6.0,208.0,7.0,289.0,155.0,165.0,1.0,9.0,17.0,2.0,6.0,254.0,8.0,71.0,152.0,251.0,7.0
397,1.0,5.0,19.0,7.0,1.0,2.0,7.0,4.0,9.0,4.0,1.0,2.0,67.0,2.0,2.0,4.0,3.0,3.0,2.0,13.0,3.0
399,284.0,12550.0,1458.0,476.0,112.0,663.0,1534.0,540.0,479.0,382.0,146.0,4292.0,1066.0,96.0,229.0,545.0,1628.0,508.0,423.0,1285.0,53.0
40,3.0,0.0,14.0,31.0,28.0,1.0,695.0,3.0,1.0,0.0,0.0,3.0,0.0,11.0,45.0,0.0,0.0,2.0,0.0,4.0,2.0
400,67.0,1.0,88.0,171.0,324.0,63.0,6.0,24.0,36.0,70.0,50.0,1.0,241.0,94.0,285.0,36.0,3.0,20.0,52.0,32.0,7.0
406,5.0,1.0,32.0,36.0,2.0,72.0,625.0,124.0,89.0,81.0,2.0,0.0,60.0,4.0,15.0,82.0,24.0,50.0,145.0,182.0,3.0
408,0.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,8.0,0.0
409,204.0,131.0,75.0,130.0,69.0,159.0,79.0,36.0,242.0,126.0,303.0,84.0,139.0,246.0,193.0,181.0,104.0,38.0,365.0,303.0,14.0
40_2,1.0,0.0,1.0,1.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,5.0,1.0,1.0,0.0,0.0,5.0,0.0
412,10.0,0.0,5.0,2.0,0.0,2.0,6.0,2.0,3.0,2.0,6.0,3.0,4.0,1.0,3.0,4.0,6.0,2.0,1.0,5.0,0.0
418,3.0,3.0,0.0,8.0,1.0,1.0,4.0,0.0,2.0,0.0,7.0,3.0,1.0,1.0,1.0,1.0,4.0,2.0,0.0,4.0,0.0
419,16.0,0.0,72.0,33.0,24.0,475.0,6.0,176.0,296.0,168.0,2.0,1.0,103.0,10.0,14.0,727.0,2.0,87.0,470.0,465.0,7.0
420,0.0,0.0,0.0,12.0,1.0,3.0,3.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,15.0,7.0,0.0,0.0,8.0,13.0,1.0
421,41.0,14.0,46.0,71.0,87.0,121.0,14.0,65.0,33.0,102.0,6.0,6.0,127.0,36.0,665.0,34.0,19.0,32.0,64.0,216.0,17.0
426,9.0,7.0,9.0,20.0,9.0,7.0,6.0,6.0,11.0,5.0,7.0,3.0,5.0,5.0,12.0,14.0,13.0,3.0,8.0,40.0,2.0
43,4.0,0.0,2.0,0.0,0.0,50.0,1.0,43.0,6.0,17.0,0.0,0.0,2.0,1.0,1.0,71.0,1.0,3.0,33.0,28.0,4.0
431,14.0,2.0,70.0,3.0,9.0,33.0,1.0,29.0,10.0,42.0,2.0,0.0,39.0,4.0,20.0,33.0,3.0,11.0,5.0,145.0,12.0
