strain_id,A_MTX_5-FC.HNM1_RBD2,A_MTX_Fluconazole.HNM1_RBD2,A_MTX_Metformin.HNM1_RBD2,A_MTX_Trifluoperazine.HNM1_RBD2,A_MTX_noDrug.HNM1_RBD2,A_noMTX_5-FC.HNM1_RBD2,A_noMTX_Fluconazole.HNM1_RBD2,A_noMTX_Metformin.HNM1_RBD2,A_noMTX_Trifluoperazine.HNM1_RBD2,A_noMTX_noDrug.HNM1_RBD2,B_MTX_5-FC.HNM1_RBD2,B_MTX_Fluconazole.HNM1_RBD2,B_MTX_Metformin.HNM1_RBD2,B_MTX_Trifluoperazine.HNM1_RBD2,B_MTX_noDrug.HNM1_RBD2,B_noMTX_5-FC.HNM1_RBD2,B_noMTX_Fluconazole.HNM1_RBD2,B_noMTX_Metformin.HNM1_RBD2,B_noMTX_Trifluoperazine.HNM1_RBD2,B_noMTX_noDrug.HNM1_RBD2,T0_noMTX_noDrug.HNM1_RBD2
973,2.0,1.0,0.0,0.0,1.0,3.0,7.0,5.0,3.0,3.0,2.0,3.0,3.0,0.0,0.0,11.0,3.0,15.0,11.0,2.0,2.0
976,2.0,5.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,4.0,0.0,1.0,10.0,2.0,9.0,1.0,3.0,7.0
980,5.0,20.0,0.0,7.0,2.0,7.0,15.0,9.0,9.0,6.0,0.0,18.0,2.0,1.0,1.0,14.0,6.0,12.0,12.0,3.0,0.0
983,13.0,165.0,6.0,14.0,3.0,3.0,2.0,3.0,16.0,3.0,10.0,123.0,10.0,6.0,8.0,18.0,2.0,23.0,3.0,1.0,2.0
984,2.0,7.0,51.0,10.0,0.0,1173.0,37.0,1308.0,639.0,659.0,2.0,8.0,61.0,5.0,1.0,2121.0,24.0,7016.0,523.0,466.0,112.0
985,1.0,2.0,1.0,1.0,0.0,5.0,3.0,5.0,15.0,2.0,1.0,6.0,2.0,0.0,0.0,8.0,0.0,23.0,3.0,3.0,0.0
987,11.0,1.0,1.0,4.0,3.0,2.0,5.0,5.0,15.0,1.0,3.0,0.0,13.0,3.0,1.0,11.0,10.0,14.0,2.0,2.0,2.0
99,11.0,5.0,4.0,6.0,2.0,7.0,10.0,5.0,5.0,8.0,12.0,0.0,5.0,4.0,2.0,8.0,3.0,11.0,12.0,2.0,6.0
991,2.0,1.0,1.0,9.0,1.0,3.0,6.0,5.0,5.0,10.0,0.0,1.0,1.0,2.0,0.0,12.0,27.0,13.0,12.0,5.0,4.0
992,0.0,2.0,1.0,3.0,2.0,510.0,34.0,179.0,413.0,157.0,2.0,3.0,1.0,1.0,1.0,3399.0,39.0,1381.0,263.0,90.0,19.0
996,1978.0,30.0,217.0,302.0,40.0,100.0,178.0,65.0,186.0,52.0,2860.0,1118.0,246.0,407.0,20.0,576.0,533.0,331.0,243.0,51.0,67.0
998,3.0,10.0,0.0,3.0,0.0,1.0,4.0,1.0,0.0,1.0,5.0,2.0,3.0,1.0,0.0,4.0,4.0,4.0,1.0,0.0,2.0
999,8.0,53.0,1.0,14.0,14.0,1.0,0.0,0.0,2.0,0.0,9.0,9.0,6.0,5.0,2.0,3.0,1.0,4.0,3.0,1.0,0.0
1052,0.0,7.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0,2.0,5.0,2.0,0.0,0.0,2.0,1.0,6.0,1.0,0.0,0.0
17_2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,8.0,1.0,1.0,2.0
217,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
22,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,2.0,0.0,1.0
292,1.0,1.0,0.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,4.0,3.0,2.0,0.0,0.0,0.0
387,2.0,7.0,2.0,1.0,2.0,1.0,0.0,3.0,12.0,0.0,3.0,4.0,2.0,0.0,0.0,5.0,39.0,14.0,1.0,0.0,1.0
411,7.0,0.0,1.0,10.0,4.0,0.0,3.0,1.0,4.0,0.0,14.0,0.0,1.0,1.0,2.0,7.0,6.0,9.0,0.0,0.0,0.0
44,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
501,3.0,0.0,0.0,12.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,2.0,1.0,4.0,2.0,1.0,0.0,1.0,1.0
506,1.0,1.0,1.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0
59,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0
607,4.0,1.0,1.0,1.0,0.0,1.0,3.0,3.0,4.0,0.0,2.0,0.0,1.0,0.0,1.0,15.0,2.0,15.0,2.0,0.0,2.0
643,0.0,3.0,0.0,1.0,0.0,2.0,2.0,0.0,3.0,1.0,0.0,1.0,4.0,1.0,0.0,1.0,1.0,8.0,1.0,0.0,1.0
753,4.0,5.0,1.0,22.0,0.0,2.0,2.0,2.0,9.0,0.0,2.0,8.0,2.0,0.0,1.0,3.0,3.0,19.0,3.0,1.0,1.0
79,4.0,0.0,0.0,7.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,4.0,2.0,0.0
917,2.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,1.0,10.0,3.0,0.0,2.0
956,0.0,6.0,0.0,11.0,0.0,6.0,6.0,3.0,12.0,2.0,0.0,5.0,1.0,0.0,0.0,6.0,1.0,33.0,5.0,1.0,1.0
454,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0
932,4.0,4.0,1.0,7.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0
