strain_id,A_MTX_5-FC.FMP45_HNM1,A_MTX_Fluconazole.FMP45_HNM1,A_MTX_Metformin.FMP45_HNM1,A_MTX_Trifluoperazine.FMP45_HNM1,A_MTX_noDrug.FMP45_HNM1,A_noMTX_5-FC.FMP45_HNM1,A_noMTX_Fluconazole.FMP45_HNM1,A_noMTX_Metformin.FMP45_HNM1,A_noMTX_Trifluoperazine.FMP45_HNM1,A_noMTX_noDrug.FMP45_HNM1,B_MTX_5-FC.FMP45_HNM1,B_MTX_Fluconazole.FMP45_HNM1,B_MTX_Metformin.FMP45_HNM1,B_MTX_Trifluoperazine.FMP45_HNM1,B_MTX_noDrug.FMP45_HNM1,B_noMTX_5-FC.FMP45_HNM1,B_noMTX_Fluconazole.FMP45_HNM1,B_noMTX_Metformin.FMP45_HNM1,B_noMTX_Trifluoperazine.FMP45_HNM1,B_noMTX_noDrug.FMP45_HNM1,T0_noMTX_noDrug.FMP45_HNM1
1005,2.0,0.0,1.0,0.0,0.0,59.0,3.0,61.0,133.0,19.0,0.0,1.0,0.0,0.0,0.0,53.0,151.0,94.0,38.0,136.0,23.0
1007,1.0,1.0,2.0,0.0,1.0,39.0,22.0,49.0,45.0,5.0,1.0,0.0,0.0,4.0,0.0,34.0,192.0,42.0,27.0,52.0,14.0
1013,11.0,3.0,18.0,10.0,16.0,15.0,6.0,5.0,15.0,3.0,43.0,15.0,1.0,12.0,4.0,17.0,5.0,7.0,9.0,27.0,2.0
1016,0.0,0.0,1.0,0.0,0.0,148.0,251.0,95.0,418.0,44.0,4.0,1.0,4.0,2.0,0.0,78.0,11.0,137.0,157.0,259.0,101.0
1018,230.0,144.0,220.0,338.0,219.0,262.0,128.0,182.0,214.0,41.0,514.0,22.0,312.0,122.0,36.0,176.0,96.0,259.0,123.0,290.0,61.0
1020,628.0,21.0,960.0,192.0,188.0,894.0,87.0,1623.0,902.0,81.0,1681.0,5.0,1711.0,271.0,74.0,693.0,8.0,1610.0,270.0,821.0,209.0
1025,20.0,49.0,14.0,19.0,15.0,1496.0,190.0,1168.0,667.0,142.0,17.0,27.0,6.0,26.0,3.0,675.0,75.0,1580.0,229.0,1595.0,245.0
1027,2.0,3.0,4.0,2.0,2.0,161.0,22.0,253.0,156.0,16.0,1.0,0.0,3.0,0.0,1.0,107.0,95.0,328.0,50.0,301.0,54.0
1035,18.0,54.0,5.0,8.0,12.0,2.0,2.0,4.0,15.0,0.0,27.0,9.0,6.0,15.0,4.0,0.0,2.0,18.0,2.0,18.0,4.0
1038,317.0,7.0,95.0,397.0,402.0,264.0,105.0,123.0,252.0,40.0,1881.0,0.0,254.0,225.0,131.0,92.0,23.0,231.0,94.0,145.0,86.0
1040,17.0,22.0,20.0,13.0,12.0,974.0,614.0,646.0,1189.0,179.0,37.0,4.0,12.0,33.0,5.0,462.0,858.0,855.0,496.0,1327.0,170.0
1046,3.0,3.0,3.0,0.0,4.0,138.0,290.0,70.0,84.0,12.0,1.0,1.0,2.0,2.0,0.0,25.0,96.0,118.0,35.0,76.0,32.0
1050,36.0,0.0,28.0,30.0,8.0,89.0,4.0,113.0,256.0,36.0,45.0,3.0,107.0,8.0,2.0,73.0,5.0,151.0,26.0,115.0,30.0
1065,3.0,10.0,0.0,0.0,2.0,2.0,0.0,56.0,3.0,1.0,13.0,12.0,0.0,2.0,0.0,1.0,26.0,7.0,4.0,14.0,3.0
1069,905.0,610.0,44.0,328.0,1213.0,245.0,388.0,138.0,283.0,31.0,2226.0,260.0,139.0,796.0,290.0,149.0,574.0,309.0,134.0,369.0,87.0
107,3.0,2.0,2.0,2.0,1.0,12.0,4.0,26.0,22.0,4.0,6.0,1.0,1.0,3.0,0.0,21.0,6.0,37.0,20.0,47.0,13.0
113,6.0,5.0,9.0,5.0,9.0,24.0,4.0,30.0,53.0,0.0,21.0,2.0,2.0,6.0,3.0,21.0,7.0,23.0,5.0,19.0,10.0
119,3.0,8.0,1.0,3.0,5.0,1.0,5.0,2.0,7.0,1.0,3.0,2.0,2.0,0.0,1.0,0.0,3.0,1.0,1.0,3.0,0.0
124,169.0,9.0,52.0,14.0,30.0,70.0,36.0,77.0,104.0,12.0,88.0,0.0,94.0,16.0,5.0,17.0,0.0,68.0,27.0,126.0,25.0
128,8.0,1.0,0.0,1.0,0.0,72.0,12.0,26.0,87.0,2.0,1.0,1.0,1.0,1.0,1.0,39.0,48.0,48.0,33.0,35.0,32.0
132,1.0,6.0,6.0,0.0,2.0,351.0,17.0,310.0,340.0,37.0,5.0,1.0,10.0,0.0,1.0,192.0,21.0,350.0,219.0,467.0,98.0
133,0.0,0.0,0.0,0.0,0.0,62.0,13.0,28.0,123.0,10.0,0.0,0.0,0.0,0.0,0.0,23.0,10.0,25.0,78.0,84.0,15.0
136,0.0,1.0,2.0,0.0,2.0,41.0,13.0,57.0,161.0,34.0,2.0,0.0,0.0,1.0,0.0,9.0,108.0,91.0,57.0,70.0,36.0
14,395.0,42.0,319.0,232.0,440.0,621.0,31.0,500.0,936.0,207.0,1899.0,266.0,495.0,309.0,77.0,161.0,59.0,625.0,224.0,632.0,272.0
146,279.0,80.0,452.0,139.0,140.0,1517.0,362.0,1363.0,1580.0,197.0,1321.0,13.0,1062.0,195.0,50.0,787.0,878.0,1902.0,743.0,1567.0,531.0
15,17.0,13.0,33.0,25.0,10.0,109.0,5.0,74.0,76.0,16.0,99.0,2.0,40.0,5.0,1.0,49.0,9.0,81.0,26.0,51.0,22.0
151,0.0,2.0,1.0,2.0,1.0,194.0,6.0,67.0,140.0,11.0,4.0,0.0,3.0,7.0,1.0,112.0,6.0,100.0,29.0,126.0,91.0
153,0.0,0.0,1.0,0.0,0.0,284.0,258.0,97.0,252.0,23.0,1.0,0.0,1.0,1.0,0.0,153.0,880.0,310.0,89.0,372.0,60.0
17,1.0,2.0,0.0,1.0,4.0,3.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,4.0,1.0,0.0,2.0,3.0,1.0,4.0,4.0
171,21.0,6.0,9.0,15.0,7.0,54.0,159.0,26.0,57.0,7.0,58.0,7.0,6.0,18.0,7.0,22.0,32.0,36.0,31.0,54.0,60.0
175,1.0,0.0,0.0,1.0,0.0,12.0,1.0,2.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,14.0,0.0,3.0,3.0,7.0,3.0
180,1.0,1.0,2.0,2.0,1.0,190.0,534.0,81.0,140.0,23.0,4.0,0.0,3.0,3.0,0.0,147.0,222.0,172.0,94.0,322.0,77.0
180_2,9.0,2.0,4.0,2.0,2.0,768.0,1384.0,278.0,1420.0,217.0,10.0,7.0,6.0,2.0,0.0,491.0,1776.0,820.0,706.0,1184.0,380.0
185,15.0,7.0,10.0,12.0,9.0,13.0,3.0,15.0,24.0,2.0,69.0,0.0,16.0,15.0,8.0,6.0,5.0,27.0,18.0,24.0,5.0
187,1.0,1.0,1.0,1.0,2.0,13.0,4.0,31.0,13.0,4.0,3.0,1.0,4.0,1.0,0.0,26.0,12.0,115.0,9.0,43.0,19.0
188,5.0,23.0,3.0,2.0,2.0,295.0,7.0,250.0,685.0,56.0,5.0,14.0,3.0,5.0,0.0,242.0,21.0,579.0,131.0,398.0,105.0
192,7.0,19.0,0.0,3.0,10.0,12.0,6.0,6.0,32.0,2.0,7.0,17.0,0.0,6.0,3.0,6.0,5.0,13.0,10.0,21.0,6.0
20,2.0,0.0,1.0,1.0,0.0,84.0,1.0,136.0,14.0,2.0,3.0,1.0,4.0,0.0,0.0,86.0,1.0,113.0,14.0,25.0,16.0
209,1.0,4.0,4.0,3.0,1.0,60.0,23.0,72.0,97.0,6.0,3.0,3.0,4.0,3.0,0.0,21.0,172.0,103.0,34.0,50.0,49.0
210,4.0,0.0,1.0,0.0,4.0,4.0,2.0,3.0,21.0,1.0,2.0,0.0,3.0,1.0,1.0,7.0,3.0,12.0,11.0,8.0,6.0
226,238.0,28.0,68.0,76.0,76.0,88.0,15.0,112.0,149.0,9.0,361.0,4.0,179.0,35.0,33.0,58.0,135.0,235.0,59.0,160.0,157.0
235,2.0,4.0,0.0,0.0,0.0,4.0,2.0,2.0,5.0,1.0,0.0,1.0,0.0,3.0,0.0,4.0,3.0,1.0,4.0,6.0,2.0
240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,5.0,0.0
248,9.0,2.0,0.0,1.0,3.0,5.0,2.0,8.0,9.0,1.0,3.0,0.0,0.0,1.0,1.0,3.0,11.0,11.0,10.0,11.0,4.0
250,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,2.0,0.0,0.0,1.0,0.0,4.0,2.0,0.0,1.0,1.0,1.0
252,14.0,0.0,0.0,1.0,19.0,0.0,1.0,2.0,2.0,0.0,6.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,5.0,2.0,1.0
253,7.0,2.0,16.0,0.0,0.0,69.0,47.0,118.0,36.0,12.0,4.0,2.0,38.0,0.0,1.0,55.0,143.0,162.0,20.0,117.0,14.0
254,2.0,2.0,2.0,1.0,1.0,102.0,306.0,84.0,144.0,14.0,2.0,1.0,12.0,6.0,0.0,43.0,464.0,184.0,69.0,125.0,54.0
257,4.0,0.0,2.0,1.0,2.0,21.0,46.0,6.0,79.0,4.0,3.0,0.0,4.0,2.0,1.0,24.0,80.0,20.0,44.0,35.0,37.0
258,12.0,6.0,17.0,0.0,4.0,112.0,34.0,50.0,21.0,10.0,70.0,0.0,23.0,3.0,5.0,46.0,31.0,88.0,24.0,62.0,21.0
27,40.0,1.0,94.0,1.0,7.0,85.0,2.0,136.0,30.0,11.0,70.0,0.0,141.0,8.0,15.0,24.0,0.0,156.0,24.0,76.0,24.0
270,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,3.0,0.0,1.0
271,1.0,0.0,0.0,0.0,0.0,308.0,80.0,323.0,188.0,93.0,0.0,0.0,2.0,0.0,0.0,176.0,9.0,629.0,132.0,503.0,74.0
272,6.0,0.0,1.0,0.0,0.0,7.0,0.0,38.0,47.0,4.0,4.0,0.0,2.0,0.0,0.0,13.0,1.0,29.0,16.0,80.0,10.0
277,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0
286,20.0,17.0,65.0,0.0,4.0,70.0,1.0,51.0,55.0,2.0,40.0,8.0,134.0,3.0,1.0,27.0,1.0,70.0,13.0,41.0,20.0
289,4.0,0.0,0.0,0.0,2.0,187.0,243.0,163.0,142.0,32.0,2.0,0.0,5.0,1.0,1.0,128.0,336.0,241.0,105.0,238.0,95.0
29,4.0,0.0,0.0,0.0,0.0,260.0,3.0,77.0,932.0,63.0,2.0,0.0,1.0,1.0,0.0,106.0,7.0,187.0,443.0,264.0,101.0
291,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,14.0,0.0,1.0,0.0,1.0,3.0,0.0,3.0,3.0,4.0,2.0,5.0,0.0
294,2.0,1.0,5.0,1.0,4.0,184.0,112.0,81.0,122.0,22.0,2.0,1.0,5.0,1.0,1.0,89.0,222.0,127.0,51.0,121.0,37.0
296,1.0,3.0,9.0,0.0,1.0,506.0,407.0,280.0,369.0,64.0,0.0,6.0,12.0,1.0,0.0,231.0,62.0,363.0,151.0,335.0,76.0
299,2.0,0.0,1.0,0.0,0.0,81.0,3.0,96.0,45.0,17.0,1.0,1.0,0.0,0.0,0.0,44.0,1.0,20.0,48.0,52.0,6.0
307,14.0,2.0,0.0,2.0,3.0,11.0,8.0,2.0,22.0,1.0,6.0,1.0,1.0,2.0,0.0,21.0,10.0,7.0,14.0,5.0,8.0
308,19.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,8.0,0.0,7.0,0.0,0.0,1.0,1.0,5.0,0.0,5.0,2.0,0.0,1.0
31,68.0,2.0,51.0,9.0,19.0,77.0,9.0,56.0,23.0,5.0,114.0,0.0,184.0,59.0,8.0,26.0,46.0,57.0,35.0,34.0,22.0
311,1.0,0.0,1.0,0.0,1.0,6.0,2.0,2.0,20.0,2.0,6.0,0.0,0.0,4.0,0.0,1.0,1.0,7.0,5.0,9.0,6.0
