strain_id,A_MTX_5-FC.ERV25_EMP47,A_MTX_Fluconazole.ERV25_EMP47,A_MTX_Metformin.ERV25_EMP47,A_MTX_Trifluoperazine.ERV25_EMP47,A_MTX_noDrug.ERV25_EMP47,A_noMTX_5-FC.ERV25_EMP47,A_noMTX_Fluconazole.ERV25_EMP47,A_noMTX_Metformin.ERV25_EMP47,A_noMTX_Trifluoperazine.ERV25_EMP47,A_noMTX_noDrug.ERV25_EMP47,B_MTX_5-FC.ERV25_EMP47,B_MTX_Fluconazole.ERV25_EMP47,B_MTX_Metformin.ERV25_EMP47,B_MTX_Trifluoperazine.ERV25_EMP47,B_MTX_noDrug.ERV25_EMP47,B_noMTX_5-FC.ERV25_EMP47,B_noMTX_Fluconazole.ERV25_EMP47,B_noMTX_Metformin.ERV25_EMP47,B_noMTX_Trifluoperazine.ERV25_EMP47,B_noMTX_noDrug.ERV25_EMP47,T0_noMTX_noDrug.ERV25_EMP47
1005,0.0,1.0,1.0,5.0,1.0,32.0,68.0,49.0,281.0,527.0,0.0,0.0,2.0,1.0,0.0,1263,11.0,35.0,28.0,37.0,83.0
1007,3.0,35.0,17.0,2.0,3.0,57.0,108.0,229.0,94.0,136.0,2.0,1.0,13.0,1.0,1.0,306,6.0,72.0,37.0,27.0,16.0
1013,5.0,7.0,1.0,12.0,5.0,5.0,18.0,13.0,29.0,179.0,5.0,741.0,2.0,1.0,12.0,293,1.0,2.0,4.0,6.0,1.0
1016,15.0,8.0,4.0,18.0,17.0,238.0,39.0,140.0,98.0,1137.0,3.0,0.0,22.0,5.0,3.0,3942,20.0,34.0,49.0,382.0,107.0
1018,2050.0,27106.0,2871.0,12083.0,4371.0,365.0,190.0,662.0,525.0,2981.0,4620.0,19.0,11281.0,8347.0,2395.0,6771,44.0,228.0,102.0,289.0,199.0
1020,2591.0,3469.0,4744.0,17537.0,3161.0,437.0,362.0,2136.0,3198.0,4367.0,2452.0,588.0,14925.0,13219.0,1480.0,8736,315.0,1155.0,405.0,289.0,355.0
1025,12.0,36.0,25.0,79.0,18.0,258.0,386.0,393.0,376.0,2141.0,7.0,5.0,22.0,13.0,21.0,4706,1062.0,286.0,53.0,214.0,147.0
1027,3.0,15.0,11.0,21.0,1.0,65.0,769.0,318.0,547.0,1522.0,0.0,0.0,21.0,1.0,2.0,2225,36.0,301.0,39.0,88.0,89.0
1035,38.0,4.0,23.0,159.0,33.0,4.0,8.0,4.0,16.0,22.0,29.0,6.0,29.0,33.0,36.0,62,1.0,2.0,9.0,4.0,1.0
1038,198.0,28.0,160.0,516.0,372.0,342.0,51.0,570.0,460.0,766.0,383.0,0.0,496.0,330.0,152.0,2646,28.0,127.0,103.0,248.0,75.0
1040,23.0,70.0,29.0,153.0,27.0,165.0,39.0,324.0,436.0,1091.0,17.0,7.0,42.0,12.0,66.0,1555,66.0,188.0,128.0,189.0,207.0
1046,4.0,33.0,4.0,56.0,5.0,68.0,13.0,134.0,314.0,476.0,2.0,1.0,9.0,2.0,9.0,1128,170.0,49.0,25.0,116.0,51.0
1050,35.0,14.0,36.0,81.0,13.0,8.0,7.0,17.0,20.0,50.0,15.0,2.0,29.0,30.0,46.0,196,4.0,7.0,10.0,9.0,5.0
1065,22.0,38.0,142.0,149.0,18.0,3.0,4.0,22.0,105.0,216.0,9.0,14.0,401.0,106.0,13.0,339,2.0,18.0,8.0,6.0,11.0
1069,570.0,1737.0,425.0,3090.0,740.0,67.0,172.0,309.0,656.0,475.0,439.0,1574.0,1672.0,1943.0,460.0,1020,297.0,150.0,131.0,78.0,46.0
107,0.0,4.0,1.0,24.0,0.0,9.0,3.0,5.0,22.0,129.0,4.0,5.0,8.0,3.0,0.0,438,1.0,7.0,1.0,20.0,19.0
113,27.0,12.0,3.0,14.0,18.0,15.0,4.0,14.0,8.0,31.0,14.0,1.0,4.0,11.0,35.0,61,6.0,3.0,3.0,4.0,3.0
119,8.0,8.0,9.0,16.0,9.0,3.0,0.0,9.0,11.0,26.0,3.0,2.0,4.0,10.0,12.0,45,0.0,2.0,3.0,0.0,1.0
124,12.0,2.0,7.0,15.0,20.0,0.0,5.0,12.0,6.0,12.0,7.0,1.0,9.0,17.0,33.0,29,5.0,1.0,4.0,2.0,4.0
128,3.0,0.0,2.0,1.0,2.0,160.0,7.0,361.0,442.0,1157.0,1.0,1.0,2.0,0.0,2.0,3799,14.0,128.0,103.0,170.0,137.0
132,12.0,2.0,23.0,1.0,2.0,100.0,422.0,342.0,879.0,1224.0,2.0,27.0,24.0,0.0,2.0,2361,720.0,251.0,128.0,101.0,95.0
133,0.0,1.0,1.0,4.0,0.0,6.0,96.0,30.0,8.0,20.0,1.0,0.0,8.0,0.0,3.0,97,430.0,4.0,9.0,10.0,4.0
136,3.0,1.0,2.0,10.0,4.0,28.0,12.0,159.0,116.0,149.0,0.0,0.0,3.0,4.0,8.0,170,4.0,16.0,53.0,21.0,19.0
14,434.0,13.0,282.0,6760.0,375.0,128.0,273.0,528.0,322.0,484.0,227.0,7.0,1538.0,3586.0,1333.0,931,193.0,146.0,131.0,141.0,67.0
146,535.0,52.0,2284.0,1456.0,308.0,1001.0,94.0,3923.0,4089.0,5173.0,523.0,12.0,7511.0,1166.0,573.0,8774,144.0,1448.0,905.0,762.0,380.0
15,9.0,15.0,18.0,24.0,25.0,32.0,2.0,20.0,18.0,155.0,20.0,0.0,12.0,44.0,49.0,572,4.0,3.0,10.0,40.0,30.0
151,5.0,1.0,5.0,65.0,7.0,57.0,9.0,35.0,98.0,521.0,2.0,2.0,11.0,7.0,5.0,1528,5.0,16.0,18.0,49.0,51.0
153,3.0,795.0,9.0,46.0,0.0,100.0,786.0,72.0,54.0,706.0,0.0,0.0,8.0,1.0,1.0,2283,3223.0,40.0,14.0,83.0,64.0
17,3.0,9.0,1.0,34.0,8.0,4.0,11.0,5.0,10.0,17.0,2.0,7.0,5.0,5.0,10.0,37,3.0,0.0,2.0,5.0,3.0
171,26.0,1.0,18.0,167.0,20.0,10.0,12.0,17.0,8.0,48.0,21.0,13.0,23.0,29.0,67.0,121,0.0,8.0,6.0,17.0,23.0
175,4.0,0.0,2.0,25.0,1.0,30.0,0.0,10.0,28.0,152.0,0.0,0.0,1.0,2.0,1.0,528,0.0,2.0,6.0,32.0,16.0
180,4.0,1.0,3.0,3.0,1.0,19.0,18.0,17.0,29.0,296.0,2.0,3.0,11.0,3.0,3.0,1025,56.0,9.0,6.0,37.0,46.0
180_2,12.0,12.0,10.0,10.0,3.0,64.0,22.0,87.0,30.0,142.0,8.0,5.0,15.0,9.0,18.0,504,17.0,23.0,32.0,81.0,25.0
185,17.0,13.0,11.0,97.0,9.0,3.0,6.0,7.0,39.0,21.0,11.0,1.0,42.0,37.0,25.0,51,6.0,4.0,2.0,0.0,2.0
187,1.0,4.0,10.0,15.0,2.0,53.0,640.0,463.0,1318.0,2342.0,1.0,0.0,19.0,8.0,3.0,2761,1655.0,603.0,81.0,91.0,182.0
188,5.0,30.0,22.0,19.0,6.0,7.0,3.0,19.0,18.0,14.0,2.0,13.0,13.0,5.0,6.0,67,3.0,3.0,4.0,7.0,4.0
192,11.0,31.0,13.0,45.0,18.0,71.0,16.0,35.0,49.0,281.0,7.0,28.0,17.0,24.0,19.0,894,12.0,5.0,13.0,56.0,11.0
20,1.0,1.0,2.0,4.0,0.0,5.0,4.0,18.0,43.0,73.0,0.0,0.0,3.0,0.0,0.0,170,3.0,29.0,4.0,0.0,10.0
209,3.0,0.0,5.0,20.0,3.0,92.0,28.0,44.0,43.0,155.0,0.0,3.0,5.0,8.0,11.0,999,9.0,6.0,19.0,57.0,38.0
210,7.0,2.0,6.0,14.0,9.0,6.0,2.0,24.0,9.0,16.0,5.0,0.0,8.0,7.0,32.0,58,2.0,4.0,6.0,6.0,1.0
226,191.0,297.0,214.0,1050.0,71.0,37.0,22.0,34.0,421.0,362.0,242.0,1.0,559.0,715.0,78.0,993,10.0,45.0,38.0,21.0,93.0
235,1.0,0.0,0.0,5.0,0.0,29.0,6.0,51.0,49.0,197.0,0.0,4.0,0.0,0.0,1.0,263,1.0,31.0,9.0,38.0,24.0
240,0.0,0.0,0.0,2.0,0.0,14.0,4.0,14.0,25.0,275.0,0.0,0.0,2.0,0.0,2.0,708,22.0,6.0,8.0,32.0,16.0
248,1.0,0.0,1.0,1.0,5.0,2.0,5.0,9.0,6.0,11.0,1.0,0.0,2.0,7.0,5.0,33,1.0,2.0,6.0,5.0,1.0
250,2.0,4.0,2.0,5.0,0.0,52.0,6.0,284.0,113.0,117.0,0.0,3.0,1.0,1.0,0.0,486,0.0,30.0,35.0,32.0,23.0
252,19.0,3.0,2.0,246.0,33.0,1.0,9.0,4.0,4.0,13.0,40.0,358.0,2.0,144.0,519.0,21,50.0,3.0,4.0,0.0,2.0
253,101.0,0.0,24.0,195.0,83.0,134.0,82.0,52.0,87.0,548.0,276.0,1.0,81.0,179.0,44.0,2336,413.0,22.0,21.0,188.0,50.0
254,3.0,0.0,18.0,20.0,4.0,125.0,485.0,430.0,751.0,819.0,0.0,0.0,12.0,2.0,2.0,1175,166.0,158.0,161.0,149.0,60.0
257,4.0,0.0,4.0,11.0,3.0,45.0,42.0,12.0,33.0,313.0,1.0,2.0,8.0,3.0,2.0,950,46.0,11.0,21.0,69.0,51.0
258,55.0,2.0,124.0,141.0,19.0,138.0,43.0,340.0,225.0,846.0,114.0,73.0,203.0,96.0,30.0,2673,18.0,212.0,58.0,132.0,54.0
27,18.0,4.0,101.0,62.0,19.0,118.0,2.0,186.0,101.0,383.0,13.0,3.0,401.0,57.0,13.0,961,3.0,30.0,24.0,74.0,54.0
270,1.0,0.0,4.0,2.0,0.0,1.0,103.0,1.0,4.0,13.0,2.0,0.0,0.0,0.0,2.0,37,552.0,2.0,1.0,4.0,1.0
271,7.0,1.0,7.0,27.0,0.0,185.0,106.0,172.0,117.0,839.0,1.0,2.0,15.0,4.0,1.0,2551,20.0,51.0,39.0,116.0,69.0
272,2.0,0.0,3.0,2.0,0.0,45.0,2.0,109.0,133.0,197.0,4.0,0.0,2.0,2.0,2.0,362,0.0,40.0,37.0,13.0,18.0
277,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,4.0,4.0,0.0,1.0,1.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0
286,10.0,1.0,3.0,19.0,6.0,2.0,1.0,5.0,8.0,15.0,8.0,5.0,7.0,10.0,5.0,20,5.0,2.0,5.0,2.0,2.0
289,7.0,3.0,1.0,9.0,1.0,185.0,372.0,643.0,1067.0,1352.0,1.0,1.0,1.0,3.0,3.0,2616,1090.0,314.0,167.0,143.0,117.0
29,2.0,5.0,4.0,27.0,4.0,3.0,7.0,14.0,17.0,10.0,2.0,4.0,9.0,4.0,3.0,58,6.0,4.0,11.0,17.0,5.0
291,1.0,0.0,1.0,0.0,0.0,3.0,2.0,4.0,6.0,15.0,0.0,0.0,2.0,0.0,1.0,26,5.0,3.0,4.0,1.0,0.0
294,5.0,6.0,20.0,3.0,2.0,134.0,162.0,69.0,109.0,531.0,1.0,0.0,51.0,9.0,4.0,2321,67.0,16.0,29.0,133.0,59.0
296,2.0,5.0,7.0,0.0,0.0,253.0,95.0,469.0,262.0,755.0,0.0,4.0,15.0,0.0,1.0,1492,63.0,118.0,75.0,173.0,45.0
299,4.0,0.0,6.0,8.0,2.0,79.0,205.0,317.0,411.0,555.0,5.0,0.0,10.0,3.0,3.0,1088,438.0,143.0,57.0,54.0,21.0
307,2.0,21.0,2.0,2.0,1.0,4.0,14.0,7.0,4.0,4.0,0.0,0.0,5.0,1.0,1.0,19,7.0,1.0,5.0,4.0,1.0
308,2.0,0.0,5.0,2.0,1.0,1.0,5.0,1.0,7.0,12.0,3.0,0.0,0.0,0.0,0.0,27,1.0,0.0,1.0,4.0,1.0
31,19.0,1.0,4.0,11.0,6.0,3.0,1.0,2.0,8.0,7.0,9.0,0.0,4.0,23.0,24.0,18,2.0,4.0,4.0,5.0,3.0
311,5.0,0.0,2.0,6.0,0.0,2.0,3.0,11.0,17.0,23.0,4.0,1.0,3.0,2.0,0.0,57,6.0,1.0,3.0,2.0,1.0
312,289.0,1080.0,237.0,2675.0,868.0,73.0,626.0,48.0,29.0,187.0,875.0,239.0,702.0,2848.0,338.0,358,1044.0,21.0,17.0,39.0,5.0
32,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,4.0,0.0,1.0,1.0,0.0,0.0,14,5.0,0.0,1.0,0.0,0.0
320,8602.0,6.0,203.0,4842.0,5381.0,79.0,23.0,136.0,98.0,259.0,4802.0,0.0,592.0,1623.0,883.0,1319,38.0,43.0,70.0,126.0,28.0
323,1.0,0.0,3.0,4.0,5.0,11.0,2.0,15.0,30.0,131.0,13.0,1.0,2.0,3.0,4.0,546,2.0,3.0,6.0,17.0,16.0
325,4.0,4.0,10.0,0.0,1.0,52.0,6.0,94.0,54.0,383.0,1.0,0.0,11.0,1.0,3.0,991,89.0,47.0,9.0,41.0,30.0
33,0.0,0.0,0.0,15.0,0.0,2.0,0.0,0.0,6.0,8.0,0.0,0.0,1.0,1.0,4.0,21,3.0,2.0,4.0,5.0,5.0
335,20.0,0.0,8.0,7.0,7.0,11.0,7.0,14.0,15.0,54.0,75.0,0.0,16.0,28.0,8.0,192,5.0,15.0,6.0,15.0,15.0
336,28.0,2.0,0.0,93.0,20.0,2.0,88.0,4.0,7.0,15.0,2.0,2.0,20.0,232.0,69.0,38,188.0,2.0,2.0,4.0,1.0
337,4.0,11.0,19.0,2.0,1.0,716.0,231.0,1447.0,851.0,3477.0,1.0,2.0,34.0,4.0,6.0,8451,216.0,553.0,184.0,628.0,241.0
339,322.0,26.0,54.0,1489.0,570.0,9.0,20.0,36.0,46.0,82.0,419.0,2.0,196.0,873.0,379.0,272,4.0,21.0,11.0,51.0,3.0
347,0.0,3.0,6.0,1.0,2.0,45.0,11.0,127.0,21.0,34.0,0.0,0.0,1.0,0.0,1.0,233,8.0,37.0,13.0,7.0,28.0
348,147.0,3.0,2.0,2.0,6.0,9.0,42.0,5.0,3.0,27.0,12.0,0.0,3.0,1.0,1.0,154,2.0,1.0,6.0,15.0,7.0
350,369.0,141.0,130.0,2418.0,699.0,100.0,13.0,112.0,169.0,527.0,768.0,383.0,864.0,1738.0,455.0,1276,25.0,43.0,42.0,88.0,29.0
354,5.0,1.0,5.0,8.0,5.0,1.0,1.0,4.0,10.0,13.0,2.0,0.0,9.0,2.0,8.0,45,5.0,1.0,8.0,3.0,0.0
358,7.0,3.0,3.0,1.0,4.0,12.0,9.0,21.0,34.0,117.0,6.0,2.0,20.0,5.0,4.0,494,6.0,5.0,11.0,40.0,16.0
359,10.0,16.0,9.0,17.0,7.0,2.0,32.0,2.0,2.0,4.0,12.0,0.0,11.0,35.0,32.0,18,1.0,2.0,1.0,1.0,1.0
36,2.0,0.0,0.0,11.0,2.0,0.0,8.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,3,0.0,0.0,0.0,1.0,0.0
364,4.0,12.0,3.0,10.0,2.0,1.0,4.0,6.0,5.0,13.0,2.0,18.0,2.0,1.0,4.0,36,11.0,1.0,4.0,2.0,1.0
375,30.0,2.0,20.0,8.0,13.0,13.0,45.0,15.0,19.0,28.0,5.0,1.0,20.0,80.0,49.0,76,15.0,7.0,12.0,7.0,4.0
383,2.0,13.0,9.0,0.0,0.0,135.0,7.0,39.0,30.0,500.0,0.0,1.0,13.0,4.0,6.0,1445,11.0,26.0,36.0,94.0,25.0
385,1.0,59.0,3.0,27.0,0.0,3.0,1.0,1.0,3.0,4.0,3.0,13.0,2.0,5.0,1.0,23,4.0,0.0,0.0,1.0,0.0
392,6.0,34.0,4.0,110.0,8.0,93.0,23.0,240.0,143.0,330.0,4.0,13.0,7.0,14.0,6.0,1211,18.0,67.0,43.0,74.0,34.0
397,8.0,1.0,4.0,4.0,1.0,3.0,6.0,11.0,14.0,9.0,1.0,0.0,9.0,1.0,4.0,34,4.0,2.0,5.0,3.0,6.0
399,9.0,85.0,26.0,6.0,1.0,127.0,61.0,392.0,467.0,549.0,1.0,32.0,36.0,10.0,5.0,622,243.0,174.0,113.0,88.0,31.0
40,6.0,5.0,1.0,7.0,12.0,0.0,11.0,0.0,4.0,8.0,3.0,0.0,2.0,11.0,2.0,9,1.0,2.0,1.0,0.0,1.0
400,311.0,0.0,328.0,783.0,189.0,114.0,3.0,419.0,362.0,348.0,178.0,1.0,1587.0,857.0,164.0,731,7.0,126.0,67.0,100.0,38.0
406,2.0,1.0,9.0,1.0,1.0,479.0,208.0,1709.0,1159.0,2013.0,10.0,0.0,17.0,9.0,3.0,3578,177.0,560.0,320.0,485.0,120.0
408,2.0,0.0,1.0,1.0,0.0,7.0,26.0,8.0,19.0,76.0,0.0,0.0,2.0,2.0,0.0,119,3.0,8.0,3.0,2.0,3.0
409,597.0,146.0,41.0,543.0,1425.0,182.0,64.0,74.0,151.0,460.0,1656.0,89.0,203.0,357.0,447.0,1733,10.0,21.0,67.0,218.0,36.0
40_2,3.0,0.0,0.0,33.0,5.0,3.0,1.0,3.0,5.0,18.0,0.0,0.0,2.0,4.0,1.0,28,2.0,0.0,2.0,1.0,0.0
412,9.0,1.0,2.0,2.0,1.0,1.0,7.0,3.0,0.0,8.0,3.0,0.0,1.0,1.0,4.0,22,6.0,0.0,3.0,1.0,1.0
418,4.0,1.0,0.0,1.0,5.0,2.0,2.0,2.0,3.0,13.0,1.0,5.0,5.0,0.0,2.0,38,4.0,0.0,5.0,0.0,0.0
419,7.0,3.0,14.0,16.0,7.0,20.0,2.0,33.0,20.0,23.0,3.0,2.0,17.0,3.0,5.0,55,0.0,7.0,20.0,22.0,3.0
420,1.0,0.0,0.0,2.0,0.0,84.0,21.0,26.0,106.0,498.0,3.0,0.0,3.0,5.0,1.0,1881,5.0,11.0,17.0,72.0,42.0
421,68.0,71.0,23.0,26.0,29.0,31.0,17.0,30.0,19.0,72.0,79.0,5.0,63.0,48.0,45.0,437,14.0,6.0,15.0,29.0,13.0
426,14.0,2.0,15.0,31.0,11.0,5.0,4.0,6.0,23.0,27.0,7.0,2.0,23.0,20.0,20.0,60,3.0,7.0,4.0,7.0,2.0
43,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,6.0,8.0,0.0,1.0,0.0,0.0,2.0,12,0.0,1.0,0.0,0.0,0.0
431,0.0,1.0,14.0,6.0,3.0,130.0,20.0,312.0,352.0,2653.0,4.0,0.0,28.0,2.0,0.0,4541,76.0,240.0,31.0,272.0,199.0
433,6.0,0.0,7.0,58.0,9.0,12.0,9.0,21.0,28.0,40.0,39.0,1.0,17.0,14.0,46.0,95,7.0,11.0,8.0,8.0,4.0
434,124.0,3.0,509.0,413.0,78.0,52.0,24.0,67.0,112.0,459.0,263.0,202.0,486.0,744.0,163.0,1350,37.0,65.0,31.0,87.0,34.0
437,17.0,6.0,15.0,66.0,19.0,8.0,4.0,4.0,16.0,10.0,8.0,6.0,15.0,23.0,18.0,37,7.0,3.0,4.0,8.0,0.0
438,0.0,0.0,4.0,3.0,1.0,12.0,31.0,1.0,6.0,26.0,2.0,0.0,2.0,1.0,0.0,106,8.0,1.0,3.0,10.0,14.0
439,4.0,50.0,1.0,2.0,6.0,79.0,169.0,38.0,60.0,513.0,8.0,18.0,14.0,0.0,5.0,1492,602.0,13.0,18.0,155.0,50.0
43_ref1,3.0,2.0,2.0,10.0,1.0,2.0,604.0,3.0,6.0,3.0,4.0,0.0,3.0,1.0,6.0,14,270.0,1.0,9.0,2.0,231.0
43_ref2,13.0,1.0,6.0,38.0,5.0,88.0,49.0,65.0,151.0,43.0,7.0,2.0,4.0,4.0,7.0,349,35.0,14.0,46.0,20.0,424.0
442,41.0,0.0,29.0,234.0,61.0,3.0,6.0,10.0,23.0,37.0,29.0,1.0,42.0,39.0,70.0,89,6.0,5.0,7.0,7.0,2.0
444,7.0,0.0,1.0,42.0,0.0,0.0,3.0,3.0,7.0,32.0,4.0,0.0,5.0,2.0,2.0,51,3.0,1.0,2.0,4.0,1.0
446,1.0,7.0,2.0,5.0,1.0,18.0,9.0,14.0,18.0,135.0,0.0,2.0,1.0,2.0,0.0,501,15.0,2.0,6.0,50.0,23.0
45,2.0,2.0,3.0,3.0,0.0,6.0,3.0,21.0,50.0,56.0,0.0,2.0,5.0,1.0,2.0,104,5.0,2.0,5.0,2.0,1.0
450,2.0,0.0,4.0,2.0,2.0,59.0,6.0,117.0,66.0,259.0,1.0,1.0,22.0,3.0,2.0,828,8.0,37.0,24.0,67.0,29.0
452,11.0,0.0,6.0,1.0,5.0,6.0,2.0,11.0,9.0,13.0,5.0,0.0,5.0,5.0,8.0,57,18.0,5.0,2.0,8.0,4.0
458,7.0,1.0,3.0,6.0,1.0,50.0,14.0,44.0,80.0,169.0,5.0,0.0,1.0,0.0,5.0,347,11.0,14.0,22.0,28.0,34.0
459,11.0,9.0,14.0,19.0,8.0,18.0,6.0,38.0,28.0,87.0,30.0,6.0,14.0,22.0,13.0,266,7.0,10.0,15.0,11.0,10.0
460,101.0,2348.0,169.0,437.0,97.0,105.0,53.0,201.0,94.0,321.0,157.0,1578.0,666.0,500.0,129.0,896,30.0,82.0,45.0,94.0,34.0
466,8.0,6.0,5.0,8.0,4.0,4.0,1.0,12.0,2.0,9.0,8.0,5.0,10.0,5.0,8.0,50,1.0,3.0,5.0,9.0,0.0
468,247.0,8.0,186.0,778.0,178.0,72.0,155.0,165.0,174.0,147.0,288.0,5.0,378.0,1327.0,486.0,418,243.0,116.0,82.0,76.0,23.0
470,61.0,126.0,23.0,48.0,63.0,16.0,21.0,21.0,26.0,34.0,98.0,9.0,23.0,58.0,99.0,140,21.0,2.0,15.0,44.0,6.0
473,4.0,2.0,10.0,33.0,5.0,82.0,58.0,127.0,69.0,274.0,1.0,3.0,11.0,5.0,11.0,956,10.0,46.0,27.0,108.0,55.0
475,25.0,19.0,289.0,31.0,8.0,1359.0,2285.0,9983.0,4941.0,13590.0,15.0,1.0,349.0,26.0,33.0,16461,4893.0,4603.0,1298.0,2244.0,1084.0
476,17.0,0.0,43.0,22.0,1.0,404.0,1568.0,473.0,436.0,1648.0,19.0,1.0,67.0,4.0,7.0,6961,3506.0,237.0,261.0,592.0,561.0
48,5.0,7.0,8.0,29.0,7.0,19.0,34.0,70.0,52.0,124.0,5.0,2.0,10.0,10.0,6.0,179,211.0,20.0,47.0,44.0,16.0
485,15.0,28.0,2.0,56.0,4.0,2.0,17.0,4.0,7.0,15.0,34.0,2.0,8.0,5.0,13.0,30,6.0,1.0,3.0,0.0,0.0
486,90.0,18.0,461.0,179.0,80.0,72.0,273.0,180.0,194.0,1203.0,175.0,2.0,1838.0,355.0,35.0,2287,258.0,91.0,46.0,155.0,51.0
491,39.0,11.0,39.0,35.0,34.0,12.0,5.0,59.0,48.0,56.0,22.0,0.0,48.0,28.0,58.0,106,8.0,10.0,14.0,21.0,10.0
493,84.0,58.0,143.0,181.0,38.0,94.0,7.0,140.0,130.0,348.0,178.0,0.0,232.0,140.0,28.0,1252,31.0,22.0,30.0,86.0,81.0
495,7.0,0.0,45.0,8.0,2.0,580.0,71.0,2136.0,1334.0,2125.0,3.0,0.0,36.0,10.0,12.0,5913,323.0,647.0,288.0,531.0,153.0
50,97.0,2.0,36.0,65.0,23.0,10.0,6.0,13.0,32.0,46.0,33.0,0.0,21.0,20.0,21.0,151,11.0,2.0,11.0,7.0,9.0
503,1.0,1.0,2.0,2.0,0.0,17.0,16.0,79.0,202.0,241.0,1.0,1.0,14.0,1.0,4.0,346,19.0,28.0,39.0,20.0,31.0
507,1.0,7.0,4.0,30.0,2.0,39.0,6.0,29.0,100.0,197.0,3.0,2.0,2.0,3.0,1.0,608,8.0,15.0,19.0,36.0,46.0
508,11.0,45.0,18.0,57.0,2.0,6.0,22.0,8.0,28.0,11.0,1.0,11.0,7.0,5.0,7.0,59,13.0,7.0,19.0,15.0,7.0
52,0.0,4.0,1.0,3.0,2.0,2.0,3.0,7.0,5.0,6.0,0.0,1.0,6.0,5.0,1.0,30,8.0,0.0,4.0,4.0,1.0
520,8.0,1.0,4.0,13.0,3.0,5.0,6.0,11.0,18.0,7.0,6.0,1.0,11.0,2.0,10.0,44,7.0,5.0,3.0,4.0,4.0
521,5.0,5.0,54.0,10.0,1.0,999.0,24.0,13435.0,6273.0,7989.0,1.0,0.0,36.0,7.0,3.0,18505,262.0,1993.0,1570.0,472.0,639.0
522,6.0,2.0,14.0,31.0,12.0,57.0,29.0,120.0,83.0,188.0,11.0,2.0,23.0,9.0,22.0,240,154.0,37.0,41.0,35.0,12.0
523,969.0,910.0,1602.0,6340.0,1255.0,466.0,484.0,1189.0,627.0,2339.0,1415.0,217.0,7645.0,4722.0,1722.0,3124,1014.0,359.0,224.0,526.0,102.0
524,50.0,44.0,27.0,73.0,17.0,14.0,14.0,39.0,102.0,488.0,87.0,115.0,59.0,43.0,36.0,1181,32.0,34.0,16.0,19.0,25.0
525,259.0,5.0,237.0,310.0,119.0,43.0,21.0,109.0,83.0,143.0,288.0,3.0,1408.0,597.0,268.0,189,41.0,43.0,50.0,39.0,15.0
531,14.0,39.0,5.0,70.0,8.0,31.0,7.0,14.0,28.0,165.0,10.0,8.0,2.0,11.0,11.0,467,7.0,9.0,2.0,27.0,15.0
532,16.0,14.0,4.0,117.0,10.0,0.0,9.0,7.0,21.0,30.0,9.0,4.0,10.0,6.0,23.0,62,19.0,2.0,4.0,1.0,1.0
535,891.0,472.0,110.0,1469.0,853.0,300.0,140.0,122.0,121.0,544.0,1315.0,55.0,510.0,728.0,791.0,3387,25.0,26.0,67.0,327.0,90.0
538,234.0,19.0,202.0,329.0,162.0,171.0,50.0,401.0,476.0,1538.0,332.0,351.0,729.0,445.0,219.0,2448,91.0,162.0,125.0,220.0,52.0
539,210.0,67.0,239.0,1003.0,338.0,172.0,179.0,229.0,228.0,890.0,84.0,30.0,221.0,823.0,250.0,2249,467.0,74.0,53.0,317.0,64.0
540,227.0,508.0,80.0,782.0,375.0,55.0,336.0,103.0,185.0,495.0,214.0,105.0,204.0,498.0,284.0,1302,467.0,96.0,59.0,44.0,56.0
541,6.0,1.0,9.0,17.0,0.0,55.0,60.0,71.0,101.0,525.0,5.0,1.0,24.0,5.0,7.0,1552,54.0,23.0,23.0,63.0,37.0
543,10.0,0.0,4.0,3.0,2.0,1.0,5.0,6.0,3.0,7.0,4.0,1.0,12.0,0.0,4.0,33,2.0,0.0,3.0,3.0,3.0
545,540.0,37963.0,413.0,4689.0,977.0,78.0,567.0,114.0,218.0,525.0,1010.0,37192.0,1509.0,3460.0,730.0,856,1937.0,49.0,36.0,48.0,94.0
546,7.0,44.0,15.0,22.0,2.0,52.0,55.0,200.0,364.0,713.0,2.0,2.0,15.0,12.0,12.0,945,31.0,184.0,134.0,87.0,46.0
557,28.0,2.0,13.0,22.0,8.0,13.0,5.0,42.0,28.0,33.0,11.0,1.0,10.0,14.0,18.0,143,2.0,14.0,15.0,14.0,8.0
559,3.0,11.0,8.0,20.0,8.0,13.0,8.0,37.0,16.0,37.0,6.0,3.0,11.0,6.0,20.0,99,5.0,5.0,11.0,18.0,5.0
564,66.0,250.0,181.0,761.0,148.0,49.0,26.0,65.0,94.0,100.0,83.0,22.0,660.0,407.0,50.0,375,22.0,18.0,32.0,36.0,15.0
567,131.0,8.0,155.0,237.0,49.0,96.0,12.0,176.0,115.0,288.0,145.0,5.0,221.0,347.0,118.0,844,25.0,43.0,47.0,71.0,41.0
57,1.0,0.0,2.0,17.0,6.0,29.0,9.0,97.0,116.0,124.0,2.0,0.0,5.0,4.0,8.0,150,52.0,25.0,11.0,38.0,12.0
