strain_id,A_MTX_5-FC.ALO1_HYR1,A_MTX_Fluconazole.ALO1_HYR1,A_MTX_Metformin.ALO1_HYR1,A_MTX_Trifluoperazine.ALO1_HYR1,A_MTX_noDrug.ALO1_HYR1,A_noMTX_5-FC.ALO1_HYR1,A_noMTX_Fluconazole.ALO1_HYR1,A_noMTX_Metformin.ALO1_HYR1,A_noMTX_Trifluoperazine.ALO1_HYR1,A_noMTX_noDrug.ALO1_HYR1,B_MTX_5-FC.ALO1_HYR1,B_MTX_Fluconazole.ALO1_HYR1,B_MTX_Metformin.ALO1_HYR1,B_MTX_Trifluoperazine.ALO1_HYR1,B_MTX_noDrug.ALO1_HYR1,B_noMTX_5-FC.ALO1_HYR1,B_noMTX_Fluconazole.ALO1_HYR1,B_noMTX_Metformin.ALO1_HYR1,B_noMTX_Trifluoperazine.ALO1_HYR1,B_noMTX_noDrug.ALO1_HYR1,T0_noMTX_noDrug.ALO1_HYR1
1005,2.0,2.0,2.0,2.0,7.0,225.0,8.0,81.0,308.0,20.0,1.0,0.0,5.0,0.0,0.0,43.0,36.0,219.0,584,268.0,25.0
1007,1.0,3.0,11.0,1.0,0.0,89.0,47.0,168.0,96.0,21.0,1.0,16.0,3.0,3.0,1.0,39.0,132.0,274.0,170,72.0,16.0
1013,62.0,93.0,23.0,284.0,17973.0,51.0,12.0,21.0,34.0,3.0,382.0,34.0,6.0,161.0,37.0,6.0,84.0,14.0,542,14.0,29.0
1016,0.0,0.0,27.0,4.0,1.0,742.0,31.0,217.0,933.0,108.0,1.0,0.0,19.0,0.0,2.0,169.0,481.0,485.0,1082,582.0,260.0
1018,955.0,657.0,2441.0,740.0,228.0,352.0,12.0,151.0,182.0,46.0,2270.0,716.0,1972.0,920.0,526.0,94.0,91.0,189.0,440,474.0,49.0
1020,375.0,71.0,2226.0,504.0,284.0,432.0,50.0,482.0,544.0,27.0,1295.0,1.0,1810.0,650.0,429.0,84.0,159.0,249.0,1508,523.0,120.0
1025,61.0,92.0,53.0,160.0,41.0,242.0,1468.0,160.0,160.0,37.0,197.0,29.0,41.0,82.0,122.0,73.0,1342.0,178.0,299,266.0,89.0
1027,1.0,5.0,11.0,5.0,1.0,554.0,1185.0,895.0,867.0,64.0,1.0,1.0,15.0,3.0,4.0,84.0,3506.0,730.0,1762,692.0,142.0
1035,32.0,54.0,40.0,94.0,59.0,6.0,6.0,10.0,20.0,1.0,41.0,1.0,27.0,50.0,50.0,3.0,7.0,5.0,47,3.0,2.0
1038,17.0,2.0,249.0,59.0,49.0,173.0,138.0,122.0,121.0,25.0,89.0,3.0,142.0,62.0,34.0,94.0,51.0,300.0,327,207.0,51.0
1040,9.0,26.0,69.0,437.0,31.0,276.0,122.0,403.0,623.0,91.0,40.0,13.0,38.0,43.0,37.0,115.0,17.0,787.0,827,512.0,105.0
1046,5.0,2.0,3.0,3.0,1.0,4.0,6.0,10.0,8.0,4.0,3.0,1.0,4.0,2.0,3.0,7.0,10.0,15.0,22,5.0,2.0
1050,4.0,1.0,43.0,17.0,16.0,8.0,2.0,17.0,29.0,1.0,19.0,1.0,12.0,9.0,14.0,21.0,5.0,9.0,51,8.0,2.0
1065,0.0,16.0,5.0,3.0,10.0,3.0,1.0,2.0,7.0,0.0,4.0,17.0,7.0,3.0,9.0,3.0,3.0,0.0,6,2.0,0.0
1069,1142.0,9748.0,2564.0,891.0,2930.0,295.0,474.0,540.0,536.0,80.0,4145.0,8528.0,1668.0,1749.0,2017.0,141.0,204.0,851.0,1243,611.0,44.0
107,1.0,1.0,3.0,3.0,0.0,5.0,9.0,1.0,12.0,2.0,3.0,0.0,4.0,5.0,1.0,4.0,5.0,8.0,13,6.0,1.0
113,0.0,17.0,3.0,0.0,0.0,5.0,8.0,6.0,14.0,4.0,4.0,24.0,2.0,10.0,71.0,8.0,7.0,1.0,29,3.0,7.0
119,2.0,6.0,3.0,3.0,3.0,6.0,4.0,5.0,7.0,1.0,4.0,3.0,3.0,5.0,5.0,8.0,2.0,1.0,20,3.0,1.0
124,4.0,3.0,11.0,1.0,14.0,1.0,3.0,21.0,6.0,3.0,7.0,1.0,4.0,11.0,14.0,6.0,1.0,4.0,9,2.0,6.0
128,0.0,2.0,3.0,0.0,0.0,842.0,126.0,369.0,655.0,80.0,1.0,0.0,2.0,2.0,0.0,184.0,26.0,807.0,1313,598.0,241.0
132,1.0,3.0,17.0,0.0,2.0,243.0,14.0,511.0,575.0,69.0,2.0,1.0,4.0,1.0,5.0,60.0,160.0,950.0,2028,457.0,29.0
133,0.0,1.0,0.0,0.0,0.0,3.0,12.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9,24.0,4.0
136,0.0,0.0,2.0,2.0,1.0,4.0,1816.0,3.0,6.0,1.0,22.0,1.0,2.0,2.0,0.0,8.0,1416.0,4.0,8,11.0,6.0
14,19.0,9.0,60.0,58.0,21.0,253.0,95.0,104.0,214.0,32.0,65.0,1.0,77.0,113.0,66.0,105.0,6.0,261.0,334,306.0,84.0
146,905.0,95.0,14454.0,762.0,339.0,3986.0,8742.0,3982.0,4371.0,638.0,2687.0,37.0,10070.0,691.0,557.0,1197.0,413.0,7477.0,9830,4747.0,380.0
15,594.0,239.0,215.0,76.0,94.0,178.0,16.0,41.0,57.0,15.0,3039.0,303.0,256.0,92.0,157.0,44.0,5.0,77.0,161,61.0,40.0
151,0.0,1.0,12.0,5.0,3.0,6.0,3.0,5.0,21.0,3.0,3.0,0.0,8.0,3.0,2.0,11.0,5.0,5.0,45,8.0,1.0
153,1.0,0.0,5.0,1.0,0.0,149.0,1324.0,100.0,115.0,30.0,1.0,0.0,6.0,0.0,0.0,47.0,783.0,198.0,161,224.0,74.0
17,0.0,6.0,13.0,2.0,3.0,3.0,2.0,1.0,21.0,2.0,4.0,4.0,2.0,2.0,4.0,2.0,6.0,5.0,24,2.0,2.0
171,2.0,2.0,18.0,53.0,13.0,3.0,4.0,11.0,10.0,5.0,25.0,0.0,12.0,27.0,15.0,4.0,1.0,3.0,24,11.0,6.0
175,1.0,1.0,2.0,0.0,0.0,165.0,23.0,36.0,152.0,10.0,3.0,0.0,0.0,0.0,1.0,16.0,21.0,76.0,197,88.0,46.0
180,0.0,0.0,1.0,1.0,1.0,8.0,11.0,14.0,6.0,3.0,1.0,0.0,3.0,0.0,0.0,15.0,8.0,16.0,8,11.0,9.0
180_2,4.0,4.0,17.0,7.0,4.0,123.0,51.0,62.0,128.0,35.0,11.0,5.0,18.0,3.0,1.0,60.0,69.0,218.0,242,96.0,67.0
185,11.0,3.0,44.0,33.0,18.0,6.0,7.0,10.0,26.0,2.0,19.0,0.0,33.0,41.0,28.0,9.0,6.0,15.0,45,6.0,0.0
187,1.0,0.0,6.0,1.0,2.0,143.0,722.0,387.0,450.0,11.0,2.0,0.0,7.0,4.0,0.0,17.0,146.0,274.0,1094,386.0,64.0
188,6.0,14.0,11.0,3.0,6.0,24.0,11.0,35.0,35.0,1.0,7.0,23.0,9.0,15.0,4.0,12.0,2.0,23.0,32,7.0,4.0
192,5.0,38.0,11.0,7.0,5.0,10.0,145.0,22.0,67.0,11.0,14.0,21.0,14.0,8.0,4.0,18.0,105.0,22.0,120,14.0,2.0
20,0.0,1.0,9.0,1.0,3.0,3.0,3.0,1.0,13.0,1.0,2.0,0.0,3.0,0.0,0.0,3.0,4.0,4.0,21,1.0,0.0
209,0.0,4.0,6.0,1.0,2.0,8.0,13.0,17.0,12.0,5.0,4.0,1.0,6.0,6.0,3.0,11.0,9.0,4.0,29,10.0,5.0
210,4.0,0.0,11.0,4.0,2.0,5.0,0.0,15.0,7.0,2.0,14.0,0.0,6.0,5.0,3.0,10.0,1.0,3.0,8,7.0,4.0
226,3.0,0.0,14.0,6.0,4.0,6.0,104.0,4.0,18.0,2.0,14.0,1.0,10.0,7.0,10.0,10.0,108.0,10.0,16,12.0,10.0
235,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,4.0,0.0,5,5.0,0.0
240,1.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,3.0,2.0,2.0,0.0,1.0,0.0,1.0,3.0,2.0,6.0,6,1.0,0.0
248,0.0,0.0,6.0,0.0,2.0,1.0,0.0,5.0,8.0,0.0,6.0,0.0,4.0,3.0,3.0,3.0,1.0,6.0,5,2.0,1.0
250,0.0,4.0,2.0,0.0,2.0,4.0,3.0,6.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,3.0,7,0.0,2.0
252,0.0,5.0,7.0,3.0,2.0,1.0,5.0,2.0,8.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,4.0,5.0,12,3.0,2.0
253,54.0,14.0,1296.0,80.0,60.0,329.0,766.0,494.0,568.0,117.0,264.0,28.0,1120.0,129.0,133.0,115.0,358.0,1387.0,1113,955.0,27.0
254,1.0,4.0,3.0,0.0,2.0,10.0,17.0,12.0,18.0,4.0,3.0,2.0,3.0,2.0,2.0,7.0,6.0,12.0,38,19.0,3.0
257,1.0,1.0,7.0,2.0,3.0,5.0,11.0,4.0,8.0,0.0,4.0,0.0,7.0,1.0,3.0,6.0,9.0,9.0,12,5.0,7.0
258,6.0,2.0,69.0,16.0,37.0,44.0,9.0,58.0,21.0,9.0,42.0,1.0,52.0,21.0,15.0,38.0,5.0,33.0,62,100.0,12.0
27,0.0,3.0,4.0,1.0,1.0,1.0,4.0,4.0,13.0,2.0,3.0,0.0,7.0,3.0,3.0,6.0,2.0,3.0,16,3.0,0.0
270,0.0,0.0,0.0,1.0,0.0,3.0,7.0,1.0,4.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,5.0,1.0,4,1.0,0.0
271,2.0,1.0,44.0,0.0,0.0,754.0,268.0,492.0,450.0,70.0,2.0,0.0,9.0,2.0,0.0,374.0,157.0,876.0,679,341.0,109.0
272,2.0,1.0,2.0,0.0,0.0,12.0,0.0,3.0,5.0,1.0,4.0,0.0,1.0,1.0,0.0,2.0,1.0,17.0,2,1.0,0.0
277,1.0,0.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,5,0.0,0.0
286,0.0,1.0,22.0,3.0,3.0,73.0,21.0,17.0,93.0,14.0,1.0,0.0,17.0,4.0,0.0,19.0,20.0,93.0,119,104.0,56.0
289,2.0,5.0,4.0,3.0,0.0,408.0,532.0,278.0,381.0,46.0,0.0,0.0,4.0,0.0,3.0,174.0,144.0,679.0,801,413.0,74.0
29,1.0,3.0,9.0,7.0,1.0,6.0,2.0,7.0,15.0,1.0,5.0,1.0,7.0,4.0,3.0,8.0,4.0,4.0,30,17.0,4.0
291,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2,2.0,1.0
294,0.0,1.0,4.0,0.0,1.0,75.0,507.0,24.0,48.0,9.0,1.0,0.0,8.0,1.0,0.0,20.0,272.0,10.0,40,65.0,25.0
296,0.0,1.0,9.0,0.0,0.0,669.0,722.0,386.0,303.0,112.0,13.0,0.0,13.0,0.0,0.0,309.0,334.0,1557.0,531,386.0,49.0
299,0.0,1.0,7.0,2.0,1.0,91.0,26.0,109.0,130.0,21.0,2.0,0.0,4.0,1.0,0.0,28.0,7.0,296.0,178,222.0,13.0
307,2.0,0.0,7.0,1.0,2.0,1.0,7.0,4.0,3.0,2.0,10.0,1.0,2.0,3.0,2.0,0.0,2.0,0.0,11,2.0,2.0
308,5.0,1.0,4.0,0.0,2.0,0.0,7.0,1.0,8.0,0.0,5.0,0.0,3.0,0.0,1.0,6.0,4.0,1.0,17,2.0,2.0
31,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,2,1.0,1.0
311,2.0,1.0,10.0,1.0,0.0,3.0,4.0,3.0,6.0,2.0,1.0,0.0,1.0,0.0,3.0,3.0,2.0,6.0,9,8.0,1.0
312,8.0,19.0,46.0,7.0,24.0,7.0,0.0,3.0,4.0,2.0,22.0,14.0,13.0,24.0,20.0,8.0,4.0,2.0,8,12.0,1.0
32,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,10,0.0,0.0
320,971.0,14.0,5094.0,486.0,263.0,777.0,209.0,504.0,684.0,119.0,2030.0,74.0,2845.0,177.0,285.0,296.0,259.0,1287.0,1596,1596.0,62.0
323,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,6.0,3.0,1.0,1.0,1.0,1.0,2.0,0.0,4,2.0,1.0
325,0.0,6.0,10.0,0.0,1.0,5.0,6.0,24.0,10.0,2.0,4.0,0.0,4.0,4.0,2.0,22.0,13.0,23.0,21,18.0,6.0
33,0.0,1.0,1.0,0.0,0.0,2.0,1.0,19.0,4.0,3.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,14.0,7,2.0,5.0
335,1.0,0.0,7.0,1.0,6.0,1.0,1.0,2.0,2.0,1.0,6.0,0.0,8.0,12.0,2.0,5.0,2.0,3.0,4,4.0,7.0
336,1.0,2.0,4.0,7.0,0.0,1.0,4.0,7.0,4.0,3.0,5.0,0.0,8.0,3.0,4.0,4.0,2.0,2.0,12,9.0,2.0
337,3.0,2.0,24.0,6.0,2.0,910.0,158.0,705.0,578.0,105.0,6.0,1.0,20.0,3.0,1.0,246.0,517.0,1250.0,1136,942.0,83.0
339,1.0,1.0,15.0,3.0,2.0,4.0,2.0,12.0,5.0,2.0,9.0,0.0,12.0,6.0,13.0,5.0,0.0,2.0,9,14.0,1.0
347,0.0,0.0,6.0,0.0,1.0,661.0,13.0,430.0,608.0,96.0,3.0,0.0,6.0,2.0,0.0,222.0,17.0,1358.0,725,1057.0,142.0
348,3.0,0.0,2.0,0.0,3.0,0.0,3.0,2.0,0.0,2.0,11.0,0.0,4.0,3.0,4.0,2.0,4.0,1.0,3,4.0,0.0
350,16.0,38.0,21.0,20.0,30.0,9.0,14.0,18.0,4.0,4.0,45.0,6.0,9.0,27.0,37.0,11.0,2.0,10.0,13,5.0,1.0
354,0.0,1.0,8.0,1.0,1.0,6.0,1.0,20.0,44.0,0.0,6.0,0.0,14.0,1.0,2.0,11.0,2.0,66.0,46,88.0,8.0
358,52.0,29.0,764.0,495.0,382.0,59.0,2.0,74.0,38.0,14.0,351.0,61.0,281.0,424.0,614.0,18.0,38.0,132.0,182,99.0,20.0
359,19.0,5.0,18.0,56.0,81.0,0.0,1.0,1.0,2.0,0.0,40.0,24.0,6.0,52.0,31.0,2.0,0.0,3.0,4,2.0,1.0
36,1.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,7,1.0,0.0
364,0.0,6.0,2.0,0.0,3.0,3.0,2.0,3.0,3.0,2.0,5.0,2.0,2.0,0.0,1.0,3.0,3.0,3.0,6,7.0,1.0
375,147.0,1.0,1521.0,56.0,44.0,372.0,186.0,229.0,242.0,41.0,416.0,0.0,1093.0,86.0,51.0,139.0,58.0,549.0,433,216.0,30.0
383,1.0,7.0,7.0,3.0,2.0,193.0,21.0,46.0,156.0,21.0,2.0,20.0,5.0,7.0,4.0,53.0,18.0,133.0,129,121.0,44.0
385,2.0,12.0,5.0,3.0,4.0,2.0,6.0,1.0,6.0,0.0,4.0,11.0,4.0,3.0,5.0,2.0,5.0,1.0,6,2.0,0.0
392,4.0,17.0,6.0,13.0,0.0,7.0,2.0,27.0,18.0,6.0,12.0,5.0,9.0,4.0,5.0,14.0,4.0,3.0,23,18.0,1.0
397,0.0,4.0,9.0,3.0,0.0,2.0,4.0,7.0,9.0,0.0,0.0,0.0,3.0,1.0,1.0,3.0,2.0,3.0,22,6.0,6.0
399,1.0,115.0,31.0,1.0,5.0,27.0,31.0,28.0,38.0,12.0,6.0,32.0,11.0,18.0,3.0,39.0,54.0,36.0,49,23.0,5.0
40,4.0,1.0,1.0,5.0,44.0,0.0,0.0,1.0,5.0,2.0,5.0,1.0,5.0,5.0,10.0,2.0,0.0,2.0,4,4.0,2.0
400,23.0,0.0,60.0,28.0,24.0,13.0,3.0,10.0,7.0,7.0,50.0,0.0,18.0,53.0,56.0,18.0,5.0,12.0,18,15.0,5.0
406,3.0,13.0,16.0,0.0,1.0,564.0,70.0,667.0,732.0,135.0,1.0,0.0,18.0,2.0,0.0,143.0,147.0,1678.0,1394,1000.0,45.0
408,0.0,0.0,2.0,2.0,0.0,97.0,3.0,36.0,144.0,9.0,0.0,0.0,2.0,0.0,0.0,31.0,3.0,90.0,143,120.0,30.0
409,23.0,8.0,11.0,14.0,9.0,10.0,15.0,6.0,12.0,8.0,70.0,8.0,16.0,45.0,25.0,17.0,15.0,0.0,46,28.0,9.0
40_2,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,8.0,1.0,1.0,0.0,2.0,2.0,4.0,1.0,0.0,1.0,11,0.0,1.0
412,0.0,0.0,0.0,1.0,1.0,2.0,5.0,2.0,8.0,2.0,4.0,2.0,0.0,4.0,0.0,2.0,83.0,5.0,14,2.0,0.0
418,0.0,7.0,2.0,1.0,1.0,1.0,5.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,3.0,4.0,1.0,1.0,4,0.0,0.0
419,2.0,2.0,7.0,1.0,1.0,10.0,1.0,14.0,18.0,2.0,2.0,0.0,9.0,3.0,3.0,6.0,1.0,4.0,14,16.0,3.0
420,0.0,1.0,2.0,1.0,6.0,8.0,0.0,6.0,14.0,4.0,2.0,0.0,1.0,1.0,1.0,17.0,11.0,4.0,13,14.0,0.0
421,2.0,3.0,15.0,5.0,16.0,11.0,2.0,1.0,1.0,5.0,15.0,0.0,12.0,5.0,9.0,7.0,7.0,2.0,5,3.0,1.0
426,2.0,1.0,13.0,13.0,11.0,6.0,1.0,6.0,5.0,3.0,12.0,1.0,7.0,19.0,15.0,8.0,19.0,7.0,17,7.0,3.0
43,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,4,0.0,0.0
431,0.0,0.0,7.0,1.0,3.0,201.0,55.0,251.0,216.0,36.0,4.0,0.0,8.0,2.0,0.0,19.0,41.0,261.0,662,327.0,57.0
433,1.0,3.0,31.0,69.0,7.0,7.0,9.0,17.0,35.0,1.0,22.0,0.0,26.0,19.0,10.0,9.0,8.0,15.0,44,10.0,3.0
434,312.0,25.0,5043.0,1224.0,130.0,203.0,7.0,369.0,311.0,28.0,726.0,45.0,2720.0,719.0,233.0,74.0,16.0,534.0,567,502.0,34.0
437,18.0,13.0,43.0,18.0,13.0,10.0,10.0,6.0,22.0,3.0,35.0,2.0,34.0,25.0,31.0,1.0,10.0,12.0,34,7.0,1.0
438,2.0,0.0,4.0,1.0,0.0,5.0,4.0,4.0,7.0,1.0,1.0,0.0,4.0,3.0,1.0,5.0,3.0,1.0,8,8.0,5.0
439,0.0,6.0,5.0,1.0,0.0,4.0,21.0,6.0,7.0,3.0,9.0,9.0,5.0,3.0,1.0,5.0,6.0,4.0,21,9.0,4.0
43_ref1,3.0,0.0,1.0,3.0,1.0,1.0,98.0,4.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,2.0,126.0,8.0,4,1.0,348.0
43_ref2,1.0,0.0,15.0,11.0,3.0,111.0,73.0,4.0,80.0,4.0,7.0,0.0,7.0,6.0,7.0,65.0,83.0,12.0,111,28.0,567.0
442,20.0,12.0,47.0,63.0,22.0,10.0,6.0,16.0,15.0,3.0,40.0,0.0,31.0,29.0,37.0,13.0,0.0,7.0,43,11.0,1.0
444,1.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,3.0,0.0,6.0,3.0,2.0,0.0,0.0,1.0,7,3.0,0.0
446,3.0,3.0,4.0,0.0,1.0,4.0,4.0,1.0,5.0,3.0,6.0,2.0,0.0,4.0,1.0,6.0,3.0,2.0,9,4.0,0.0
45,2.0,1.0,4.0,1.0,2.0,5.0,7.0,9.0,37.0,1.0,3.0,0.0,3.0,0.0,5.0,7.0,18.0,10.0,53,9.0,1.0
450,1.0,2.0,3.0,1.0,0.0,2.0,12.0,3.0,4.0,4.0,2.0,0.0,2.0,3.0,2.0,6.0,37.0,19.0,16,4.0,4.0
452,1.0,0.0,10.0,5.0,2.0,5.0,5.0,3.0,4.0,2.0,4.0,0.0,3.0,1.0,4.0,12.0,8.0,3.0,12,3.0,0.0
458,1.0,6.0,7.0,2.0,1.0,7.0,5.0,8.0,32.0,4.0,3.0,0.0,3.0,2.0,0.0,7.0,9.0,15.0,56,21.0,0.0
459,5.0,23.0,23.0,11.0,7.0,10.0,4.0,13.0,31.0,11.0,17.0,0.0,24.0,6.0,4.0,16.0,6.0,19.0,43,17.0,6.0
460,36.0,214.0,106.0,33.0,60.0,40.0,47.0,42.0,40.0,29.0,94.0,125.0,47.0,38.0,48.0,43.0,67.0,44.0,56,84.0,24.0
466,6.0,7.0,20.0,4.0,3.0,11.0,3.0,10.0,19.0,2.0,8.0,1.0,4.0,7.0,11.0,11.0,3.0,12.0,23,13.0,3.0
468,94.0,4.0,82.0,58.0,66.0,43.0,7.0,46.0,30.0,12.0,107.0,1.0,100.0,113.0,99.0,50.0,14.0,38.0,79,35.0,10.0
