strain_id,A_MTX_5-FC.ERG11_MID2,A_MTX_Fluconazole.ERG11_MID2,A_MTX_Metformin.ERG11_MID2,A_MTX_Trifluoperazine.ERG11_MID2,A_MTX_noDrug.ERG11_MID2,A_noMTX_5-FC.ERG11_MID2,A_noMTX_Fluconazole.ERG11_MID2,A_noMTX_Metformin.ERG11_MID2,A_noMTX_Trifluoperazine.ERG11_MID2,A_noMTX_noDrug.ERG11_MID2,B_MTX_5-FC.ERG11_MID2,B_MTX_Fluconazole.ERG11_MID2,B_MTX_Metformin.ERG11_MID2,B_MTX_Trifluoperazine.ERG11_MID2,B_MTX_noDrug.ERG11_MID2,B_noMTX_5-FC.ERG11_MID2,B_noMTX_Fluconazole.ERG11_MID2,B_noMTX_Metformin.ERG11_MID2,B_noMTX_Trifluoperazine.ERG11_MID2,B_noMTX_noDrug.ERG11_MID2,T0_noMTX_noDrug.ERG11_MID2
1005,3.0,3.0,6.0,1.0,3.0,191.0,1.0,172.0,167.0,87.0,14.0,1.0,10.0,1.0,0.0,151.0,7.0,76.0,99.0,116.0,28.0
1007,5.0,41.0,92.0,0.0,16.0,375.0,72.0,277.0,242.0,64.0,49.0,89.0,71.0,11.0,6.0,183.0,387.0,407.0,231.0,161.0,36.0
1013,5.0,3.0,2.0,2.0,14.0,3.0,4.0,3.0,11.0,0.0,3.0,0.0,2.0,3.0,0.0,6.0,8.0,21.0,7.0,14.0,0.0
1016,2.0,3.0,0.0,1.0,6.0,15.0,9.0,8.0,8.0,1.0,0.0,0.0,1.0,0.0,3.0,56.0,2.0,7.0,5.0,19.0,12.0
1018,442.0,200.0,548.0,826.0,3279.0,319.0,1072.0,390.0,415.0,270.0,1293.0,40.0,1001.0,225.0,386.0,372.0,9.0,490.0,333.0,668.0,65.0
1020,1427.0,1628.0,1618.0,3005.0,12713.0,427.0,32.0,475.0,398.0,314.0,3669.0,1503.0,2025.0,2335.0,2557.0,249.0,196.0,862.0,551.0,627.0,105.0
1025,51.0,77.0,89.0,34.0,63.0,501.0,104.0,498.0,451.0,233.0,35.0,44.0,25.0,34.0,34.0,574.0,80.0,435.0,423.0,634.0,95.0
1027,31.0,211.0,220.0,15.0,13.0,279.0,949.0,313.0,104.0,138.0,61.0,180.0,166.0,6.0,1.0,168.0,253.0,304.0,129.0,186.0,32.0
1035,16.0,45.0,3.0,23.0,116.0,4.0,1.0,12.0,8.0,0.0,19.0,13.0,11.0,14.0,7.0,4.0,0.0,17.0,0.0,6.0,2.0
1038,465.0,0.0,56.0,184.0,708.0,275.0,5.0,121.0,434.0,52.0,1016.0,1.0,223.0,179.0,88.0,114.0,20.0,116.0,185.0,157.0,92.0
1040,35.0,52.0,244.0,22.0,65.0,504.0,23.0,374.0,828.0,320.0,76.0,32.0,107.0,21.0,9.0,418.0,46.0,849.0,412.0,501.0,49.0
1046,9.0,22.0,43.0,4.0,13.0,442.0,228.0,249.0,373.0,109.0,24.0,11.0,43.0,2.0,1.0,368.0,27.0,243.0,196.0,236.0,89.0
1050,17.0,5.0,28.0,44.0,378.0,45.0,6.0,40.0,256.0,22.0,13.0,1.0,25.0,10.0,94.0,49.0,1.0,168.0,142.0,27.0,12.0
1065,7.0,5.0,4.0,0.0,5.0,8.0,2.0,9.0,14.0,1.0,6.0,5.0,1.0,1.0,1.0,15.0,2.0,33.0,3.0,13.0,4.0
1069,2368.0,6624.0,1558.0,1766.0,7337.0,1391.0,764.0,1707.0,1157.0,419.0,5991.0,2182.0,2614.0,1601.0,972.0,874.0,575.0,1777.0,1075.0,1434.0,488.0
107,15.0,6.0,34.0,3.0,14.0,91.0,1.0,62.0,192.0,72.0,36.0,13.0,36.0,9.0,0.0,117.0,14.0,218.0,158.0,114.0,19.0
113,74.0,31.0,99.0,202.0,366.0,441.0,2.0,372.0,657.0,115.0,674.0,11.0,124.0,122.0,29.0,89.0,2.0,158.0,216.0,392.0,102.0
119,2.0,6.0,0.0,5.0,22.0,3.0,1.0,1.0,4.0,0.0,4.0,4.0,0.0,1.0,4.0,2.0,2.0,1.0,1.0,4.0,1.0
124,187.0,41.0,152.0,108.0,423.0,137.0,2.0,91.0,262.0,57.0,419.0,4.0,49.0,117.0,84.0,72.0,5.0,57.0,114.0,148.0,19.0
128,4.0,20.0,16.0,0.0,1.0,209.0,6.0,97.0,141.0,54.0,10.0,4.0,44.0,0.0,2.0,133.0,6.0,124.0,158.0,108.0,54.0
132,84.0,77.0,207.0,31.0,85.0,317.0,11.0,287.0,246.0,193.0,67.0,17.0,212.0,14.0,2.0,161.0,9.0,845.0,215.0,380.0,89.0
133,32.0,2.0,40.0,17.0,1.0,131.0,0.0,151.0,724.0,78.0,7.0,2.0,36.0,13.0,1.0,141.0,111.0,133.0,195.0,139.0,16.0
136,6.0,61.0,17.0,4.0,6.0,52.0,0.0,90.0,254.0,51.0,2.0,64.0,40.0,1.0,0.0,38.0,5.0,100.0,155.0,135.0,28.0
14,671.0,186.0,725.0,1599.0,5025.0,561.0,33.0,543.0,1342.0,181.0,1975.0,16.0,999.0,1003.0,601.0,175.0,18.0,985.0,668.0,699.0,362.0
146,2111.0,115.0,973.0,1729.0,7079.0,2164.0,83.0,1547.0,1827.0,661.0,3962.0,59.0,1821.0,1256.0,1068.0,1504.0,118.0,1684.0,1632.0,1809.0,521.0
15,25.0,22.0,29.0,15.0,52.0,35.0,5.0,37.0,79.0,58.0,70.0,0.0,36.0,32.0,18.0,49.0,9.0,132.0,45.0,57.0,19.0
151,5.0,19.0,30.0,4.0,20.0,171.0,0.0,28.0,69.0,51.0,13.0,0.0,9.0,2.0,8.0,83.0,1.0,29.0,79.0,55.0,21.0
153,8.0,24.0,92.0,4.0,20.0,332.0,6.0,205.0,155.0,112.0,28.0,5.0,11.0,1.0,1.0,209.0,9.0,261.0,185.0,331.0,63.0
17,3.0,9.0,0.0,4.0,10.0,1.0,2.0,1.0,8.0,0.0,3.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,3.0
171,27.0,50.0,20.0,39.0,85.0,40.0,10.0,23.0,70.0,18.0,33.0,8.0,11.0,22.0,13.0,28.0,8.0,24.0,50.0,44.0,23.0
175,1.0,11.0,8.0,1.0,7.0,90.0,2.0,22.0,13.0,14.0,0.0,0.0,7.0,1.0,3.0,7.0,1.0,104.0,42.0,32.0,8.0
180,90.0,27.0,88.0,26.0,19.0,254.0,7.0,180.0,136.0,186.0,70.0,0.0,50.0,9.0,6.0,180.0,15.0,345.0,96.0,264.0,52.0
180_2,19.0,122.0,68.0,8.0,33.0,623.0,85.0,289.0,461.0,267.0,75.0,1.0,44.0,10.0,12.0,297.0,360.0,408.0,171.0,530.0,79.0
185,21.0,6.0,18.0,48.0,152.0,11.0,3.0,6.0,12.0,6.0,33.0,2.0,9.0,12.0,20.0,4.0,1.0,16.0,7.0,10.0,1.0
187,1.0,2.0,51.0,8.0,14.0,71.0,0.0,89.0,46.0,21.0,4.0,290.0,28.0,1.0,3.0,88.0,212.0,91.0,65.0,82.0,26.0
188,81.0,118.0,240.0,99.0,105.0,322.0,1.0,228.0,328.0,161.0,496.0,12.0,285.0,50.0,15.0,133.0,188.0,276.0,128.0,351.0,38.0
192,3.0,35.0,5.0,9.0,46.0,143.0,4.0,67.0,121.0,19.0,4.0,15.0,4.0,5.0,2.0,101.0,6.0,73.0,105.0,81.0,9.0
20,5.0,16.0,11.0,1.0,5.0,128.0,3.0,55.0,29.0,26.0,24.0,0.0,31.0,1.0,0.0,49.0,0.0,135.0,96.0,49.0,11.0
209,2.0,62.0,38.0,8.0,11.0,121.0,14.0,130.0,117.0,74.0,7.0,18.0,52.0,1.0,3.0,130.0,32.0,127.0,130.0,93.0,43.0
210,4.0,4.0,4.0,8.0,53.0,9.0,3.0,6.0,29.0,16.0,5.0,3.0,1.0,3.0,3.0,11.0,0.0,54.0,39.0,9.0,4.0
226,108.0,37.0,52.0,160.0,186.0,117.0,64.0,157.0,121.0,54.0,174.0,24.0,69.0,82.0,41.0,125.0,3.0,199.0,98.0,166.0,119.0
235,10.0,24.0,19.0,2.0,13.0,132.0,0.0,81.0,138.0,82.0,18.0,1.0,17.0,2.0,0.0,65.0,4.0,140.0,40.0,66.0,8.0
240,1.0,0.0,0.0,0.0,0.0,4.0,2.0,10.0,15.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,18.0,2.0,3.0,1.0
248,127.0,19.0,31.0,137.0,127.0,138.0,10.0,154.0,182.0,34.0,238.0,2.0,15.0,73.0,30.0,54.0,20.0,95.0,92.0,108.0,24.0
250,2.0,1.0,1.0,0.0,10.0,14.0,0.0,22.0,9.0,8.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,6.0,10.0,17.0,6.0
252,3.0,1.0,1.0,0.0,2.0,4.0,4.0,4.0,8.0,0.0,3.0,1.0,0.0,0.0,1.0,5.0,2.0,2.0,3.0,1.0,2.0
253,0.0,10.0,5.0,0.0,1.0,63.0,1900.0,48.0,45.0,27.0,7.0,1.0,4.0,9.0,8.0,39.0,2.0,80.0,6.0,49.0,12.0
254,14.0,187.0,40.0,16.0,17.0,171.0,63.0,141.0,214.0,104.0,30.0,55.0,68.0,11.0,1.0,90.0,11.0,127.0,199.0,176.0,55.0
257,2.0,0.0,5.0,2.0,4.0,56.0,49.0,18.0,33.0,12.0,2.0,2.0,7.0,0.0,0.0,52.0,66.0,64.0,36.0,35.0,23.0
258,146.0,203.0,69.0,44.0,268.0,232.0,22.0,183.0,171.0,70.0,329.0,267.0,84.0,99.0,60.0,244.0,6.0,278.0,131.0,255.0,44.0
27,13.0,4.0,13.0,25.0,80.0,46.0,0.0,29.0,127.0,20.0,53.0,0.0,9.0,50.0,16.0,55.0,0.0,56.0,13.0,42.0,12.0
270,0.0,0.0,0.0,0.0,0.0,1.0,148.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,2.0,2.0
271,5.0,6.0,3.0,0.0,1.0,51.0,12.0,46.0,35.0,23.0,0.0,3.0,16.0,0.0,0.0,85.0,12.0,41.0,56.0,50.0,11.0
272,20.0,0.0,35.0,0.0,11.0,152.0,0.0,95.0,206.0,220.0,47.0,0.0,24.0,5.0,6.0,133.0,1.0,267.0,160.0,258.0,33.0
277,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0
286,15.0,57.0,54.0,5.0,85.0,95.0,2.0,63.0,52.0,26.0,309.0,0.0,18.0,23.0,4.0,39.0,1.0,106.0,61.0,28.0,4.0
289,2.0,7.0,11.0,4.0,1.0,134.0,603.0,65.0,132.0,25.0,9.0,0.0,37.0,0.0,0.0,76.0,15.0,79.0,103.0,65.0,38.0
29,3.0,25.0,2.0,2.0,4.0,142.0,15.0,60.0,62.0,55.0,1.0,0.0,1.0,1.0,0.0,47.0,1.0,31.0,153.0,67.0,29.0
291,1.0,2.0,2.0,0.0,3.0,1.0,1.0,1.0,5.0,1.0,4.0,0.0,1.0,0.0,0.0,2.0,2.0,5.0,1.0,4.0,0.0
294,18.0,108.0,21.0,3.0,3.0,128.0,18.0,112.0,178.0,44.0,23.0,725.0,17.0,3.0,2.0,66.0,113.0,58.0,91.0,69.0,19.0
296,10.0,9.0,30.0,3.0,8.0,138.0,37.0,212.0,285.0,76.0,19.0,20.0,29.0,1.0,0.0,224.0,50.0,233.0,207.0,225.0,36.0
299,8.0,1.0,10.0,1.0,14.0,95.0,7.0,118.0,74.0,57.0,3.0,2.0,48.0,1.0,0.0,108.0,364.0,105.0,232.0,49.0,8.0
307,20.0,0.0,19.0,7.0,5.0,119.0,1.0,92.0,293.0,15.0,7.0,3.0,11.0,1.0,0.0,79.0,558.0,98.0,377.0,83.0,20.0
308,10.0,9.0,2.0,2.0,6.0,4.0,2.0,3.0,3.0,1.0,7.0,0.0,0.0,1.0,0.0,8.0,3.0,4.0,5.0,1.0,2.0
31,270.0,7.0,158.0,75.0,295.0,57.0,1.0,30.0,62.0,39.0,501.0,1.0,179.0,108.0,67.0,29.0,9.0,79.0,16.0,86.0,17.0
311,4.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,10.0,3.0,3.0,0.0,1.0,1.0,0.0,12.0,5.0,11.0,4.0,8.0,1.0
312,93.0,8.0,28.0,47.0,195.0,58.0,2.0,83.0,225.0,58.0,244.0,4.0,262.0,32.0,24.0,145.0,2.0,114.0,78.0,158.0,16.0
32,0.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0
320,227.0,37.0,421.0,193.0,686.0,939.0,16.0,544.0,611.0,313.0,630.0,1.0,468.0,129.0,84.0,700.0,163.0,562.0,598.0,767.0,61.0
323,1.0,12.0,2.0,6.0,17.0,5.0,3.0,3.0,4.0,1.0,2.0,2.0,1.0,3.0,2.0,5.0,4.0,5.0,5.0,5.0,1.0
325,21.0,24.0,4.0,2.0,16.0,183.0,268.0,151.0,43.0,39.0,21.0,40.0,66.0,8.0,1.0,65.0,198.0,204.0,135.0,201.0,28.0
33,0.0,0.0,12.0,3.0,0.0,28.0,2.0,5.0,19.0,21.0,6.0,0.0,10.0,4.0,0.0,31.0,0.0,23.0,22.0,24.0,19.0
335,19.0,6.0,27.0,10.0,27.0,110.0,190.0,62.0,85.0,18.0,13.0,2.0,1.0,5.0,10.0,37.0,2.0,59.0,31.0,35.0,17.0
336,16.0,0.0,4.0,25.0,68.0,16.0,11.0,16.0,12.0,5.0,156.0,0.0,17.0,14.0,28.0,14.0,6.0,12.0,18.0,30.0,15.0
337,14.0,219.0,95.0,1.0,7.0,143.0,25.0,178.0,276.0,97.0,5.0,357.0,58.0,1.0,0.0,194.0,44.0,235.0,146.0,359.0,32.0
339,369.0,147.0,301.0,170.0,1294.0,347.0,4613.0,374.0,644.0,222.0,1133.0,1582.0,423.0,108.0,126.0,268.0,15.0,550.0,256.0,415.0,46.0
347,58.0,3.0,1.0,3.0,3.0,1.0,3.0,5.0,5.0,1.0,6.0,2.0,0.0,1.0,1.0,8.0,1.0,6.0,5.0,18.0,1.0
348,70.0,2.0,5.0,1.0,13.0,67.0,5.0,33.0,80.0,7.0,21.0,24.0,5.0,4.0,1.0,39.0,2.0,44.0,47.0,35.0,13.0
350,135.0,344.0,89.0,103.0,431.0,228.0,20.0,123.0,158.0,54.0,385.0,143.0,262.0,121.0,77.0,147.0,17.0,124.0,157.0,129.0,44.0
354,34.0,2.0,2.0,2.0,9.0,43.0,1.0,32.0,65.0,22.0,18.0,3.0,6.0,6.0,4.0,14.0,74.0,45.0,9.0,48.0,10.0
358,36.0,1.0,4.0,6.0,29.0,18.0,8.0,4.0,10.0,10.0,30.0,1.0,2.0,5.0,0.0,14.0,4.0,22.0,12.0,15.0,1.0
359,1.0,17.0,1.0,2.0,6.0,7.0,185.0,3.0,5.0,2.0,3.0,12.0,5.0,15.0,5.0,1.0,3.0,3.0,4.0,5.0,3.0
36,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0
364,115.0,19.0,43.0,25.0,143.0,131.0,7.0,41.0,76.0,32.0,114.0,7.0,21.0,18.0,15.0,62.0,13.0,48.0,100.0,84.0,12.0
375,146.0,17.0,53.0,202.0,637.0,166.0,7.0,162.0,289.0,64.0,486.0,1.0,153.0,127.0,104.0,146.0,12.0,203.0,213.0,202.0,27.0
383,5.0,4.0,43.0,1.0,6.0,90.0,4.0,109.0,64.0,45.0,14.0,5.0,14.0,2.0,1.0,42.0,337.0,144.0,37.0,39.0,18.0
385,3.0,3.0,0.0,2.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,3.0,1.0,1.0,1.0,3.0,0.0,2.0,2.0,0.0,1.0
392,10.0,12.0,42.0,3.0,16.0,316.0,15.0,383.0,540.0,164.0,12.0,56.0,42.0,5.0,0.0,153.0,14.0,422.0,321.0,304.0,66.0
397,1.0,1.0,1.0,2.0,2.0,2.0,3.0,7.0,15.0,0.0,2.0,0.0,2.0,3.0,0.0,7.0,3.0,12.0,9.0,2.0,6.0
399,478.0,11649.0,1588.0,203.0,232.0,1518.0,294.0,1078.0,1471.0,721.0,936.0,8362.0,1299.0,113.0,52.0,1180.0,713.0,1004.0,734.0,1412.0,209.0
40,32.0,2.0,3.0,28.0,36.0,46.0,0.0,25.0,2.0,19.0,60.0,6.0,19.0,8.0,3.0,14.0,0.0,17.0,5.0,13.0,2.0
400,529.0,2.0,102.0,495.0,1591.0,258.0,26.0,110.0,325.0,68.0,950.0,3.0,440.0,446.0,147.0,151.0,1.0,106.0,203.0,225.0,46.0
406,16.0,161.0,72.0,0.0,8.0,479.0,49.0,264.0,1071.0,192.0,3.0,232.0,101.0,1.0,0.0,235.0,3.0,443.0,283.0,446.0,76.0
408,6.0,2.0,23.0,1.0,6.0,77.0,46.0,111.0,129.0,75.0,37.0,1.0,43.0,4.0,0.0,146.0,7.0,64.0,111.0,100.0,5.0
409,1415.0,105.0,123.0,563.0,782.0,666.0,576.0,187.0,579.0,122.0,1510.0,45.0,81.0,512.0,91.0,792.0,398.0,156.0,603.0,269.0,86.0
40_2,0.0,1.0,2.0,1.0,6.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0
412,133.0,1.0,37.0,122.0,192.0,160.0,2.0,42.0,183.0,43.0,172.0,0.0,26.0,38.0,35.0,221.0,7.0,103.0,159.0,122.0,15.0
418,11.0,9.0,1.0,0.0,3.0,3.0,2.0,5.0,11.0,3.0,2.0,2.0,0.0,2.0,0.0,4.0,3.0,3.0,6.0,5.0,2.0
419,8.0,1.0,198.0,12.0,6.0,317.0,0.0,181.0,238.0,97.0,29.0,0.0,44.0,5.0,2.0,264.0,4.0,330.0,196.0,241.0,13.0
420,0.0,0.0,1.0,0.0,3.0,4.0,4.0,8.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,7.0,4.0,1.0,3.0
421,222.0,271.0,287.0,97.0,646.0,826.0,126.0,330.0,884.0,201.0,443.0,297.0,669.0,139.0,135.0,595.0,8.0,439.0,479.0,569.0,79.0
426,10.0,40.0,7.0,19.0,69.0,33.0,3.0,13.0,59.0,4.0,9.0,11.0,5.0,8.0,3.0,4.0,6.0,9.0,8.0,16.0,4.0
43,1.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0
431,6.0,5.0,90.0,2.0,4.0,49.0,3.0,74.0,46.0,36.0,4.0,3.0,36.0,0.0,1.0,30.0,19.0,40.0,54.0,25.0,6.0
433,17.0,1.0,12.0,20.0,53.0,190.0,19.0,66.0,127.0,36.0,28.0,5.0,22.0,7.0,5.0,185.0,6.0,80.0,85.0,103.0,111.0
434,209.0,29.0,222.0,98.0,207.0,212.0,57.0,114.0,68.0,97.0,298.0,9.0,74.0,41.0,74.0,138.0,57.0,441.0,124.0,251.0,27.0
437,98.0,7.0,13.0,54.0,71.0,26.0,3.0,18.0,35.0,13.0,142.0,11.0,27.0,27.0,26.0,34.0,4.0,28.0,13.0,30.0,9.0
438,41.0,553.0,41.0,1.0,4.0,459.0,977.0,158.0,193.0,59.0,33.0,375.0,37.0,7.0,2.0,312.0,85.0,126.0,165.0,168.0,231.0
439,20.0,678.0,40.0,32.0,10.0,528.0,5.0,381.0,588.0,145.0,42.0,673.0,70.0,12.0,1.0,494.0,76.0,358.0,559.0,395.0,67.0
43_ref1,2.0,3.0,0.0,4.0,9.0,89.0,1933.0,2.0,6.0,15.0,3.0,1.0,0.0,2.0,3.0,83.0,673.0,13.0,23.0,40.0,329.0
43_ref2,6.0,4.0,3.0,11.0,42.0,124.0,1.0,22.0,137.0,180.0,6.0,0.0,2.0,3.0,2.0,80.0,19.0,23.0,91.0,353.0,494.0
442,21.0,10.0,16.0,27.0,118.0,6.0,3.0,5.0,15.0,4.0,31.0,1.0,9.0,28.0,12.0,10.0,3.0,20.0,7.0,11.0,2.0
444,2.0,1.0,2.0,2.0,16.0,1.0,3.0,2.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,3.0,3.0,0.0
446,189.0,95.0,86.0,41.0,119.0,302.0,152.0,347.0,347.0,187.0,101.0,614.0,58.0,29.0,7.0,109.0,52.0,754.0,323.0,468.0,34.0
45,4.0,8.0,7.0,2.0,6.0,7.0,1.0,3.0,18.0,6.0,2.0,0.0,10.0,2.0,0.0,7.0,18.0,9.0,3.0,13.0,2.0
450,7.0,19.0,11.0,3.0,9.0,69.0,68.0,121.0,141.0,14.0,13.0,0.0,39.0,1.0,1.0,53.0,28.0,75.0,108.0,60.0,18.0
452,2.0,11.0,0.0,2.0,26.0,8.0,3.0,3.0,30.0,2.0,8.0,4.0,5.0,0.0,4.0,9.0,2.0,11.0,6.0,9.0,1.0
458,4.0,2.0,6.0,1.0,5.0,17.0,12.0,40.0,43.0,7.0,0.0,2.0,3.0,3.0,0.0,16.0,9.0,38.0,35.0,19.0,11.0
459,127.0,18.0,53.0,145.0,382.0,268.0,27.0,134.0,328.0,65.0,259.0,5.0,46.0,104.0,30.0,128.0,4.0,112.0,208.0,207.0,45.0
460,661.0,2098.0,647.0,381.0,1916.0,1617.0,1927.0,898.0,1656.0,501.0,1813.0,1427.0,1200.0,231.0,189.0,1123.0,426.0,1779.0,1084.0,1119.0,199.0
466,39.0,5.0,5.0,10.0,33.0,12.0,7.0,9.0,20.0,4.0,17.0,0.0,2.0,6.0,1.0,44.0,2.0,10.0,3.0,9.0,2.0
468,1428.0,7.0,503.0,1142.0,7203.0,463.0,99.0,366.0,644.0,202.0,2327.0,7.0,796.0,880.0,863.0,353.0,41.0,768.0,336.0,507.0,129.0
470,549.0,199.0,185.0,179.0,574.0,240.0,31.0,128.0,214.0,56.0,570.0,105.0,258.0,225.0,111.0,204.0,23.0,183.0,139.0,138.0,41.0
473,2.0,9.0,4.0,7.0,18.0,51.0,6.0,54.0,90.0,32.0,6.0,0.0,25.0,2.0,2.0,108.0,57.0,49.0,43.0,97.0,14.0
475,171.0,662.0,4580.0,89.0,173.0,3405.0,614.0,5602.0,3983.0,2334.0,328.0,1110.0,2429.0,78.0,146.0,3777.0,754.0,7199.0,3164.0,6411.0,1232.0
476,180.0,1200.0,1397.0,90.0,163.0,10429.0,2571.0,8482.0,6864.0,2599.0,511.0,203.0,548.0,36.0,18.0,4376.0,2410.0,12149.0,7672.0,7866.0,2915.0
48,7.0,7.0,12.0,2.0,30.0,42.0,4.0,45.0,25.0,18.0,10.0,1.0,17.0,4.0,4.0,9.0,8.0,24.0,23.0,39.0,23.0
485,2.0,18.0,34.0,14.0,39.0,7.0,0.0,36.0,163.0,8.0,5.0,1.0,16.0,5.0,4.0,47.0,2.0,14.0,140.0,14.0,11.0
486,80.0,10.0,41.0,98.0,340.0,96.0,9.0,54.0,33.0,55.0,266.0,3.0,140.0,29.0,49.0,33.0,6.0,71.0,48.0,119.0,17.0
491,302.0,7.0,295.0,434.0,1063.0,301.0,10.0,235.0,209.0,89.0,832.0,4.0,495.0,413.0,177.0,147.0,3.0,228.0,103.0,206.0,99.0
493,9.0,223.0,37.0,16.0,26.0,37.0,345.0,27.0,18.0,4.0,39.0,294.0,12.0,18.0,3.0,12.0,247.0,72.0,11.0,26.0,11.0
495,73.0,6.0,188.0,16.0,17.0,888.0,29.0,507.0,908.0,248.0,137.0,1.0,255.0,6.0,4.0,539.0,13.0,558.0,495.0,662.0,92.0
50,7.0,14.0,2.0,10.0,34.0,8.0,4.0,3.0,10.0,18.0,7.0,7.0,1447.0,7.0,5.0,90.0,6.0,302.0,19.0,267.0,17.0
503,48.0,157.0,81.0,14.0,35.0,122.0,39.0,152.0,204.0,89.0,98.0,34.0,68.0,19.0,4.0,154.0,15.0,159.0,276.0,171.0,44.0
507,12.0,10.0,21.0,2.0,12.0,277.0,1.0,204.0,140.0,70.0,22.0,1.0,24.0,0.0,5.0,251.0,1.0,183.0,153.0,210.0,101.0
508,59.0,22436.0,550.0,126.0,135.0,601.0,28.0,358.0,375.0,347.0,106.0,67.0,392.0,46.0,14.0,448.0,20.0,681.0,447.0,659.0,158.0
52,16.0,10.0,63.0,3.0,8.0,111.0,6.0,224.0,140.0,86.0,3.0,40.0,27.0,5.0,2.0,157.0,52.0,368.0,99.0,108.0,23.0
520,3.0,10.0,2.0,5.0,10.0,11.0,1.0,9.0,15.0,2.0,3.0,0.0,4.0,1.0,2.0,5.0,0.0,5.0,7.0,18.0,2.0
521,5.0,4.0,10.0,5.0,7.0,41.0,14.0,48.0,45.0,9.0,5.0,1.0,8.0,2.0,1.0,48.0,36.0,66.0,24.0,226.0,57.0
522,13.0,241.0,20.0,7.0,39.0,273.0,18.0,193.0,567.0,104.0,13.0,57.0,35.0,4.0,2.0,156.0,54.0,254.0,363.0,239.0,39.0
523,1724.0,254.0,2445.0,1060.0,4935.0,1966.0,135.0,1615.0,2168.0,1097.0,3945.0,242.0,2917.0,924.0,754.0,1202.0,147.0,2325.0,1826.0,2247.0,195.0
524,177.0,1299.0,176.0,123.0,865.0,191.0,375.0,257.0,112.0,140.0,926.0,134.0,55.0,70.0,86.0,126.0,378.0,315.0,100.0,138.0,25.0
525,1212.0,27.0,357.0,674.0,3103.0,711.0,30.0,412.0,392.0,204.0,2449.0,3.0,998.0,563.0,369.0,497.0,2.0,532.0,279.0,510.0,128.0
531,7.0,21.0,3.0,5.0,21.0,6.0,1.0,6.0,9.0,3.0,5.0,13.0,1.0,0.0,2.0,3.0,4.0,6.0,8.0,34.0,1.0
532,7.0,25.0,3.0,7.0,30.0,8.0,3.0,3.0,10.0,2.0,3.0,6.0,4.0,0.0,2.0,7.0,9.0,15.0,4.0,5.0,1.0
535,1343.0,430.0,352.0,1401.0,3689.0,1751.0,22.0,684.0,1173.0,363.0,4094.0,263.0,357.0,916.0,495.0,1018.0,907.0,987.0,1102.0,1172.0,198.0
538,1056.0,17.0,782.0,1144.0,3919.0,432.0,70.0,632.0,777.0,448.0,2696.0,52.0,1035.0,748.0,513.0,344.0,64.0,667.0,795.0,781.0,121.0
539,1700.0,2167.0,2023.0,1071.0,3755.0,2223.0,1679.0,1887.0,1933.0,1311.0,3003.0,1652.0,1363.0,585.0,639.0,1498.0,345.0,2675.0,1230.0,2668.0,207.0
540,1233.0,899.0,516.0,807.0,3772.0,475.0,249.0,724.0,168.0,364.0,2814.0,80.0,508.0,953.0,542.0,418.0,155.0,880.0,248.0,596.0,201.0
541,10.0,9.0,23.0,21.0,35.0,128.0,19.0,178.0,188.0,117.0,29.0,1.0,57.0,19.0,5.0,118.0,6.0,268.0,108.0,152.0,35.0
543,14.0,60.0,13.0,7.0,19.0,93.0,39.0,44.0,82.0,20.0,20.0,9.0,8.0,8.0,4.0,53.0,1.0,27.0,54.0,112.0,101.0
545,64.0,4609.0,94.0,47.0,603.0,155.0,554.0,76.0,122.0,60.0,114.0,440.0,117.0,31.0,51.0,89.0,85.0,98.0,129.0,82.0,40.0
546,44.0,92.0,144.0,13.0,36.0,886.0,15.0,811.0,1056.0,310.0,93.0,18.0,145.0,22.0,12.0,757.0,129.0,962.0,933.0,912.0,163.0
557,56.0,38.0,123.0,18.0,72.0,163.0,27.0,149.0,99.0,81.0,29.0,2.0,51.0,12.0,4.0,49.0,1.0,92.0,108.0,105.0,12.0
559,2.0,5.0,0.0,5.0,10.0,99.0,4.0,6.0,30.0,14.0,6.0,6.0,2.0,1.0,0.0,16.0,4.0,21.0,7.0,17.0,8.0
