strain_id,A_MTX_5-FC.ERG11_ERG5,A_MTX_Fluconazole.ERG11_ERG5,A_MTX_Metformin.ERG11_ERG5,A_MTX_Trifluoperazine.ERG11_ERG5,A_MTX_noDrug.ERG11_ERG5,A_noMTX_5-FC.ERG11_ERG5,A_noMTX_Fluconazole.ERG11_ERG5,A_noMTX_Metformin.ERG11_ERG5,A_noMTX_Trifluoperazine.ERG11_ERG5,A_noMTX_noDrug.ERG11_ERG5,B_MTX_5-FC.ERG11_ERG5,B_MTX_Fluconazole.ERG11_ERG5,B_MTX_Metformin.ERG11_ERG5,B_MTX_Trifluoperazine.ERG11_ERG5,B_MTX_noDrug.ERG11_ERG5,B_noMTX_5-FC.ERG11_ERG5,B_noMTX_Fluconazole.ERG11_ERG5,B_noMTX_Metformin.ERG11_ERG5,B_noMTX_Trifluoperazine.ERG11_ERG5,B_noMTX_noDrug.ERG11_ERG5,T0_noMTX_noDrug.ERG11_ERG5
292,4.0,3.0,2.0,2.0,3.0,1.0,1.0,0.0,1.0,7.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,0.0,0.0
387,1.0,1.0,1.0,7.0,2.0,0.0,1.0,2.0,3.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,11.0,2.0,0.0,1.0,1.0
411,3.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0
44,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
501,1.0,0.0,1.0,2.0,2.0,0.0,3.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0
506,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
59,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0
607,2.0,0.0,1.0,1.0,0.0,3.0,1.0,2.0,2.0,2.0,1.0,0.0,3.0,1.0,1.0,1.0,4.0,4.0,3.0,1.0,0.0
643,3.0,7.0,0.0,5.0,2.0,0.0,2.0,5.0,5.0,3.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,1.0
753,3.0,26.0,6.0,14.0,2.0,3.0,10.0,3.0,6.0,11.0,2.0,50.0,3.0,6.0,2.0,1.0,20.0,10.0,3.0,2.0,0.0
79,2.0,0.0,0.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,2.0,3.0,2.0,0.0,2.0,0.0
917,1.0,2.0,1.0,4.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
956,1.0,2.0,0.0,7.0,0.0,0.0,1.0,3.0,2.0,3.0,0.0,4.0,3.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,3.0
454,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0
932,2.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,4.0,3.0,1.0,4.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0
