strain_id,A_MTX_5-FC.ERG11_TPO4,A_MTX_Fluconazole.ERG11_TPO4,A_MTX_Metformin.ERG11_TPO4,A_MTX_Trifluoperazine.ERG11_TPO4,A_MTX_noDrug.ERG11_TPO4,A_noMTX_5-FC.ERG11_TPO4,A_noMTX_Fluconazole.ERG11_TPO4,A_noMTX_Metformin.ERG11_TPO4,A_noMTX_Trifluoperazine.ERG11_TPO4,A_noMTX_noDrug.ERG11_TPO4,B_MTX_5-FC.ERG11_TPO4,B_MTX_Fluconazole.ERG11_TPO4,B_MTX_Metformin.ERG11_TPO4,B_MTX_Trifluoperazine.ERG11_TPO4,B_MTX_noDrug.ERG11_TPO4,B_noMTX_5-FC.ERG11_TPO4,B_noMTX_Fluconazole.ERG11_TPO4,B_noMTX_Metformin.ERG11_TPO4,B_noMTX_Trifluoperazine.ERG11_TPO4,B_noMTX_noDrug.ERG11_TPO4,T0_noMTX_noDrug.ERG11_TPO4
1005,0.0,0.0,2.0,0.0,1.0,7.0,4.0,36.0,80.0,37.0,1.0,1.0,0.0,0.0,2.0,51.0,8.0,26.0,50.0,65.0,7.0
1007,10.0,40.0,537.0,11.0,3.0,181.0,400.0,384.0,223.0,111.0,4.0,59.0,189.0,0.0,41.0,225.0,14.0,109.0,196.0,166.0,32.0
1013,2.0,1.0,1.0,2.0,5.0,4.0,0.0,3.0,22.0,6.0,10.0,4.0,1.0,0.0,20.0,10.0,0.0,5.0,0.0,5.0,0.0
1016,7.0,2.0,10.0,4.0,23.0,335.0,89.0,111.0,131.0,119.0,3.0,0.0,1.0,0.0,71.0,113.0,14.0,51.0,76.0,88.0,43.0
1018,1398.0,23774.0,2360.0,1744.0,3783.0,214.0,700.0,353.0,510.0,525.0,633.0,16.0,1045.0,491.0,9777.0,431.0,46.0,315.0,230.0,489.0,39.0
1020,3922.0,31.0,3167.0,4460.0,5192.0,193.0,155.0,263.0,573.0,412.0,1685.0,9.0,635.0,2080.0,14643.0,590.0,57.0,336.0,563.0,489.0,105.0
1025,66.0,46.0,114.0,60.0,44.0,266.0,53.0,253.0,345.0,412.0,52.0,22.0,39.0,16.0,203.0,354.0,79.0,190.0,236.0,366.0,87.0
1027,5.0,12.0,124.0,6.0,2.0,23.0,105.0,15.0,76.0,49.0,0.0,1.0,16.0,1.0,16.0,71.0,84.0,31.0,21.0,42.0,11.0
1035,26.0,31.0,12.0,39.0,34.0,3.0,5.0,8.0,21.0,1.0,30.0,8.0,10.0,14.0,119.0,9.0,3.0,5.0,2.0,1.0,1.0
1038,1126.0,2.0,1449.0,1194.0,1632.0,631.0,16.0,529.0,600.0,221.0,540.0,1.0,603.0,657.0,4283.0,357.0,20.0,128.0,326.0,459.0,94.0
1040,16.0,35.0,196.0,72.0,34.0,417.0,98.0,234.0,511.0,311.0,10.0,3.0,59.0,11.0,628.0,255.0,12.0,185.0,206.0,407.0,45.0
1046,0.0,4.0,11.0,6.0,2.0,117.0,465.0,57.0,113.0,73.0,2.0,1.0,9.0,0.0,19.0,58.0,1.0,24.0,112.0,120.0,28.0
1050,55.0,9.0,174.0,191.0,201.0,22.0,2.0,48.0,60.0,38.0,18.0,2.0,6.0,25.0,744.0,26.0,1.0,15.0,34.0,93.0,4.0
1065,187.0,1001.0,63.0,60.0,238.0,166.0,189.0,49.0,218.0,148.0,70.0,50.0,74.0,25.0,441.0,125.0,2.0,67.0,85.0,95.0,30.0
1069,500.0,474.0,525.0,580.0,636.0,81.0,760.0,152.0,309.0,106.0,282.0,109.0,352.0,301.0,931.0,162.0,77.0,132.0,157.0,199.0,34.0
107,5.0,19.0,61.0,7.0,1.0,134.0,4.0,34.0,182.0,57.0,0.0,0.0,120.0,0.0,22.0,85.0,35.0,68.0,91.0,57.0,28.0
113,59.0,57.0,125.0,81.0,10.0,24.0,10.0,115.0,46.0,5.0,12.0,7.0,38.0,21.0,227.0,84.0,2.0,2.0,9.0,21.0,22.0
119,1.0,9.0,1.0,28.0,8.0,0.0,1.0,8.0,4.0,5.0,6.0,1.0,2.0,2.0,96.0,3.0,1.0,0.0,1.0,1.0,0.0
124,130.0,4.0,179.0,158.0,408.0,185.0,5.0,77.0,162.0,65.0,62.0,0.0,216.0,55.0,1071.0,171.0,4.0,122.0,61.0,107.0,31.0
128,1.0,0.0,8.0,2.0,2.0,30.0,47.0,31.0,43.0,47.0,0.0,0.0,28.0,0.0,12.0,83.0,4.0,29.0,20.0,35.0,27.0
132,34.0,39.0,716.0,14.0,1.0,236.0,373.0,247.0,693.0,378.0,27.0,64.0,345.0,0.0,18.0,276.0,17.0,268.0,482.0,386.0,48.0
133,1.0,2.0,46.0,16.0,1.0,227.0,246.0,82.0,142.0,54.0,1.0,0.0,20.0,3.0,54.0,65.0,6.0,25.0,58.0,103.0,13.0
136,2.0,4.0,79.0,11.0,8.0,131.0,1.0,171.0,105.0,39.0,1.0,0.0,20.0,0.0,100.0,26.0,1.0,44.0,42.0,84.0,36.0
14,3537.0,2405.0,6988.0,6762.0,4804.0,1058.0,569.0,3010.0,2544.0,1695.0,2052.0,468.0,1642.0,3011.0,20407.0,990.0,37.0,1411.0,1824.0,2114.0,453.0
146,1560.0,2360.0,3201.0,2362.0,2847.0,1164.0,2099.0,1438.0,1701.0,872.0,957.0,49.0,1405.0,855.0,7021.0,960.0,150.0,751.0,1219.0,1525.0,221.0
15,15.0,1.0,20.0,30.0,37.0,17.0,4.0,9.0,21.0,11.0,17.0,0.0,11.0,8.0,72.0,20.0,4.0,18.0,7.0,13.0,8.0
151,3.0,3.0,52.0,24.0,8.0,39.0,1.0,28.0,81.0,88.0,2.0,1.0,21.0,1.0,56.0,74.0,3.0,32.0,56.0,133.0,40.0
153,7.0,11.0,335.0,2.0,0.0,71.0,1347.0,89.0,85.0,101.0,1.0,2.0,156.0,0.0,3.0,107.0,187.0,27.0,27.0,155.0,37.0
17,2.0,1.0,5.0,18.0,3.0,0.0,1.0,5.0,13.0,0.0,2.0,0.0,0.0,1.0,82.0,4.0,1.0,3.0,2.0,1.0,2.0
171,16.0,9.0,7.0,142.0,33.0,5.0,4.0,10.0,46.0,6.0,10.0,2.0,8.0,13.0,806.0,6.0,4.0,7.0,7.0,11.0,3.0
175,1.0,2.0,8.0,18.0,2.0,103.0,1.0,37.0,37.0,27.0,0.0,13.0,3.0,0.0,65.0,43.0,0.0,18.0,20.0,18.0,23.0
180,7.0,12.0,20.0,6.0,0.0,314.0,267.0,72.0,212.0,121.0,4.0,2.0,6.0,0.0,15.0,214.0,34.0,97.0,62.0,102.0,106.0
180_2,26.0,8.0,126.0,10.0,4.0,383.0,33.0,243.0,102.0,73.0,3.0,6.0,11.0,3.0,40.0,140.0,20.0,82.0,77.0,172.0,72.0
185,34.0,20.0,19.0,106.0,30.0,7.0,8.0,4.0,57.0,9.0,9.0,2.0,6.0,15.0,310.0,6.0,0.0,8.0,9.0,13.0,1.0
187,3.0,0.0,58.0,7.0,1.0,16.0,96.0,13.0,91.0,88.0,0.0,0.0,52.0,0.0,22.0,52.0,21.0,39.0,105.0,42.0,10.0
188,86.0,9.0,535.0,28.0,2.0,171.0,56.0,122.0,224.0,85.0,12.0,3.0,34.0,12.0,29.0,179.0,1.0,97.0,121.0,80.0,28.0
192,3.0,16.0,1.0,18.0,19.0,3.0,10.0,10.0,24.0,5.0,3.0,4.0,4.0,6.0,48.0,16.0,7.0,2.0,4.0,5.0,3.0
20,4.0,0.0,77.0,4.0,1.0,24.0,242.0,14.0,34.0,129.0,5.0,0.0,62.0,1.0,7.0,137.0,3.0,63.0,91.0,96.0,28.0
209,1.0,2.0,3.0,18.0,4.0,28.0,10.0,36.0,29.0,16.0,0.0,0.0,4.0,1.0,51.0,5.0,10.0,10.0,16.0,9.0,6.0
210,8.0,0.0,3.0,71.0,9.0,20.0,5.0,41.0,57.0,19.0,2.0,2.0,5.0,2.0,199.0,13.0,4.0,45.0,10.0,5.0,4.0
226,113.0,0.0,105.0,125.0,117.0,118.0,12.0,70.0,145.0,59.0,54.0,14.0,37.0,29.0,276.0,58.0,5.0,107.0,93.0,85.0,99.0
235,1.0,0.0,25.0,3.0,0.0,169.0,0.0,52.0,127.0,55.0,1.0,0.0,10.0,0.0,10.0,67.0,1.0,44.0,67.0,87.0,30.0
240,0.0,0.0,2.0,0.0,1.0,3.0,2.0,14.0,13.0,7.0,1.0,1.0,1.0,0.0,1.0,6.0,1.0,0.0,0.0,3.0,0.0
248,0.0,0.0,0.0,1.0,0.0,3.0,4.0,5.0,10.0,1.0,3.0,0.0,0.0,0.0,5.0,1.0,3.0,2.0,2.0,4.0,2.0
250,0.0,7.0,0.0,3.0,0.0,48.0,5.0,27.0,9.0,7.0,0.0,0.0,1.0,0.0,6.0,7.0,0.0,14.0,3.0,5.0,5.0
252,0.0,2.0,2.0,2.0,1.0,3.0,0.0,2.0,9.0,1.0,1.0,2.0,0.0,3.0,7.0,2.0,0.0,1.0,2.0,2.0,0.0
253,4.0,0.0,61.0,0.0,0.0,127.0,10.0,30.0,42.0,51.0,1.0,1.0,28.0,0.0,1.0,39.0,10.0,33.0,21.0,26.0,18.0
254,6.0,1.0,1329.0,12.0,3.0,90.0,559.0,384.0,399.0,201.0,3.0,0.0,265.0,1.0,48.0,157.0,8.0,179.0,334.0,273.0,43.0
257,2.0,1.0,1.0,2.0,1.0,1.0,5.0,10.0,15.0,5.0,1.0,0.0,2.0,0.0,7.0,10.0,4.0,8.0,4.0,3.0,1.0
258,42.0,0.0,55.0,27.0,9.0,204.0,5.0,50.0,71.0,43.0,46.0,774.0,43.0,7.0,19.0,69.0,4.0,42.0,34.0,63.0,11.0
27,1.0,1.0,2.0,9.0,9.0,5.0,2.0,8.0,7.0,5.0,4.0,0.0,1.0,3.0,24.0,8.0,3.0,4.0,2.0,0.0,1.0
270,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,6.0,1.0,3.0,2.0,2.0,0.0,1.0
271,3.0,3.0,28.0,0.0,0.0,18.0,3.0,154.0,38.0,12.0,0.0,0.0,1.0,0.0,5.0,26.0,10.0,10.0,18.0,32.0,11.0
272,6.0,1.0,343.0,1.0,1.0,179.0,121.0,86.0,114.0,62.0,5.0,1.0,148.0,0.0,1.0,123.0,1.0,102.0,71.0,90.0,14.0
277,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
286,20.0,1.0,40.0,28.0,49.0,34.0,0.0,13.0,15.0,15.0,3.0,2.0,1.0,7.0,81.0,15.0,1.0,8.0,8.0,27.0,2.0
289,0.0,1.0,9.0,0.0,1.0,32.0,18.0,34.0,83.0,25.0,3.0,0.0,25.0,0.0,6.0,40.0,10.0,16.0,29.0,28.0,9.0
29,0.0,7.0,4.0,5.0,3.0,438.0,99.0,447.0,257.0,156.0,1.0,3.0,0.0,0.0,17.0,160.0,17.0,111.0,148.0,155.0,51.0
291,0.0,1.0,1.0,0.0,0.0,0.0,2.0,4.0,5.0,3.0,1.0,0.0,1.0,1.0,0.0,4.0,3.0,2.0,0.0,1.0,0.0
294,28.0,222.0,1676.0,14.0,2.0,196.0,181.0,497.0,651.0,623.0,7.0,31.0,624.0,6.0,29.0,293.0,8.0,248.0,298.0,722.0,42.0
296,0.0,18.0,54.0,0.0,1.0,309.0,233.0,104.0,280.0,68.0,0.0,9.0,12.0,0.0,0.0,114.0,38.0,61.0,97.0,67.0,12.0
299,0.0,3.0,278.0,9.0,2.0,32.0,2.0,73.0,86.0,20.0,6.0,0.0,117.0,0.0,38.0,30.0,6.0,42.0,44.0,27.0,14.0
307,2.0,23.0,20.0,1.0,1.0,27.0,73.0,46.0,19.0,7.0,3.0,0.0,10.0,0.0,10.0,8.0,1.0,19.0,13.0,23.0,13.0
308,3.0,16.0,1.0,2.0,1.0,4.0,0.0,4.0,10.0,1.0,1.0,2.0,1.0,1.0,19.0,1.0,4.0,2.0,3.0,3.0,0.0
31,5.0,0.0,2.0,1.0,3.0,0.0,1.0,2.0,4.0,0.0,4.0,0.0,5.0,1.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0
311,0.0,2.0,4.0,1.0,1.0,1.0,3.0,2.0,17.0,1.0,3.0,0.0,2.0,0.0,1.0,4.0,4.0,4.0,2.0,4.0,1.0
312,91.0,352.0,83.0,80.0,58.0,164.0,4.0,125.0,89.0,98.0,44.0,1.0,23.0,20.0,326.0,76.0,2.0,84.0,116.0,138.0,30.0
32,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0
320,238.0,17.0,1045.0,94.0,264.0,1021.0,20.0,1191.0,952.0,510.0,134.0,1.0,386.0,49.0,282.0,488.0,51.0,441.0,675.0,893.0,57.0
323,3.0,4.0,2.0,6.0,11.0,6.0,1.0,1.0,9.0,2.0,10.0,0.0,2.0,1.0,8.0,3.0,4.0,2.0,2.0,9.0,0.0
325,7.0,3.0,220.0,9.0,4.0,88.0,5.0,183.0,121.0,105.0,0.0,1.0,45.0,1.0,4.0,191.0,90.0,169.0,48.0,125.0,22.0
33,1.0,0.0,0.0,3.0,0.0,9.0,0.0,13.0,2.0,4.0,0.0,0.0,0.0,2.0,16.0,6.0,3.0,1.0,2.0,5.0,3.0
335,6.0,1.0,2.0,4.0,6.0,7.0,5.0,8.0,8.0,11.0,5.0,0.0,2.0,4.0,3.0,9.0,4.0,6.0,3.0,8.0,2.0
336,29.0,1.0,71.0,33.0,74.0,14.0,8.0,20.0,54.0,6.0,18.0,0.0,55.0,9.0,57.0,70.0,7.0,20.0,15.0,19.0,11.0
337,1.0,87.0,393.0,5.0,2.0,544.0,103.0,609.0,514.0,515.0,2.0,12.0,90.0,3.0,11.0,509.0,96.0,357.0,330.0,620.0,82.0
339,108.0,4559.0,636.0,217.0,544.0,56.0,2402.0,146.0,175.0,208.0,48.0,339.0,134.0,54.0,913.0,153.0,221.0,216.0,42.0,133.0,13.0
347,1.0,11.0,23.0,1.0,1.0,27.0,1.0,17.0,8.0,14.0,2.0,1.0,7.0,0.0,7.0,30.0,2.0,39.0,6.0,5.0,4.0
348,0.0,6.0,14.0,1.0,3.0,64.0,3.0,22.0,43.0,16.0,0.0,7.0,9.0,0.0,1.0,13.0,0.0,15.0,10.0,21.0,8.0
350,587.0,23.0,686.0,738.0,1730.0,99.0,136.0,147.0,180.0,252.0,534.0,110.0,537.0,239.0,3693.0,156.0,22.0,73.0,124.0,337.0,19.0
354,2.0,7.0,2.0,11.0,6.0,3.0,0.0,2.0,8.0,3.0,3.0,4.0,0.0,1.0,33.0,1.0,1.0,1.0,1.0,3.0,0.0
358,3.0,2.0,2.0,6.0,5.0,3.0,14.0,8.0,7.0,3.0,5.0,0.0,0.0,2.0,4.0,7.0,0.0,3.0,2.0,4.0,0.0
359,24.0,6.0,58.0,31.0,72.0,29.0,3.0,14.0,13.0,3.0,7.0,2.0,23.0,12.0,94.0,2.0,3.0,10.0,7.0,2.0,7.0
36,0.0,1.0,1.0,5.0,0.0,0.0,0.0,2.0,6.0,4.0,0.0,0.0,0.0,0.0,15.0,0.0,3.0,0.0,0.0,4.0,0.0
364,217.0,65.0,234.0,63.0,153.0,535.0,3.0,100.0,309.0,151.0,45.0,811.0,71.0,25.0,270.0,156.0,2.0,82.0,94.0,144.0,28.0
375,1400.0,230.0,1125.0,931.0,1368.0,225.0,9.0,161.0,142.0,130.0,547.0,0.0,406.0,466.0,4305.0,197.0,13.0,170.0,91.0,156.0,29.0
383,0.0,30.0,2.0,4.0,1.0,13.0,7.0,17.0,14.0,5.0,1.0,1.0,2.0,0.0,8.0,22.0,8.0,10.0,4.0,7.0,5.0
385,1.0,26.0,4.0,4.0,2.0,2.0,4.0,3.0,3.0,0.0,2.0,11.0,1.0,0.0,8.0,2.0,1.0,1.0,0.0,1.0,0.0
392,6.0,4.0,83.0,13.0,3.0,57.0,10.0,79.0,71.0,72.0,6.0,4.0,29.0,0.0,52.0,120.0,12.0,59.0,77.0,162.0,29.0
397,0.0,2.0,2.0,3.0,3.0,1.0,4.0,7.0,7.0,3.0,1.0,0.0,4.0,0.0,17.0,3.0,5.0,4.0,2.0,1.0,1.0
399,68.0,3935.0,1719.0,61.0,10.0,856.0,826.0,319.0,739.0,235.0,20.0,78.0,576.0,14.0,45.0,759.0,34.0,267.0,503.0,499.0,66.0
40,7.0,0.0,2.0,8.0,5.0,0.0,3.0,1.0,3.0,0.0,3.0,4.0,0.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,1.0
400,185.0,2.0,250.0,607.0,1357.0,64.0,4.0,46.0,129.0,100.0,238.0,25.0,307.0,308.0,2580.0,25.0,6.0,26.0,100.0,89.0,17.0
406,3.0,28.0,884.0,14.0,1.0,216.0,57.0,1043.0,759.0,491.0,1.0,0.0,433.0,1.0,35.0,268.0,85.0,426.0,552.0,535.0,26.0
408,0.0,0.0,30.0,0.0,1.0,77.0,40.0,52.0,25.0,45.0,0.0,0.0,13.0,1.0,3.0,29.0,4.0,42.0,22.0,13.0,14.0
409,312.0,24192.0,534.0,290.0,423.0,2267.0,2821.0,456.0,1057.0,343.0,152.0,14997.0,176.0,117.0,556.0,473.0,68.0,138.0,737.0,419.0,185.0
40_2,1.0,1.0,0.0,6.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,1.0,0.0,3.0,0.0
412,6.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,5.0,1.0,0.0,0.0,3.0,2.0,6.0,2.0,0.0,4.0,0.0
418,0.0,3.0,2.0,3.0,0.0,2.0,4.0,1.0,10.0,2.0,4.0,0.0,0.0,2.0,25.0,5.0,0.0,0.0,0.0,2.0,0.0
419,1.0,0.0,3.0,10.0,2.0,8.0,4.0,19.0,58.0,20.0,2.0,1.0,3.0,0.0,48.0,16.0,2.0,10.0,4.0,13.0,4.0
420,3.0,0.0,0.0,1.0,1.0,10.0,3.0,3.0,9.0,4.0,0.0,0.0,0.0,0.0,1.0,11.0,1.0,3.0,3.0,4.0,1.0
421,232.0,213.0,326.0,203.0,505.0,24.0,109.0,37.0,59.0,128.0,57.0,1.0,35.0,87.0,891.0,43.0,20.0,35.0,57.0,50.0,15.0
426,5.0,27.0,7.0,28.0,14.0,1.0,2.0,3.0,38.0,1.0,3.0,1.0,8.0,10.0,139.0,6.0,8.0,10.0,5.0,6.0,0.0
43,0.0,0.0,5.0,2.0,0.0,1.0,1.0,4.0,63.0,29.0,0.0,0.0,3.0,0.0,3.0,16.0,0.0,10.0,12.0,27.0,6.0
431,6.0,0.0,368.0,1.0,2.0,62.0,5.0,61.0,131.0,285.0,3.0,0.0,168.0,0.0,10.0,118.0,23.0,94.0,107.0,335.0,26.0
433,17.0,12.0,17.0,42.0,21.0,8.0,10.0,11.0,60.0,7.0,15.0,0.0,13.0,5.0,221.0,10.0,9.0,9.0,7.0,4.0,7.0
434,175.0,341.0,687.0,126.0,260.0,860.0,81.0,268.0,586.0,385.0,184.0,1.0,58.0,49.0,657.0,353.0,3.0,293.0,296.0,448.0,80.0
437,19.0,74.0,16.0,36.0,8.0,4.0,8.0,6.0,44.0,9.0,14.0,9.0,8.0,6.0,109.0,5.0,3.0,6.0,5.0,4.0,1.0
438,1.0,5.0,0.0,1.0,2.0,6.0,14.0,1.0,5.0,0.0,0.0,1.0,5.0,1.0,8.0,3.0,7.0,2.0,1.0,0.0,3.0
439,2.0,111.0,18.0,0.0,4.0,232.0,2.0,109.0,124.0,78.0,1.0,13.0,6.0,0.0,18.0,40.0,32.0,36.0,62.0,92.0,43.0
43_ref1,5.0,0.0,5.0,25.0,6.0,1.0,666.0,2.0,6.0,1.0,3.0,0.0,4.0,2.0,128.0,2.0,271.0,15.0,1.0,3.0,276.0
43_ref2,11.0,2.0,4.0,83.0,10.0,25.0,5.0,19.0,34.0,2.0,9.0,1.0,1.0,3.0,211.0,30.0,12.0,5.0,16.0,7.0,483.0
442,20.0,12.0,14.0,107.0,53.0,17.0,6.0,5.0,39.0,6.0,25.0,14.0,13.0,7.0,400.0,11.0,4.0,10.0,11.0,10.0,0.0
444,3.0,0.0,1.0,7.0,3.0,0.0,1.0,0.0,8.0,1.0,1.0,0.0,2.0,0.0,29.0,2.0,1.0,4.0,1.0,0.0,0.0
446,3.0,1.0,2.0,1.0,2.0,2.0,6.0,5.0,3.0,6.0,0.0,1.0,0.0,0.0,4.0,6.0,13.0,11.0,2.0,5.0,6.0
45,3.0,4.0,7.0,1.0,1.0,6.0,4.0,10.0,17.0,1.0,1.0,2.0,0.0,3.0,3.0,4.0,13.0,6.0,1.0,5.0,0.0
450,0.0,6.0,0.0,5.0,6.0,12.0,44.0,12.0,10.0,5.0,1.0,0.0,2.0,0.0,5.0,7.0,43.0,7.0,5.0,9.0,2.0
452,0.0,5.0,1.0,10.0,7.0,7.0,1.0,3.0,11.0,6.0,6.0,1.0,1.0,0.0,26.0,13.0,1.0,4.0,1.0,4.0,2.0
458,0.0,3.0,1.0,3.0,2.0,9.0,7.0,5.0,15.0,7.0,2.0,1.0,2.0,0.0,13.0,10.0,12.0,8.0,5.0,10.0,7.0
459,4.0,4.0,15.0,13.0,7.0,357.0,218.0,217.0,134.0,87.0,8.0,0.0,11.0,3.0,74.0,62.0,4.0,40.0,85.0,175.0,36.0
460,134.0,120.0,273.0,85.0,318.0,219.0,39.0,199.0,211.0,310.0,76.0,56.0,81.0,41.0,530.0,168.0,80.0,187.0,128.0,318.0,42.0
466,9.0,10.0,3.0,22.0,6.0,7.0,5.0,9.0,21.0,2.0,3.0,2.0,3.0,2.0,19.0,14.0,1.0,2.0,3.0,4.0,0.0
468,2058.0,321.0,1641.0,2675.0,3840.0,489.0,749.0,515.0,651.0,364.0,1017.0,36.0,850.0,1128.0,6921.0,616.0,17.0,349.0,497.0,525.0,64.0
470,67.0,110.0,79.0,68.0,143.0,135.0,5.0,17.0,62.0,16.0,73.0,95.0,4.0,19.0,151.0,63.0,10.0,23.0,26.0,19.0,8.0
473,3.0,3.0,95.0,29.0,3.0,125.0,723.0,336.0,63.0,32.0,3.0,0.0,20.0,4.0,168.0,52.0,15.0,29.0,34.0,75.0,14.0
475,40.0,65.0,13470.0,64.0,8.0,2054.0,7242.0,5990.0,5958.0,4655.0,7.0,2.0,5194.0,16.0,61.0,2133.0,369.0,4427.0,4783.0,5798.0,570.0
476,23.0,5.0,651.0,4.0,0.0,3426.0,13442.0,1923.0,3166.0,1475.0,10.0,16.0,184.0,2.0,31.0,910.0,511.0,1231.0,1030.0,1559.0,1187.0
48,8.0,4.0,86.0,33.0,10.0,35.0,41.0,118.0,40.0,25.0,6.0,0.0,18.0,7.0,72.0,14.0,4.0,14.0,39.0,44.0,5.0
485,319.0,12.0,229.0,198.0,261.0,39.0,1.0,79.0,71.0,23.0,169.0,2.0,168.0,11.0,218.0,166.0,2.0,83.0,39.0,2.0,23.0
486,16.0,1.0,62.0,10.0,13.0,108.0,853.0,67.0,161.0,281.0,3.0,1.0,23.0,7.0,17.0,136.0,97.0,73.0,116.0,227.0,7.0
491,606.0,1311.0,1437.0,2121.0,1100.0,78.0,158.0,189.0,196.0,146.0,487.0,0.0,310.0,740.0,2890.0,91.0,2.0,74.0,113.0,102.0,108.0
493,3.0,2.0,3.0,5.0,5.0,3.0,1.0,14.0,10.0,3.0,1.0,0.0,5.0,1.0,32.0,12.0,3.0,4.0,4.0,8.0,5.0
