strain_id,B_noMTX_Fluconazole.ERV25_EMP47,B_noMTX_Fluconazole.ERG11_ACF2,B_noMTX_Fluconazole.HNM1_ERG11,B_noMTX_Fluconazole.SSH1_ERG11,B_noMTX_Fluconazole.HUG1_ALO1,B_noMTX_Fluconazole.ADE17_PGM2,B_noMTX_Fluconazole.ALO1_HYR1,B_noMTX_Fluconazole.DHH1_LSM3,B_noMTX_Fluconazole.noPPI_reference,B_noMTX_Fluconazole.MID2_PIN2,B_noMTX_Fluconazole.PLM2_HNM1,B_noMTX_Fluconazole.HNM1_TPO1,B_noMTX_Fluconazole.RET2_EMP47,B_noMTX_Fluconazole.SSH1_ORM2,B_noMTX_Fluconazole.MID2_MAM33,B_noMTX_Fluconazole.ERG11_ERV25,B_noMTX_Fluconazole.RET2_SNA3,B_noMTX_Fluconazole.SSH1_PIS1,B_noMTX_Fluconazole.ERG11_HYR1,B_noMTX_Fluconazole.SRO9_DHH1,B_noMTX_Fluconazole.SSH1_ERV25,B_noMTX_Fluconazole.ADE17_GIS2,B_noMTX_Fluconazole.FMP45_MID2,B_noMTX_Fluconazole.ERV25_UIP4,B_noMTX_Fluconazole.ERG27_ACF2,B_noMTX_Fluconazole.MID2_WSC2,B_noMTX_Fluconazole.SRO9_SGN1,B_noMTX_Fluconazole.GTR1_SLM4,B_noMTX_Fluconazole.HUG1_ADE17,B_noMTX_Fluconazole.SRO9_GIS2,B_noMTX_Fluconazole.SNA4_GTR2,B_noMTX_Fluconazole.PMC1_CTR2,B_noMTX_Fluconazole.MID2_RSN1,B_noMTX_Fluconazole.ALO1_UIP4,B_noMTX_Fluconazole.PLM2_SNA3,B_noMTX_Fluconazole.HNM1_TPO2,B_noMTX_Fluconazole.ERG11_MID2,B_noMTX_Fluconazole.ERV25_ERG5,B_noMTX_Fluconazole.HNM1_MAM33,B_noMTX_Fluconazole.SNA4_VAC8,B_noMTX_Fluconazole.HNM1_TPO4,B_noMTX_Fluconazole.ERG11_ERG5,B_noMTX_Fluconazole.ERG11_ORM2,B_noMTX_Fluconazole.FMP45_MEP1,B_noMTX_Fluconazole.HUG1_PGM2,B_noMTX_Fluconazole.TPO1_TPO2,B_noMTX_Fluconazole.RET2_EMP70,B_noMTX_Fluconazole.HNM1_RBD2,B_noMTX_Fluconazole.ERV25_ORM2,B_noMTX_Fluconazole.ERV25_PIS1,B_noMTX_Fluconazole.MID2_TPO4,B_noMTX_Fluconazole.PMC1_GTR2,B_noMTX_Fluconazole.FMP45_HNM1,B_noMTX_Fluconazole.ERG11_TPO4,B_noMTX_Fluconazole.ADE17_HYR1,B_noMTX_Fluconazole.ERG11_PIS1,B_noMTX_Fluconazole.TPO1_TCB2,B_noMTX_Fluconazole.MID2_TPO2,B_noMTX_Fluconazole.TPO1_MID2,B_noMTX_Fluconazole.ALO1_ADE17,B_noMTX_Fluconazole.ERV25_RBD2,B_noMTX_Fluconazole.HNM1_MID2
941,1.0,0.0,1.0,2.0,130.0,4.0,2.0,9.0,2.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,3.0,4.0,2.0,112.0,2.0,0.0,5.0,2.0,2.0,66.0,7.0,2.0,3.0,2.0,42.0,1.0,0.0,82.0,8.0,0.0,3.0,2.0,4.0,2.0,83.0,3.0,96.0,0.0,3.0,31.0,0.0,279.0,12.0,4.0,1.0,4.0,2.0,2.0,5.0,2.0,32.0,4.0,0.0
942,2.0,3.0,1.0,0.0,12.0,1.0,1.0,8.0,5.0,5.0,2.0,3.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,5.0,29.0,2.0,8.0,4.0,0.0,2.0,58.0,0.0,4.0,3.0,0.0,117.0,2.0,0.0,2.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,2.0,1.0,1.0,0.0,12.0,94.0,0.0,0.0,3.0,1.0,18.0,90.0,0.0,1.0,25.0,1.0
943,555.0,7.0,4.0,20.0,1315.0,3.0,8.0,19.0,440.0,5.0,30.0,739.0,0.0,4.0,8.0,5.0,4.0,4.0,0.0,0.0,20.0,28.0,2.0,130.0,1.0,0.0,11.0,5.0,9.0,1.0,1.0,2.0,1.0,12.0,2.0,6.0,3.0,3.0,17.0,2.0,411.0,7.0,4.0,95.0,4.0,7.0,2.0,0.0,1.0,8.0,10.0,2.0,49.0,14.0,34.0,15.0,0.0,8.0,1.0,3.0,26.0,30.0
945,4.0,2.0,57.0,2.0,13.0,1.0,4.0,11.0,6.0,1.0,108.0,4.0,0.0,0.0,20.0,0.0,1.0,0.0,0.0,1.0,156.0,6.0,2.0,5.0,0.0,0.0,3.0,36.0,0.0,2.0,20.0,0.0,2.0,0.0,1.0,3.0,4.0,0.0,1.0,4.0,5.0,2.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,4.0,2.0,3.0,1.0,5.0,6.0,0.0,0.0,1.0,1.0,14.0,2.0
953,2.0,321.0,1.0,1.0,30.0,1.0,0.0,37.0,10.0,0.0,5.0,6.0,0.0,1.0,10.0,3.0,0.0,5.0,1.0,40.0,19.0,2.0,326.0,3.0,9.0,2.0,147.0,3.0,3.0,0.0,2.0,40.0,2.0,0.0,12.0,2.0,3.0,2.0,5.0,1.0,1.0,55.0,2.0,1.0,0.0,69.0,1.0,2.0,2.0,0.0,9.0,9.0,98.0,7.0,4.0,5.0,1.0,0.0,3.0,1.0,37.0,7.0
956,1.0,1.0,3.0,1.0,244.0,1.0,1.0,12.0,2.0,3.0,10.0,67.0,1.0,0.0,55.0,4.0,3.0,1.0,1.0,12.0,5.0,1.0,3.0,6.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,42.0,1.0,6.0,7.0,3.0,20.0,2.0,24.0,0.0,3.0,1.0,5.0,5.0,4.0,67.0,6.0,1.0,1.0,1.0,1.0,4.0,18.0,4.0,5.0,2.0,6.0,1.0,13.0,278.0,14.0,15.0
957,4.0,3.0,37.0,0.0,24.0,2.0,1.0,13.0,16.0,11.0,25.0,1.0,3.0,1.0,10.0,2.0,0.0,16.0,5.0,154.0,5.0,2.0,245.0,0.0,0.0,6.0,2.0,777.0,7.0,24.0,17.0,190.0,1.0,0.0,180.0,0.0,45.0,0.0,5.0,1.0,4.0,7.0,3.0,56.0,1.0,119.0,4.0,5.0,10.0,0.0,273.0,473.0,12.0,1.0,3.0,5.0,49.0,24.0,9.0,15.0,148.0,26.0
959,37.0,1677.0,231.0,175.0,456.0,25.0,31.0,502.0,206.0,700.0,562.0,332.0,18.0,17.0,2379.0,29.0,22.0,358.0,14.0,270.0,708.0,40.0,23787.0,83.0,780.0,38.0,940.0,210.0,241.0,11.0,13.0,429.0,13.0,49.0,433.0,1632.0,735.0,163.0,95.0,3.0,190.0,137.0,93.0,68.0,217.0,107.0,22.0,40.0,2426.0,1281.0,62.0,389.0,4369.0,26.0,129.0,24.0,25.0,369.0,51.0,2649.0,72813.0,13065.0
960,31.0,1.0,4.0,4.0,33.0,15.0,1.0,1949.0,8.0,8.0,42.0,3.0,4.0,2.0,261.0,2.0,1.0,5.0,4.0,6.0,9.0,6.0,993.0,8.0,1.0,73.0,224.0,11.0,13.0,16.0,17.0,574.0,19.0,12.0,20.0,5.0,27.0,2.0,64.0,0.0,12.0,208.0,15.0,418.0,11.0,222.0,2.0,3.0,21.0,6.0,106.0,19.0,237.0,7.0,15.0,47.0,22.0,2.0,43.0,1531.0,443.0,7.0
962,1.0,4.0,9.0,24.0,42.0,2.0,9.0,19.0,4.0,9.0,5.0,4.0,0.0,1.0,173.0,2.0,4.0,0.0,0.0,268.0,1.0,4.0,90.0,14.0,1.0,288.0,84.0,2.0,40.0,6.0,0.0,9.0,9.0,0.0,88.0,1177.0,1.0,1.0,6.0,0.0,3.0,4.0,29.0,3.0,4.0,1.0,0.0,3.0,1.0,6.0,11.0,1.0,1.0,2.0,318.0,1.0,3.0,25.0,11.0,2.0,4.0,36.0
966,4.0,294.0,0.0,87.0,648.0,2.0,5.0,13.0,3.0,14.0,3.0,3.0,2.0,1.0,13.0,1.0,2.0,2.0,0.0,8.0,2.0,5.0,2.0,36.0,35.0,1.0,3.0,0.0,8.0,5.0,8.0,11.0,0.0,29.0,1.0,1.0,6.0,3.0,3.0,0.0,3.0,2.0,5.0,6.0,2.0,0.0,6.0,4.0,4.0,1.0,29.0,29.0,267.0,4.0,8.0,197.0,0.0,3.0,1.0,9.0,3.0,7.0
967,9.0,359.0,10.0,3.0,651.0,14.0,133.0,283.0,17.0,54.0,182.0,0.0,3.0,8.0,9.0,5.0,0.0,320.0,18.0,157.0,10.0,17.0,109.0,15.0,3.0,0.0,70.0,906.0,9.0,470.0,217.0,422.0,21.0,131.0,11.0,2.0,17.0,1.0,12.0,291.0,7.0,759.0,23.0,21.0,13.0,16.0,4.0,8.0,25.0,3.0,265.0,173.0,847.0,13.0,17.0,138.0,2.0,51.0,3.0,92.0,8.0,43.0
972,259.0,1135.0,6.0,5.0,467.0,45.0,447.0,5396.0,35.0,117.0,295.0,488.0,3.0,25.0,389.0,8.0,13.0,103.0,16.0,52.0,112.0,101.0,10.0,96.0,254.0,11.0,162.0,20.0,20.0,131.0,504.0,21.0,2.0,14.0,585.0,399.0,15.0,23.0,372.0,12.0,762.0,130.0,10.0,152.0,11.0,12.0,10.0,5.0,16.0,8.0,436.0,26.0,307.0,16.0,2174.0,598.0,8.0,66.0,0.0,3.0,64.0,20.0
973,8.0,0.0,2.0,3.0,6.0,4.0,9.0,299.0,1.0,4.0,68.0,48.0,2.0,3.0,4.0,4.0,2.0,0.0,3.0,5.0,15.0,9.0,5.0,1.0,72.0,4.0,38.0,4.0,6.0,7.0,155.0,50.0,8.0,1.0,1.0,26.0,6.0,2.0,20.0,5.0,8.0,171.0,0.0,63.0,3.0,53.0,2.0,3.0,0.0,3.0,6.0,8.0,93.0,2.0,30.0,15.0,1.0,53.0,130.0,4.0,10.0,61.0
976,3.0,0.0,62.0,1.0,31.0,3.0,14.0,12.0,0.0,19.0,4.0,1.0,2.0,1.0,56.0,3.0,0.0,0.0,1.0,5.0,4.0,1.0,16.0,105.0,62.0,317.0,0.0,1.0,1.0,5.0,0.0,188.0,2.0,117.0,0.0,6.0,64.0,4.0,2.0,0.0,3.0,8.0,2.0,3.0,0.0,37.0,1.0,2.0,1.0,2.0,147.0,34.0,3.0,0.0,3.0,67.0,76.0,3.0,4.0,2.0,1.0,1.0
980,17.0,4.0,5.0,4.0,880.0,2.0,307.0,1946.0,2.0,20.0,55.0,8.0,160.0,0.0,959.0,7.0,9.0,3.0,13.0,113.0,6.0,12.0,28.0,113.0,3.0,108.0,167.0,2526.0,19.0,5.0,261.0,333.0,4.0,212.0,20.0,13.0,25.0,17.0,7.0,30.0,5.0,10.0,5.0,6.0,8.0,57.0,10.0,6.0,16.0,185.0,157.0,141.0,23.0,5.0,5.0,6.0,442.0,110.0,19.0,25.0,32.0,10.0
983,12.0,8.0,16.0,1.0,804.0,2.0,502.0,114.0,14.0,4.0,74.0,4.0,1.0,3.0,48.0,6.0,1.0,415.0,2.0,38.0,58.0,3.0,18.0,23.0,0.0,18.0,8.0,4.0,30.0,47.0,5.0,10.0,11.0,1.0,6.0,146.0,16.0,4.0,8.0,3.0,7.0,102.0,7.0,3.0,8.0,40.0,1.0,2.0,1.0,1.0,76.0,15.0,5.0,11.0,5.0,77.0,37.0,0.0,0.0,48.0,12.0,24.0
984,76.0,14.0,115.0,110.0,1792.0,6.0,177.0,70.0,18.0,54.0,68.0,173.0,18.0,6.0,487.0,4.0,21.0,20.0,14.0,35.0,20.0,3.0,16.0,225.0,168.0,5.0,214.0,14.0,85.0,9.0,440.0,893.0,4.0,166.0,10.0,70.0,10.0,789.0,58.0,17.0,442.0,101.0,20.0,10.0,22.0,464.0,104.0,24.0,198.0,5.0,389.0,1346.0,19.0,8.0,21.0,12.0,358.0,204.0,1072.0,198.0,444.0,52.0
985,7.0,2.0,2.0,0.0,10.0,0.0,4.0,27.0,0.0,2.0,12.0,1.0,1.0,1.0,5.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,18.0,2.0,0.0,0.0,0.0,5.0,11.0,1.0,0.0,8.0,0.0,2.0,3.0,2.0,15.0,3.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,12.0,10.0,4.0,7.0,5.0,0.0,2.0,2.0,2.0,47.0,14.0
99,44.0,18.0,6.0,8.0,1035.0,4.0,39.0,521.0,25.0,27.0,844.0,10.0,8.0,4.0,63.0,8.0,5.0,64.0,1097.0,2.0,75.0,15.0,56.0,11.0,105.0,103.0,23.0,5.0,11.0,77.0,4.0,11.0,1.0,93.0,7.0,102.0,13.0,324.0,17.0,31.0,13.0,579.0,1.0,88.0,11.0,50.0,6.0,3.0,201.0,407.0,50.0,134.0,415.0,6.0,24.0,46.0,13.0,159.0,9.0,246.0,13.0,55.0
991,93.0,15.0,108.0,20.0,3248.0,7.0,32.0,385.0,6.0,34.0,156.0,41.0,3.0,2.0,59.0,26.0,8.0,297.0,4.0,40.0,120.0,120.0,11.0,80.0,1.0,19.0,1252.0,5.0,25.0,46.0,133.0,444.0,4.0,360.0,188.0,35.0,6.0,11.0,6061.0,8.0,6.0,45.0,41.0,539.0,24.0,2.0,9.0,27.0,9.0,24.0,1106.0,537.0,112.0,7.0,12.0,152.0,60.0,16.0,13.0,116.0,29.0,8.0
992,781.0,8.0,305.0,18.0,545.0,25.0,603.0,225.0,24.0,63.0,359.0,18.0,705.0,2.0,525.0,10.0,15.0,12.0,16.0,240.0,516.0,1035.0,118.0,635.0,20.0,42.0,371.0,2148.0,480.0,277.0,809.0,1739.0,40.0,362.0,34.0,25.0,71.0,235.0,33.0,12.0,18.0,794.0,53.0,104.0,22.0,30.0,393.0,39.0,96.0,496.0,2036.0,2885.0,45.0,28.0,98.0,103.0,56.0,177.0,191.0,853.0,42.0,191.0
996,3.0,14.0,393.0,3.0,835.0,44.0,11.0,33.0,44.0,102.0,189.0,1785.0,12.0,5.0,1750.0,9.0,5.0,8.0,27.0,51.0,173.0,2926.0,205.0,59.0,1.0,4638.0,159.0,7.0,105.0,43.0,19.0,21.0,11.0,5.0,21.0,52.0,23.0,3.0,32.0,23.0,46.0,25.0,3.0,203.0,12.0,69.0,20.0,533.0,776.0,13.0,2511.0,100.0,862.0,9.0,60.0,424.0,16.0,47.0,3.0,17.0,1393.0,270.0
998,3.0,1.0,0.0,0.0,46.0,9.0,5.0,10.0,1.0,4.0,11.0,8.0,0.0,3.0,118.0,4.0,3.0,39.0,1.0,23.0,17.0,9.0,56.0,13.0,101.0,4.0,66.0,2.0,10.0,1.0,7.0,6.0,2.0,3.0,2.0,15.0,1.0,2.0,10.0,3.0,5.0,6.0,4.0,453.0,2.0,3.0,5.0,4.0,3.0,2.0,8.0,94.0,132.0,2.0,8.0,628.0,4.0,2.0,3.0,102.0,11.0,8.0
999,2.0,2.0,0.0,0.0,16.0,2.0,1.0,31.0,3.0,1.0,3.0,2.0,0.0,0.0,140.0,1.0,0.0,0.0,1.0,1.0,5.0,3.0,7.0,0.0,1.0,11.0,0.0,3.0,1.0,2.0,3.0,1.0,0.0,0.0,3.0,13.0,1.0,1.0,5.0,1.0,4.0,3.0,1.0,3.0,1.0,0.0,0.0,1.0,2.0,0.0,15.0,3.0,12.0,0.0,3.0,1.0,4.0,0.0,0.0,6.0,8.0,6.0
171,0.0,1742.0,26.0,4.0,18.0,5.0,1.0,31.0,21.0,4.0,116.0,5.0,1.0,13.0,5.0,4.0,214.0,11.0,5.0,1.0,12.0,6.0,5.0,39.0,4.0,2.0,4.0,712.0,16.0,2.0,15.0,7.0,6.0,3.0,9.0,0.0,8.0,9.0,3.0,17.0,6.0,8.0,1.0,68.0,5.0,9.0,1.0,1.0,8.0,1.0,37.0,4.0,32.0,4.0,16.0,23.0,3.0,3.0,39.0,28.0,485.0,199.0
175,0.0,2.0,0.0,0.0,6.0,1.0,21.0,1.0,53.0,5.0,8.0,115.0,2.0,1.0,7.0,1.0,2.0,8.0,0.0,86.0,1.0,1.0,36.0,8.0,32.0,0.0,6.0,5.0,4.0,1.0,108.0,11.0,3.0,21.0,0.0,4.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,3.0,0.0,17.0,108.0,0.0,0.0,3.0,2.0,1.0,1.0,21.0,0.0,4.0,192.0
250,0.0,1.0,3.0,1.0,62.0,1.0,2.0,5.0,2.0,10.0,1.0,23.0,2.0,0.0,3.0,0.0,1.0,1.0,3.0,6.0,1.0,1.0,1.0,1.0,132.0,2.0,3.0,1.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,6.0,1.0,1.0,0.0,0.0,1.0,1.0,10.0,2.0,0.0,6.0,0.0,2.0,0.0,2.0,1.0,2.0,4.0,3.0,2.0,3.0,1.0
419,0.0,5.0,2.0,7.0,837.0,5.0,1.0,219.0,8.0,21.0,80.0,4.0,9.0,0.0,46.0,0.0,10.0,9.0,6.0,50.0,7.0,10.0,2.0,15.0,4.0,23.0,25.0,329.0,318.0,366.0,16.0,50.0,30.0,1.0,8.0,13.0,4.0,2.0,3.0,3.0,5.0,0.0,2.0,59.0,9.0,532.0,12.0,6.0,25.0,1.0,25.0,13.0,3.0,2.0,7.0,10.0,551.0,6.0,25.0,129.0,11.0,63.0
43,0.0,1.0,0.0,0.0,8.0,2.0,1.0,1.0,0.0,0.0,2.0,5.0,0.0,2.0,20.0,4.0,2.0,0.0,0.0,0.0,4.0,3.0,18.0,36.0,12.0,4.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,1.0,0.0,17.0,388.0,0.0,0.0,0.0,0.0,6.0,3.0
44,0.0,1.0,0.0,0.0,7.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0
501,0.0,69.0,0.0,0.0,7.0,2.0,1.0,7.0,1511.0,0.0,3.0,6.0,0.0,14.0,3.0,4.0,2.0,2.0,1.0,2.0,6.0,3.0,2.0,333.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,6.0,5.0,1.0,9.0,0.0,2.0,2.0,1.0,3.0,0.0,2.0,7.0,2.0,4.0,0.0,0.0,3.0,22.0,0.0,0.0,4.0,2.0,433.0,6.0,2.0
61,0.0,1.0,0.0,2.0,5.0,0.0,5.0,18.0,3.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,3.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,1.0,1.0,5.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,3.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0
79,0.0,4.0,0.0,1.0,120.0,0.0,0.0,3.0,3.0,0.0,2.0,1.0,0.0,1.0,5.0,1.0,1.0,3.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,3.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,5.0,1.0,148.0,1.0,7.0,2.0,0.0,1.0,1.0,2.0,28.0,3.0
887,0.0,1.0,15.0,9.0,61.0,8.0,6.0,16.0,14.0,16.0,19.0,68.0,8.0,59.0,158.0,5.0,0.0,1.0,1.0,32.0,25.0,17.0,12.0,7.0,344.0,749.0,3.0,11.0,13.0,7.0,5.0,481.0,9.0,5.0,1219.0,507.0,445.0,1.0,226.0,3.0,149.0,2.0,5.0,5.0,13.0,125.0,7.0,8.0,2.0,6.0,10.0,10.0,26.0,3.0,21.0,1.0,72.0,96.0,57.0,10.0,44.0,112.0
917,0.0,1.0,4.0,0.0,10.0,0.0,1.0,30.0,0.0,3.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,8.0,4.0,0.0,1.0,2.0,1.0,1.0,4.0,0.0,2.0,2.0,1.0,4.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,54.0,2.0
946,0.0,1.0,2.0,0.0,616.0,1.0,2.0,177.0,8.0,7.0,6.0,10.0,4.0,0.0,4.0,0.0,4.0,1.0,4.0,8.0,2.0,5.0,157.0,4.0,3.0,2.0,32.0,4.0,7.0,82.0,10.0,12.0,2.0,1.0,1.0,2.0,145.0,113.0,4.0,1.0,2.0,6.0,3.0,2.0,4.0,176.0,6.0,0.0,6.0,1.0,12.0,33.0,9.0,1.0,9.0,6.0,126.0,13.0,87.0,0.0,39.0,3.0
987,0.0,6.0,2.0,74.0,49.0,1.0,186.0,8.0,6.0,7.0,203.0,6.0,1.0,1.0,25.0,6.0,3.0,1.0,9.0,14.0,5.0,2.0,28.0,12.0,154.0,15.0,28.0,1.0,5.0,145.0,9.0,15.0,0.0,8.0,110.0,11.0,9.0,2.0,14.0,1.0,0.0,5.0,1.0,4.0,2.0,41.0,3.0,10.0,8.0,3.0,207.0,9.0,204.0,15.0,3.0,1.0,77.0,4.0,2.0,49.0,5.0,2.0
119,0.0,0.0,1.0,1.0,5.0,9.0,2.0,4.0,2.0,1.0,0.0,5.0,0.0,1.0,46.0,2.0,1.0,1.0,0.0,4.0,3.0,4.0,2.0,4.0,0.0,19.0,2.0,0.0,1.0,3.0,3.0,6.0,2.0,1.0,3.0,15.0,2.0,1.0,5.0,7.0,0.0,11.0,3.0,8.0,1.0,0.0,1.0,0.0,3.0,1.0,3.0,0.0,3.0,1.0,6.0,6.0,3.0,3.0,0.0,7.0,3.0,2.0
36,0.0,0.0,1.0,297.0,3.0,0.0,1.0,7.0,521.0,0.0,4.0,3.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,1.0,15.0,0.0,0.0,1.0,1.0,3.0,0.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,3.0,2.0,2.0,1.0,3.0,1.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,13.0,0.0,0.0,3.0,0.0,2.0,7.0,0.0
411,0.0,0.0,1.0,1.0,6.0,4.0,1.0,7.0,1.0,3.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,0.0,2.0,0.0,26.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,15.0,0.0,2.0,5.0,1.0,4.0,2.0,1.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,4.0,0.0,1.0,2.0,4.0,1.0,5.0,0.0,1.0,5.0,0.0
59,0.0,0.0,1.0,1.0,7.0,0.0,3.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,6.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,4.0,5.0,0.0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
619,0.0,0.0,5.0,5.0,17.0,8.0,1.0,6.0,4.0,5.0,5.0,6.0,0.0,0.0,48.0,0.0,1.0,2.0,1.0,24.0,4.0,7.0,7.0,4.0,1.0,11.0,0.0,1.0,3.0,5.0,1.0,18.0,2.0,7.0,9.0,3.0,5.0,2.0,6.0,4.0,7.0,7.0,6.0,2.0,4.0,1.0,0.0,19.0,3.0,0.0,13.0,16.0,1.0,2.0,13.0,4.0,3.0,5.0,2.0,7.0,3.0,6.0
272,0.0,0.0,0.0,19.0,2.0,0.0,1.0,5.0,1.0,2.0,3.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,243.0,3.0,12.0,0.0,11.0,4.0,0.0,4.0,1.0,59.0,0.0,2.0,3.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,32.0,0.0,0.0,2.0,0.0,1.0,0.0,9.0,1.0,0.0,4.0,1.0,1.0,1.0,12.0,1.0,2.0,2.0,3.0,0.0,0.0,10.0
277,0.0,0.0,0.0,1.0,5.0,4.0,0.0,2.0,1.0,4.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,0.0,4.0,1.0,0.0,3.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0,5.0,0.0,1.0,9.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0
