strain_id,B_noMTX_Fluconazole.ERV25_EMP47,B_noMTX_Fluconazole.ERG11_ACF2,B_noMTX_Fluconazole.HNM1_ERG11,B_noMTX_Fluconazole.SSH1_ERG11,B_noMTX_Fluconazole.HUG1_ALO1,B_noMTX_Fluconazole.ADE17_PGM2,B_noMTX_Fluconazole.ALO1_HYR1,B_noMTX_Fluconazole.DHH1_LSM3,B_noMTX_Fluconazole.noPPI_reference,B_noMTX_Fluconazole.MID2_PIN2,B_noMTX_Fluconazole.PLM2_HNM1,B_noMTX_Fluconazole.HNM1_TPO1,B_noMTX_Fluconazole.RET2_EMP47,B_noMTX_Fluconazole.SSH1_ORM2,B_noMTX_Fluconazole.MID2_MAM33,B_noMTX_Fluconazole.ERG11_ERV25,B_noMTX_Fluconazole.RET2_SNA3,B_noMTX_Fluconazole.SSH1_PIS1,B_noMTX_Fluconazole.ERG11_HYR1,B_noMTX_Fluconazole.SRO9_DHH1,B_noMTX_Fluconazole.SSH1_ERV25,B_noMTX_Fluconazole.ADE17_GIS2,B_noMTX_Fluconazole.FMP45_MID2,B_noMTX_Fluconazole.ERV25_UIP4,B_noMTX_Fluconazole.ERG27_ACF2,B_noMTX_Fluconazole.MID2_WSC2,B_noMTX_Fluconazole.SRO9_SGN1,B_noMTX_Fluconazole.GTR1_SLM4,B_noMTX_Fluconazole.HUG1_ADE17,B_noMTX_Fluconazole.SRO9_GIS2,B_noMTX_Fluconazole.SNA4_GTR2,B_noMTX_Fluconazole.PMC1_CTR2,B_noMTX_Fluconazole.MID2_RSN1,B_noMTX_Fluconazole.ALO1_UIP4,B_noMTX_Fluconazole.PLM2_SNA3,B_noMTX_Fluconazole.HNM1_TPO2,B_noMTX_Fluconazole.ERG11_MID2,B_noMTX_Fluconazole.ERV25_ERG5,B_noMTX_Fluconazole.HNM1_MAM33,B_noMTX_Fluconazole.SNA4_VAC8,B_noMTX_Fluconazole.HNM1_TPO4,B_noMTX_Fluconazole.ERG11_ERG5,B_noMTX_Fluconazole.ERG11_ORM2,B_noMTX_Fluconazole.FMP45_MEP1,B_noMTX_Fluconazole.HUG1_PGM2,B_noMTX_Fluconazole.TPO1_TPO2,B_noMTX_Fluconazole.RET2_EMP70,B_noMTX_Fluconazole.HNM1_RBD2,B_noMTX_Fluconazole.ERV25_ORM2,B_noMTX_Fluconazole.ERV25_PIS1,B_noMTX_Fluconazole.MID2_TPO4,B_noMTX_Fluconazole.PMC1_GTR2,B_noMTX_Fluconazole.FMP45_HNM1,B_noMTX_Fluconazole.ERG11_TPO4,B_noMTX_Fluconazole.ADE17_HYR1,B_noMTX_Fluconazole.ERG11_PIS1,B_noMTX_Fluconazole.TPO1_TCB2,B_noMTX_Fluconazole.MID2_TPO2,B_noMTX_Fluconazole.TPO1_MID2,B_noMTX_Fluconazole.ALO1_ADE17,B_noMTX_Fluconazole.ERV25_RBD2,B_noMTX_Fluconazole.HNM1_MID2
709,1090.0,11.0,1.0,178.0,1084.0,4.0,429.0,90.0,16.0,37.0,13.0,177.0,6.0,2.0,17.0,6.0,10.0,14.0,42.0,144.0,35.0,2.0,230.0,463.0,4.0,323.0,38.0,12.0,16.0,18.0,55.0,264.0,164.0,118.0,10.0,11.0,7.0,20.0,80.0,8.0,21.0,12.0,9.0,9.0,5.0,23.0,4.0,13.0,2014.0,7.0,20.0,18.0,3.0,9.0,204.0,1.0,20.0,69.0,451.0,54.0,777.0,7.0
711,2.0,1.0,0.0,0.0,2.0,3.0,1.0,7.0,0.0,2.0,7.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,13.0,4.0,4.0,3.0,4.0,5.0,11.0,0.0,80.0,0.0,2.0,2.0,1.0,1.0,5.0,114.0,0.0,35.0,4.0,1.0,1.0,3.0,236.0,6.0,0.0
713,5.0,2.0,3.0,3.0,30.0,12.0,2.0,4.0,9.0,7.0,230.0,124.0,3.0,3.0,35.0,0.0,3.0,1.0,5.0,8.0,68.0,12.0,6.0,4.0,342.0,33.0,4.0,268.0,2.0,3.0,128.0,1.0,4.0,2.0,74.0,89.0,19.0,3.0,226.0,17.0,234.0,24.0,6.0,111.0,1.0,61.0,2.0,116.0,4.0,1.0,37.0,44.0,3.0,4.0,50.0,7.0,10.0,4.0,3.0,6.0,16.0,2.0
715,4.0,7.0,4.0,4.0,2761.0,3.0,3.0,33.0,16.0,4.0,3.0,65.0,2.0,3.0,44.0,3.0,4.0,0.0,5.0,2.0,22.0,7.0,46.0,19.0,31.0,234.0,9.0,4.0,12.0,13.0,16.0,116.0,3.0,3.0,30.0,77.0,0.0,3.0,4.0,13.0,5.0,6.0,3.0,94.0,6.0,31.0,2.0,2.0,2.0,2.0,26.0,55.0,4.0,0.0,9.0,18.0,6.0,60.0,60.0,3.0,36.0,5.0
717,522.0,12.0,30.0,1028.0,315.0,7.0,458.0,500.0,11.0,29.0,213.0,129.0,14.0,10.0,21.0,616.0,10.0,9.0,10.0,113.0,222.0,16.0,400.0,1183.0,90.0,436.0,44.0,297.0,37.0,82.0,37.0,183.0,8.0,53.0,8.0,428.0,11.0,216.0,61.0,0.0,139.0,577.0,21.0,166.0,8.0,399.0,20.0,228.0,125.0,18.0,27.0,91.0,161.0,12.0,42.0,41.0,484.0,5.0,286.0,151.0,34.0,17.0
721,277.0,19.0,486.0,1465.0,3244.0,31.0,586.0,107.0,32.0,53.0,62.0,464.0,27.0,39.0,1519.0,6174.0,20.0,47.0,10.0,56.0,43.0,9.0,27.0,92.0,26.0,4999.0,109.0,5.0,170.0,1577.0,3.0,149.0,19.0,640.0,228.0,117.0,54.0,224.0,312.0,12.0,698.0,139.0,90.0,251.0,63.0,465.0,69.0,58.0,110.0,34.0,61.0,4668.0,243.0,33.0,235.0,12.0,1321.0,79.0,83.0,894.0,2428.0,604.0
724,73.0,7.0,3.0,6.0,22.0,4.0,18.0,121.0,20.0,27.0,113.0,9.0,13.0,1.0,12.0,7.0,27.0,6.0,15.0,17.0,20.0,6.0,7.0,7.0,12.0,119.0,18.0,3.0,9.0,14.0,4.0,45.0,15.0,4.0,7.0,15.0,2.0,7.0,4.0,5.0,7.0,7.0,5.0,5.0,5.0,16.0,32.0,5.0,16.0,6.0,19.0,38.0,2.0,4.0,5.0,2.0,8.0,20.0,13.0,152.0,16.0,1.0
727,51.0,12.0,5.0,73.0,670.0,5077.0,35.0,38.0,17.0,42.0,36.0,48.0,20.0,5.0,80.0,14.0,6.0,13.0,3.0,73.0,143.0,62.0,108.0,44.0,29.0,73.0,18.0,214.0,605.0,5601.0,48.0,77.0,25.0,25.0,334.0,111.0,13.0,29.0,11.0,32.0,85.0,72.0,5.0,204.0,12.0,78.0,2.0,30.0,109.0,34.0,50.0,38.0,109.0,16.0,2313.0,64.0,33.0,46.0,3.0,135.0,27.0,57.0
729,233.0,157.0,16.0,199.0,1753.0,23.0,42.0,133.0,34.0,252.0,696.0,149.0,20.0,219.0,640.0,43.0,18.0,527.0,171.0,375.0,2012.0,43.0,260.0,71.0,238.0,557.0,704.0,17.0,32.0,589.0,55.0,75.0,20.0,31.0,13.0,515.0,365.0,91.0,416.0,23.0,391.0,856.0,64.0,649.0,9.0,302.0,22.0,23.0,30.0,48.0,160.0,50.0,174.0,43.0,91.0,137.0,186.0,402.0,285.0,75.0,48.0,72.0
731,1006.0,23.0,248.0,375.0,9308.0,123.0,5917.0,11219.0,40.0,33071.0,424.0,130.0,288.0,236.0,1684.0,4483.0,159.0,186.0,145.0,33206.0,707.0,274.0,402.0,259.0,1915.0,3833.0,1562.0,386.0,2132.0,1906.0,2869.0,19695.0,620.0,779.0,739.0,184.0,37919.0,278.0,666.0,77.0,967.0,212.0,496.0,516.0,243.0,5700.0,172.0,4992.0,199.0,355.0,1020.0,9857.0,8382.0,85601.0,681.0,52.0,2557.0,1411.0,3142.0,7430.0,879.0,542.0
732,1244.0,77.0,18.0,444.0,1487.0,21.0,10.0,340.0,37.0,55.0,600.0,19.0,7.0,3.0,74.0,9.0,5.0,12.0,4.0,530.0,958.0,197.0,811.0,1048.0,19.0,22.0,130.0,16.0,49.0,408.0,14.0,1177.0,9.0,303.0,63.0,482.0,35.0,72.0,16.0,2.0,64.0,245.0,157.0,146.0,10.0,237.0,12.0,14.0,639.0,12.0,280.0,906.0,25.0,54.0,16.0,34.0,122.0,27.0,11.0,2486.0,46.0,109.0
734,37.0,370.0,18.0,16.0,109.0,5.0,16.0,117.0,22.0,112.0,306.0,12.0,8.0,17.0,65.0,6.0,1.0,1.0,9.0,60.0,19.0,8.0,50.0,9.0,5.0,287.0,14.0,19.0,16.0,40.0,31.0,174.0,8.0,17.0,263.0,10.0,37.0,6.0,8.0,9.0,34.0,35.0,16.0,30.0,7.0,9.0,3.0,5.0,5.0,8.0,31.0,41.0,329.0,25.0,7.0,31.0,3.0,29.0,38.0,25.0,26.0,38.0
735,10.0,2.0,5.0,53.0,22.0,38.0,18.0,789.0,3.0,24.0,2.0,52.0,8.0,5.0,17.0,7.0,2.0,6.0,11.0,115.0,81.0,35.0,7.0,6.0,46.0,528.0,10.0,10.0,10.0,34.0,160.0,71.0,14.0,8.0,7.0,58.0,72.0,165.0,316.0,23.0,14.0,47.0,5.0,16.0,7.0,1.0,0.0,16.0,10.0,16.0,354.0,46.0,2.0,10.0,26.0,23.0,3.0,64.0,33.0,112.0,17.0,2.0
738,12.0,17.0,17.0,8.0,181.0,26.0,2324.0,482.0,18.0,79.0,33.0,44.0,7.0,10.0,106.0,28.0,12.0,12.0,9.0,546.0,24.0,29.0,195.0,105.0,13.0,867.0,888.0,4.0,35.0,1148.0,20.0,500.0,29.0,1085.0,11.0,204.0,11.0,4.0,31.0,175.0,627.0,1033.0,21.0,264.0,28.0,15.0,47.0,31.0,3.0,14.0,5306.0,96.0,13.0,42.0,59.0,272.0,16.0,241.0,14.0,586.0,4967.0,41.0
739,1162.0,1532.0,807.0,499.0,548.0,72.0,1197.0,719.0,60.0,81.0,154.0,410.0,39.0,252.0,353.0,199.0,27.0,2042.0,27.0,106.0,1499.0,630.0,16.0,220.0,1633.0,326.0,305.0,549.0,70.0,6613.0,1228.0,150.0,43.0,376.0,221.0,710.0,299.0,508.0,492.0,6253.0,540.0,99.0,26.0,174.0,29.0,158.0,13.0,606.0,1106.0,432.0,826.0,372.0,244.0,72.0,157.0,106.0,45.0,167.0,60.0,538.0,5863.0,517.0
740,23.0,9.0,10.0,24.0,33.0,8.0,49.0,144.0,8.0,49.0,9.0,16.0,53.0,10.0,19.0,16.0,12.0,30.0,33.0,94.0,7.0,16.0,2.0,12.0,33.0,21.0,39.0,18.0,34.0,96.0,19.0,138.0,15.0,9.0,6.0,19.0,18.0,20.0,13.0,7.0,12.0,8.0,13.0,22.0,9.0,38.0,18.0,24.0,19.0,61.0,19.0,80.0,8.0,34.0,11.0,8.0,16.0,4.0,32.0,14.0,21.0,3.0
741,29.0,11.0,7.0,8.0,25.0,12.0,9.0,36.0,9.0,9.0,5.0,16.0,3.0,4.0,18.0,7.0,9.0,8.0,7.0,48.0,7.0,3.0,16.0,22.0,7.0,19.0,6.0,6.0,7.0,27.0,3.0,12.0,5.0,13.0,6.0,26.0,6.0,6.0,6.0,1.0,13.0,8.0,8.0,13.0,2.0,22.0,14.0,11.0,7.0,10.0,22.0,24.0,5.0,8.0,10.0,2.0,16.0,9.0,6.0,9.0,27.0,3.0
742,775.0,192.0,190.0,8416.0,3220.0,66.0,218.0,42881.0,174.0,423.0,806.0,4583.0,174.0,1572.0,686.0,147.0,84.0,131.0,171.0,685.0,1355.0,308.0,54.0,198.0,4460.0,157.0,972.0,129.0,445.0,105.0,3777.0,1594.0,35.0,691.0,47.0,7700.0,420.0,1880.0,1680.0,206.0,5941.0,881.0,134.0,2683.0,191.0,1885.0,136.0,222.0,393.0,8029.0,238.0,1095.0,928.0,217.0,668.0,1234.0,747.0,623.0,4423.0,692.0,3917.0,463.0
748,12.0,8.0,184.0,13.0,371.0,5.0,79.0,70.0,4.0,19.0,9.0,13.0,8.0,1.0,40.0,13.0,8.0,2.0,3.0,34.0,82.0,7.0,17.0,24.0,4.0,6.0,534.0,3.0,9.0,12.0,13.0,41.0,4.0,23.0,4.0,17.0,20.0,7.0,11.0,5.0,18.0,7.0,16.0,28.0,10.0,4.0,15.0,12.0,11.0,12.0,155.0,83.0,69.0,27.0,7.0,14.0,13.0,6.0,15.0,168.0,13.0,14.0
749,121.0,6.0,2.0,20.0,236.0,9.0,5.0,58.0,112.0,43.0,12.0,12.0,5.0,2.0,639.0,8.0,193.0,5.0,6.0,82.0,1007.0,8.0,10.0,223.0,7.0,368.0,104.0,9.0,13.0,4.0,7.0,16.0,6.0,14.0,226.0,14.0,44.0,315.0,299.0,5.0,26.0,5.0,17.0,1.0,1.0,498.0,5.0,8.0,5.0,10.0,16.0,43.0,208.0,16.0,2.0,15.0,8.0,15.0,23.0,570.0,45.0,263.0
753,3.0,5.0,0.0,1.0,7.0,11.0,5.0,2.0,3.0,2.0,4.0,5.0,16.0,4.0,0.0,6.0,22.0,3.0,1.0,8.0,12.0,47.0,3.0,3.0,4.0,1.0,7.0,3.0,0.0,9.0,6.0,4.0,6.0,15.0,2.0,2.0,8.0,3.0,0.0,2.0,14.0,20.0,3.0,41.0,6.0,10.0,18.0,3.0,2.0,7.0,5.0,6.0,11.0,18.0,20.0,50.0,0.0,7.0,2.0,7.0,14.0,6.0
754,14.0,1.0,10.0,515.0,55.0,13.0,14.0,63.0,3.0,6.0,7.0,8.0,3.0,3.0,5.0,5.0,1.0,38.0,14.0,14.0,11.0,23.0,29.0,39.0,31.0,2.0,448.0,7.0,3.0,1.0,104.0,3.0,2.0,37.0,17.0,3.0,0.0,34.0,53.0,10.0,11.0,10.0,9.0,36.0,4.0,16.0,2.0,8.0,27.0,11.0,11.0,100.0,208.0,9.0,13.0,11.0,19.0,13.0,6.0,241.0,48.0,33.0
755,319.0,3.0,0.0,0.0,20.0,2.0,2.0,7.0,15.0,5.0,5.0,16.0,2.0,2.0,3.0,0.0,2.0,2.0,1.0,5.0,5.0,2.0,6.0,6.0,4.0,5.0,1.0,2.0,1.0,2.0,3.0,9.0,1.0,2.0,1.0,2.0,2.0,0.0,3.0,2.0,11.0,17.0,7.0,16.0,1.0,3.0,1.0,5.0,4.0,0.0,14.0,8.0,2.0,5.0,14.0,5.0,3.0,7.0,5.0,52.0,156.0,3.0
756,57.0,153.0,24.0,129.0,538.0,25.0,328.0,193.0,39.0,44.0,185.0,125.0,31975.0,328.0,127.0,601.0,38977.0,246.0,643.0,378.0,1162.0,334.0,1026.0,313.0,479.0,16.0,560.0,21.0,133.0,1025.0,15.0,165.0,83.0,251.0,1557.0,482.0,182.0,121.0,108.0,11.0,52.0,212.0,28.0,488.0,122.0,1274.0,49880.0,24.0,322.0,5284.0,135.0,400.0,527.0,220.0,43.0,310.0,712.0,21.0,679.0,372.0,24.0,246.0
760,51.0,19.0,543.0,51.0,966.0,18.0,261.0,1767.0,54.0,43.0,65.0,55.0,25.0,22.0,211.0,295.0,25.0,24.0,54.0,472.0,28.0,79.0,194.0,143.0,35.0,17.0,53.0,23.0,69.0,21.0,394.0,167.0,14.0,164.0,46.0,21.0,50.0,82.0,29.0,13.0,16.0,46.0,19.0,69.0,16.0,97.0,19.0,26.0,79.0,187.0,496.0,2125.0,666.0,9.0,21.0,21.0,617.0,102.0,353.0,507.0,57.0,17.0
77,17.0,560.0,73.0,137.0,3.0,83.0,362.0,11.0,71.0,8.0,415.0,63.0,6.0,13.0,5.0,5.0,4.0,11.0,6.0,69.0,194.0,163.0,90.0,26.0,3.0,8.0,797.0,4.0,13.0,515.0,74.0,5.0,78.0,7.0,349.0,4.0,216.0,5.0,12.0,49.0,67.0,754.0,8.0,137.0,4.0,37.0,1.0,1.0,5.0,22.0,5.0,4.0,21.0,5.0,15888.0,148.0,0.0,18.0,1.0,42.0,53.0,7.0
772,28.0,19.0,4.0,4.0,127.0,5.0,28.0,76.0,16.0,28.0,46.0,14.0,7.0,2.0,67.0,10.0,3.0,2.0,16.0,19.0,42.0,18.0,72.0,35.0,2.0,30.0,50.0,3.0,23.0,29.0,19.0,124.0,2.0,4.0,7.0,12.0,35.0,8.0,56.0,6.0,133.0,517.0,9.0,14.0,6.0,49.0,3.0,8.0,13.0,3.0,27.0,31.0,2.0,8.0,25.0,42.0,1.0,4.0,5.0,7.0,28.0,16.0
775,325.0,517.0,36.0,22.0,446.0,51.0,61.0,59.0,61.0,60.0,58.0,55.0,14.0,25.0,100.0,9.0,16.0,155.0,10.0,256.0,126.0,65.0,162.0,168.0,15.0,83.0,29.0,4.0,226.0,117.0,59.0,90.0,28.0,30.0,12.0,42.0,9.0,29.0,15.0,38.0,98.0,62.0,21.0,58.0,24.0,65.0,31.0,52.0,96.0,28.0,5441.0,123.0,13.0,29.0,5682.0,66.0,275.0,231.0,93.0,1386.0,2906.0,25.0
778,24.0,6.0,9.0,550.0,1312.0,15.0,125.0,58.0,14.0,55.0,140.0,744.0,20.0,0.0,146.0,5.0,9.0,65.0,5.0,92.0,751.0,32.0,45.0,29.0,135.0,36.0,9.0,601.0,23.0,5924.0,37.0,197.0,22.0,91.0,6.0,26.0,13.0,170.0,21.0,7.0,167.0,34.0,103.0,18.0,6.0,12.0,3.0,36.0,1.0,18.0,651.0,570.0,117.0,32.0,1740.0,35.0,70.0,67.0,50.0,586.0,19.0,83.0
78,24.0,3.0,0.0,2.0,73.0,3.0,9.0,4.0,25.0,2.0,3.0,6.0,1.0,3.0,3.0,3.0,3.0,5.0,296.0,0.0,1.0,5.0,0.0,14.0,0.0,1.0,8.0,0.0,4.0,1.0,4.0,1.0,0.0,102.0,0.0,16.0,2.0,1.0,0.0,0.0,2.0,3.0,2.0,1.0,0.0,51.0,4.0,0.0,12.0,220.0,25.0,0.0,0.0,3.0,3.0,4.0,28.0,3.0,48.0,150.0,8.0,5.0
782,668.0,4.0,1.0,12.0,1019.0,5.0,138.0,474.0,25.0,20.0,9.0,42.0,16.0,3.0,74.0,22.0,7.0,16.0,4.0,36.0,148.0,43.0,81.0,130.0,4.0,6.0,26.0,7.0,26.0,19.0,144.0,169.0,5.0,176.0,4.0,30.0,49.0,3.0,230.0,1.0,27.0,9.0,6.0,10.0,12.0,8.0,3.0,9.0,63.0,1593.0,23.0,924.0,80.0,78.0,23.0,11.0,6.0,27.0,4.0,231.0,24.0,85.0
783,7.0,94.0,8.0,5.0,14.0,230.0,22.0,49.0,24.0,17.0,47.0,61.0,35.0,3.0,3.0,6.0,24.0,16.0,17.0,411.0,92.0,3074.0,402.0,15.0,176.0,15.0,346.0,5.0,11.0,769.0,195.0,26.0,1.0,4.0,14.0,29.0,59.0,25.0,211.0,148.0,34.0,45835.0,182.0,351.0,3.0,2296.0,19.0,765.0,41.0,186.0,26.0,303.0,79.0,22.0,650.0,297.0,226.0,15.0,702.0,5.0,13.0,109.0
784,18.0,12.0,28.0,5.0,307.0,7.0,47.0,45.0,18.0,12.0,11.0,29.0,11.0,1.0,9.0,0.0,4.0,1.0,485.0,37.0,48.0,27.0,4.0,29.0,4.0,3.0,18.0,48.0,10.0,60.0,29.0,45.0,2.0,17.0,8.0,4.0,283.0,7.0,6.0,6.0,5.0,84.0,8.0,18.0,2.0,196.0,4.0,5.0,2.0,2.0,11.0,13.0,4.0,11.0,36.0,63.0,12.0,37.0,5.0,89.0,13.0,374.0
789,15.0,6.0,2.0,6.0,21.0,8.0,15.0,14.0,28.0,7.0,52.0,5.0,11.0,0.0,98.0,1.0,6.0,3.0,2.0,17.0,68.0,40.0,13.0,10.0,0.0,536.0,6.0,5.0,11.0,8.0,73.0,25.0,2.0,7.0,2.0,7.0,6.0,4.0,9.0,5.0,12.0,34.0,8.0,15.0,9.0,20.0,2.0,15.0,127.0,6.0,15.0,1181.0,9.0,10.0,65.0,136.0,4.0,5.0,267.0,7.0,24.0,77.0
790,13.0,18.0,24.0,74.0,89.0,48.0,12.0,35.0,36.0,21.0,34.0,303.0,16.0,15.0,462.0,11.0,19.0,184.0,66.0,26.0,112.0,34.0,158.0,62.0,256.0,11.0,19.0,258.0,10.0,27.0,156.0,38.0,8.0,57.0,26.0,246.0,335.0,179.0,446.0,64.0,259.0,85.0,39.0,397.0,6.0,29.0,14.0,32.0,880.0,245.0,266.0,253.0,18.0,22.0,3050.0,42.0,63.0,55.0,49.0,2679.0,134.0,619.0
791,284.0,23.0,2.0,257.0,70.0,6.0,159.0,434.0,16.0,48.0,11.0,26.0,19.0,5.0,24.0,3.0,59.0,11.0,23.0,35.0,100.0,13.0,9.0,56.0,11.0,17.0,34.0,15.0,15.0,23.0,12.0,26.0,11.0,11.0,6.0,21.0,11.0,19.0,44.0,16.0,31.0,29.0,16.0,28.0,7.0,18.0,18.0,19.0,46.0,10.0,58.0,25.0,22.0,16.0,21.0,177.0,17.0,254.0,57.0,344.0,709.0,50.0
795,9761.0,2425.0,930.0,4634.0,1124.0,58.0,18313.0,7956.0,143.0,350.0,1416.0,1321.0,152.0,92.0,660.0,1162.0,118.0,3845.0,1365.0,1673.0,12411.0,842.0,9699.0,3626.0,421.0,91.0,904.0,1203.0,301.0,1267.0,1047.0,1588.0,70.0,1697.0,719.0,1550.0,728.0,3455.0,2778.0,59.0,3599.0,2427.0,623.0,1194.0,69.0,316.0,96.0,228.0,6104.0,9475.0,5199.0,2625.0,5619.0,580.0,1623.0,768.0,379.0,218.0,756.0,1498.0,1027.0,1463.0
796,3236.0,96.0,303.0,290.0,4981.0,175.0,5106.0,720.0,87.0,108.0,187.0,5722.0,39.0,99.0,95982.0,93.0,75.0,713.0,31.0,212.0,1721.0,112.0,184.0,2520.0,4247.0,666.0,223.0,24.0,951.0,27.0,695.0,701.0,56.0,667.0,198.0,4538.0,209.0,4919.0,3003.0,374.0,4868.0,251.0,79.0,204.0,227.0,325.0,45.0,608.0,1012.0,51.0,2287.0,553.0,633.0,63.0,872.0,63.0,208.0,60.0,282.0,717.0,3679.0,283.0
797,38.0,7.0,1.0,2.0,26.0,26.0,5.0,41.0,6.0,17.0,0.0,12.0,3.0,5.0,576.0,15.0,1.0,1.0,5.0,13.0,3.0,5.0,4.0,68.0,50.0,65.0,21.0,5.0,12.0,374.0,4.0,19.0,2.0,6.0,10.0,43.0,3.0,6.0,10.0,4.0,8.0,9.0,167.0,7.0,5.0,65.0,0.0,10.0,7.0,6.0,40.0,16.0,2.0,6.0,12.0,6.0,118.0,8.0,29.0,320.0,31.0,18.0
798,1547.0,76.0,87.0,985.0,3057.0,91.0,13479.0,678.0,102.0,1292.0,7581.0,624.0,2345.0,45.0,9917.0,183.0,44.0,51.0,27.0,3684.0,157.0,144.0,130.0,6087.0,59.0,18686.0,758.0,45.0,254.0,3441.0,56.0,4230.0,481.0,334.0,202.0,387.0,139.0,2326.0,355.0,46.0,80.0,5944.0,80.0,247.0,818.0,94.0,1610.0,206.0,61.0,2990.0,672.0,11523.0,96.0,71.0,160.0,72.0,73.0,1242.0,96.0,1993.0,191.0,563.0
800,12.0,3.0,9.0,17.0,170.0,7.0,18.0,11.0,7.0,20.0,15.0,16.0,2.0,0.0,141.0,5.0,4.0,1.0,1.0,42.0,21.0,5.0,18.0,17.0,3.0,40.0,7.0,3.0,14.0,8.0,4.0,47.0,2.0,5.0,27.0,21.0,7.0,3.0,18.0,2.0,24.0,11.0,33.0,6.0,4.0,7.0,0.0,48.0,0.0,7.0,26.0,64.0,2.0,15.0,15.0,1.0,4.0,11.0,6.0,32.0,21.0,8.0
801,12.0,46.0,9.0,10.0,58.0,70.0,2.0,34.0,0.0,20.0,46.0,6.0,1.0,0.0,516.0,9.0,1.0,0.0,0.0,17.0,8.0,50.0,7.0,11.0,1.0,192.0,96.0,3.0,9.0,10.0,37.0,23.0,4.0,7.0,98.0,24.0,57.0,16.0,30.0,33.0,21.0,13.0,13.0,48.0,4.0,4.0,1.0,71.0,18.0,3.0,55.0,16.0,55.0,34.0,8.0,12.0,2.0,42.0,3.0,49.0,21.0,8.0
803,17.0,2.0,4.0,9.0,31.0,2.0,6.0,24.0,10.0,23.0,7.0,2.0,2.0,0.0,29.0,6.0,0.0,0.0,0.0,87.0,5.0,7.0,8.0,4.0,2.0,29.0,5.0,4.0,19.0,37.0,5.0,59.0,5.0,6.0,7.0,12.0,4.0,3.0,14.0,3.0,9.0,487.0,8.0,37.0,4.0,2.0,0.0,15.0,7.0,3.0,8.0,45.0,8.0,4.0,13.0,3.0,0.0,1.0,3.0,11.0,12.0,57.0
804,53.0,297.0,244.0,233.0,923.0,27.0,15.0,253.0,31.0,12.0,62.0,19.0,1.0,3.0,67.0,1.0,15.0,2.0,2.0,25.0,683.0,129.0,15.0,28.0,25.0,21.0,329.0,6.0,15.0,38.0,36.0,121.0,4.0,279.0,38.0,40.0,9.0,2.0,33.0,22.0,40.0,103.0,18.0,113.0,6.0,29.0,3.0,802.0,4.0,6.0,18.0,408.0,6.0,9.0,4999.0,54.0,7.0,14.0,10.0,32.0,30.0,10.0
805,13.0,5.0,4.0,640.0,23.0,33.0,4.0,86.0,3.0,11.0,8.0,5.0,3.0,1.0,86.0,6.0,8.0,4.0,5.0,792.0,7.0,7.0,229.0,32.0,1.0,28.0,3.0,4.0,11.0,9.0,14.0,4.0,4.0,44.0,249.0,28.0,7.0,7.0,35.0,8.0,22.0,18.0,7.0,264.0,3.0,305.0,7.0,10.0,226.0,2.0,632.0,15.0,139.0,42.0,22.0,8.0,171.0,9.0,96.0,741.0,22.0,91.0
807,15.0,2.0,4.0,5.0,31.0,10.0,252.0,30.0,9.0,9.0,8.0,17.0,3.0,2.0,23.0,5.0,1.0,1.0,3.0,17.0,8.0,13.0,44.0,689.0,3.0,7.0,40.0,1.0,11.0,6.0,9.0,19.0,5.0,107.0,5.0,15.0,1.0,6.0,35.0,4.0,8.0,27.0,5.0,8.0,5.0,4.0,0.0,6.0,172.0,2.0,18.0,53.0,0.0,4.0,22.0,6.0,5.0,17.0,1.0,24.0,2834.0,4.0
808,10.0,15.0,7.0,139.0,111.0,10.0,22.0,25.0,28.0,20.0,29.0,45.0,24.0,2.0,180.0,8.0,26.0,11.0,8.0,19.0,34.0,9.0,25.0,131.0,16.0,83.0,39.0,61.0,17.0,21.0,16.0,15.0,16.0,8.0,16.0,50.0,4.0,14.0,39.0,4.0,19.0,18.0,24.0,31.0,5.0,34.0,11.0,60.0,3.0,6.0,213.0,72.0,3.0,9.0,19.0,10.0,21.0,31.0,28.0,28.0,24.0,39.0
809,170.0,13.0,18.0,15.0,344.0,29.0,31.0,73.0,45.0,22.0,17.0,106.0,29.0,31.0,132.0,2927.0,576.0,3.0,8.0,251.0,371.0,18.0,112.0,200.0,373.0,369.0,118.0,4.0,9.0,36.0,35.0,17.0,13.0,53.0,115.0,85.0,15.0,20.0,46.0,459.0,34.0,38.0,10.0,280.0,22.0,57.0,103.0,15.0,35.0,17.0,62.0,36.0,140.0,7.0,2604.0,40.0,45.0,23.0,37.0,43.0,43.0,331.0
81,5.0,1.0,5.0,1.0,253.0,2.0,3.0,142.0,39.0,6.0,218.0,238.0,0.0,0.0,24.0,1.0,4.0,1.0,0.0,2.0,2.0,2.0,12.0,0.0,0.0,192.0,97.0,3.0,4.0,154.0,29.0,4.0,1.0,11.0,6.0,13.0,233.0,1.0,5.0,1.0,6.0,2.0,3.0,26.0,2.0,2.0,2.0,2.0,1.0,2.0,165.0,1.0,277.0,29.0,7.0,1.0,4.0,7.0,20.0,77.0,536.0,2.0
