strain_id,A_noMTX_Trifluoperazine.ERG11_MID2,A_noMTX_Trifluoperazine.TPO1_TCB2,A_noMTX_Trifluoperazine.SNA4_GTR2,A_noMTX_Trifluoperazine.HNM1_MID2,A_noMTX_Trifluoperazine.SNA4_VAC8,A_noMTX_Trifluoperazine.noPPI_reference,A_noMTX_Trifluoperazine.RET2_EMP70,A_noMTX_Trifluoperazine.SRO9_GIS2,A_noMTX_Trifluoperazine.MID2_MAM33,A_noMTX_Trifluoperazine.RET2_SNA3,A_noMTX_Trifluoperazine.HNM1_RBD2,A_noMTX_Trifluoperazine.TPO1_MID2,A_noMTX_Trifluoperazine.ERV25_PIS1,A_noMTX_Trifluoperazine.ALO1_ADE17,A_noMTX_Trifluoperazine.ERV25_ORM2,A_noMTX_Trifluoperazine.ADE17_HYR1,A_noMTX_Trifluoperazine.ERG11_HYR1,A_noMTX_Trifluoperazine.PMC1_CTR2,A_noMTX_Trifluoperazine.FMP45_MEP1,A_noMTX_Trifluoperazine.ERV25_EMP47,A_noMTX_Trifluoperazine.ADE17_PGM2,A_noMTX_Trifluoperazine.FMP45_MID2,A_noMTX_Trifluoperazine.ERG11_TPO4,A_noMTX_Trifluoperazine.ERG11_ERV25,A_noMTX_Trifluoperazine.HUG1_ADE17,A_noMTX_Trifluoperazine.PLM2_HNM1,A_noMTX_Trifluoperazine.SRO9_SGN1,A_noMTX_Trifluoperazine.HUG1_PGM2,A_noMTX_Trifluoperazine.ADE17_GIS2,A_noMTX_Trifluoperazine.GTR1_SLM4,A_noMTX_Trifluoperazine.TPO1_TPO2,A_noMTX_Trifluoperazine.HNM1_TPO1,A_noMTX_Trifluoperazine.HNM1_TPO2,A_noMTX_Trifluoperazine.ALO1_UIP4,A_noMTX_Trifluoperazine.MID2_WSC2,A_noMTX_Trifluoperazine.ERG11_PIS1,A_noMTX_Trifluoperazine.ERG11_ERG5,A_noMTX_Trifluoperazine.ERV25_RBD2,A_noMTX_Trifluoperazine.SSH1_PIS1,A_noMTX_Trifluoperazine.SRO9_DHH1,A_noMTX_Trifluoperazine.HNM1_MAM33,A_noMTX_Trifluoperazine.SSH1_ERG11,A_noMTX_Trifluoperazine.SSH1_ORM2,A_noMTX_Trifluoperazine.ERG11_ORM2,A_noMTX_Trifluoperazine.RET2_EMP47,A_noMTX_Trifluoperazine.DHH1_LSM3,A_noMTX_Trifluoperazine.MID2_TPO2,A_noMTX_Trifluoperazine.ERV25_UIP4,A_noMTX_Trifluoperazine.PLM2_SNA3,A_noMTX_Trifluoperazine.ALO1_HYR1,A_noMTX_Trifluoperazine.HUG1_ALO1,A_noMTX_Trifluoperazine.HNM1_TPO4,A_noMTX_Trifluoperazine.SSH1_ERV25,A_noMTX_Trifluoperazine.ERV25_ERG5,A_noMTX_Trifluoperazine.FMP45_HNM1,A_noMTX_Trifluoperazine.HNM1_ERG11,A_noMTX_Trifluoperazine.MID2_TPO4,A_noMTX_Trifluoperazine.MID2_RSN1,A_noMTX_Trifluoperazine.ERG27_ACF2,A_noMTX_Trifluoperazine.PMC1_GTR2,A_noMTX_Trifluoperazine.MID2_PIN2,A_noMTX_Trifluoperazine.ERG11_ACF2
667,692.0,10.0,144.0,404,1498.0,695.0,12.0,329.0,86.0,13.0,85.0,19.0,15.0,53.0,14.0,154.0,807.0,100.0,435.0,42.0,84.0,454.0,363.0,260.0,92.0,355.0,199.0,1332.0,32.0,27.0,38.0,18.0,281.0,90.0,8.0,849.0,165.0,77.0,22.0,119.0,113.0,114.0,119.0,95.0,11.0,524.0,349.0,85.0,473.0,48.0,176.0,344.0,67.0,247.0,425.0,47.0,155.0,256.0,295.0,348.0,291.0,11.0
668,140.0,11.0,54.0,31,167.0,15.0,4.0,35.0,197.0,4.0,13.0,12.0,11.0,12.0,7.0,149.0,16.0,22.0,86.0,23.0,292.0,22.0,41.0,34.0,20.0,25.0,58.0,84.0,17.0,6.0,12.0,10.0,28.0,35.0,13.0,30.0,27.0,429.0,12.0,58.0,66.0,42.0,64.0,12.0,3.0,21.0,140.0,43.0,38.0,37.0,13.0,6.0,15.0,11.0,38.0,16.0,31.0,74.0,14.0,12.0,94.0,5.0
673,32547.0,245.0,18037.0,12284,39034.0,2176.0,204.0,5888.0,14677.0,203.0,2886.0,3449.0,2219.0,9705.0,5366.0,1843.0,4753.0,24124.0,24710.0,7484.0,1878.0,8924.0,13538.0,2634.0,4238.0,16278.0,14433.0,14280.0,1565.0,652.0,4173.0,379.0,4483.0,7196.0,6742.0,14550.0,9624.0,994.0,6627.0,9183.0,4123.0,13486.0,15178.0,7433.0,293.0,15268.0,19982.0,8620.0,15215.0,9359.0,2883.0,8302.0,9737.0,3242.0,23155.0,3432.0,6345.0,10191.0,2826.0,59546.0,18596.0,401.0
674,118.0,5.0,111.0,305,15.0,353.0,15.0,365.0,482.0,13.0,241.0,208.0,25.0,267.0,36.0,40.0,199.0,204.0,1304.0,385.0,26.0,849.0,298.0,375.0,90.0,291.0,335.0,1433.0,15.0,1337.0,247.0,14.0,24.0,1194.0,13.0,835.0,284.0,84.0,8.0,313.0,44.0,115.0,175.0,359.0,12.0,126.0,182.0,351.0,56.0,1462.0,86.0,32.0,122.0,164.0,1237.0,37.0,168.0,212.0,116.0,282.0,417.0,8.0
676,1197.0,15.0,6817.0,284,22557.0,473.0,20.0,224.0,186.0,12.0,2718.0,194.0,40.0,66.0,277.0,1653.0,101.0,54.0,2375.0,916.0,3597.0,35.0,576.0,497.0,696.0,276.0,507.0,1271.0,534.0,72.0,22.0,54.0,1264.0,365.0,76.0,674.0,254.0,51.0,474.0,175.0,1483.0,1556.0,1257.0,282.0,22.0,195.0,410.0,648.0,73.0,585.0,153.0,1565.0,274.0,507.0,367.0,289.0,256.0,246.0,1291.0,78.0,304.0,25.0
677,84.0,1.0,28.0,25,80.0,43.0,9.0,88.0,29.0,6.0,30.0,43.0,28.0,56.0,5.0,42.0,16.0,22.0,40.0,33.0,7.0,31.0,28.0,49.0,22.0,84.0,42.0,48.0,9.0,299.0,59.0,1.0,13.0,68.0,65.0,69.0,8.0,13.0,43.0,35.0,5.0,13.0,8.0,11.0,12.0,24.0,100.0,12.0,15.0,17.0,7.0,14.0,11.0,23.0,38.0,15.0,31.0,47.0,11.0,32.0,51.0,2.0
683,9.0,3.0,28.0,21,386.0,140.0,7.0,22.0,10.0,10.0,78.0,9.0,118.0,517.0,15.0,13.0,28.0,42.0,81.0,1632.0,4.0,37.0,35.0,49.0,16.0,7.0,210.0,169.0,6.0,13.0,25.0,16.0,17.0,1716.0,37.0,47.0,22.0,87.0,240.0,61.0,8.0,24.0,7.0,20.0,5.0,116.0,51.0,1678.0,5.0,1185.0,12.0,17.0,70.0,104.0,31.0,12.0,19.0,40.0,10.0,77.0,33.0,7.0
685,516.0,4.0,376.0,541,73.0,82.0,5.0,51.0,128.0,7.0,60.0,14.0,15.0,33.0,244.0,66.0,79.0,34.0,160.0,149.0,33.0,22.0,500.0,57.0,50.0,102.0,187.0,187.0,37.0,27.0,32.0,8.0,127.0,91.0,211.0,113.0,41.0,18.0,299.0,54.0,100.0,155.0,656.0,50.0,6.0,142.0,286.0,76.0,281.0,52.0,85.0,173.0,321.0,93.0,118.0,57.0,123.0,225.0,105.0,56.0,125.0,10.0
689,114.0,2.0,29.0,10,5.0,108.0,1.0,7.0,28.0,2.0,23.0,4.0,8.0,5.0,15.0,19.0,31.0,5.0,230.0,35.0,5.0,41.0,54.0,69.0,37.0,18.0,28.0,116.0,134.0,8.0,7.0,7.0,6.0,67.0,3.0,13.0,48.0,18.0,14.0,15.0,39.0,76.0,184.0,13.0,0.0,7.0,93.0,26.0,5.0,25.0,36.0,4.0,250.0,34.0,40.0,3.0,38.0,120.0,261.0,1.0,79.0,7.0
690,65.0,5.0,81.0,58,84.0,63.0,8.0,26.0,14.0,1.0,217.0,12.0,12.0,28.0,12.0,2621.0,51.0,6.0,67.0,79.0,1161.0,18.0,28.0,28.0,19.0,20.0,171.0,41.0,56.0,16.0,15.0,22.0,13.0,69.0,9.0,53.0,53.0,11.0,7.0,68.0,6.0,63.0,87.0,14.0,10.0,7.0,19.0,55.0,33.0,69.0,23.0,15.0,25.0,26.0,46.0,7.0,12.0,12.0,43.0,6.0,6.0,9.0
692,289.0,66.0,667.0,1022,26.0,247.0,26.0,45.0,102.0,22.0,163.0,1122.0,213.0,14.0,31.0,137.0,64.0,126.0,247.0,45.0,7.0,306.0,360.0,72.0,669.0,186.0,53.0,1016.0,60.0,21.0,1364.0,13.0,112.0,516.0,48.0,101.0,193.0,28.0,181.0,35.0,36.0,232.0,322.0,41.0,27.0,184.0,469.0,173.0,300.0,104.0,298.0,91.0,343.0,257.0,585.0,79.0,263.0,332.0,807.0,233.0,211.0,20.0
693,57.0,7.0,30.0,50,13.0,76.0,23.0,86.0,3.0,9.0,294.0,71.0,15.0,10.0,73.0,14.0,102.0,25.0,134.0,57.0,5.0,88.0,210.0,178.0,45.0,59.0,111.0,247.0,9.0,98.0,79.0,13.0,8.0,138.0,29.0,107.0,58.0,19.0,6.0,68.0,10.0,36.0,49.0,52.0,9.0,42.0,49.0,16.0,10.0,42.0,9.0,12.0,21.0,15.0,139.0,8.0,15.0,35.0,38.0,73.0,33.0,5.0
695,258.0,45.0,242.0,404,123.0,204.0,231.0,163.0,88.0,186.0,274.0,954.0,162.0,728.0,166.0,71.0,99.0,87.0,466.0,918.0,122.0,476.0,266.0,191.0,20.0,87.0,399.0,117.0,1389.0,118.0,819.0,32.0,96.0,738.0,111.0,148.0,123.0,17.0,30.0,158.0,97.0,167.0,154.0,77.0,175.0,577.0,335.0,635.0,30.0,1193.0,24.0,88.0,115.0,363.0,187.0,64.0,136.0,207.0,402.0,118.0,373.0,16.0
697,132.0,16.0,23.0,59,22.0,43.0,96.0,39.0,16.0,60.0,31.0,76.0,87.0,72.0,39.0,37.0,206.0,39.0,239.0,58.0,7.0,84.0,99.0,245.0,41.0,162.0,44.0,258.0,13.0,259.0,67.0,14.0,21.0,247.0,53.0,90.0,30.0,19.0,19.0,55.0,28.0,38.0,33.0,47.0,107.0,41.0,112.0,66.0,27.0,222.0,24.0,22.0,29.0,26.0,73.0,19.0,32.0,100.0,97.0,49.0,72.0,4.0
7,337.0,36.0,59.0,134,30.0,55.0,3589.0,40.0,175.0,2486.0,24.0,156.0,34.0,9.0,15.0,129.0,183.0,11.0,33.0,137.0,3.0,74.0,50.0,74.0,8.0,188.0,13.0,50.0,19.0,3.0,177.0,15.0,159.0,120.0,149.0,101.0,4.0,6.0,54.0,80.0,253.0,111.0,47.0,10.0,2618.0,21.0,186.0,69.0,6.0,16.0,14.0,628.0,139.0,224.0,19.0,25.0,68.0,84.0,195.0,14.0,119.0,14.0
701,791.0,8.0,551.0,412,1146.0,251.0,12.0,37.0,213.0,10.0,169.0,77.0,18.0,27.0,9.0,1399.0,24.0,29.0,252.0,51.0,3404.0,149.0,276.0,156.0,928.0,104.0,72.0,1896.0,422.0,39.0,97.0,36.0,388.0,60.0,160.0,434.0,240.0,28.0,560.0,63.0,1027.0,223.0,118.0,79.0,12.0,40.0,186.0,289.0,27.0,25.0,347.0,1380.0,347.0,121.0,59.0,111.0,55.0,137.0,16.0,112.0,211.0,18.0
702,1147.0,14.0,455.0,838,39.0,340.0,18.0,136.0,367.0,20.0,110.0,14.0,108.0,231.0,92.0,117.0,471.0,896.0,1957.0,347.0,280.0,612.0,1959.0,240.0,309.0,402.0,229.0,1589.0,60.0,53.0,26.0,38.0,317.0,123.0,356.0,1647.0,864.0,56.0,133.0,175.0,495.0,355.0,331.0,241.0,15.0,1533.0,645.0,258.0,966.0,1476.0,246.0,536.0,365.0,354.0,1285.0,196.0,171.0,373.0,280.0,2155.0,565.0,16.0
703,152.0,4.0,18.0,78,7.0,90.0,3.0,104.0,1.0,2.0,3.0,8.0,933.0,82.0,19.0,9.0,352.0,25.0,377.0,184.0,2.0,10.0,134.0,147.0,10.0,8.0,140.0,27.0,5.0,182.0,16.0,11.0,11.0,163.0,5.0,87.0,40.0,0.0,3.0,102.0,4.0,31.0,57.0,48.0,5.0,8.0,52.0,79.0,5.0,16.0,7.0,4.0,221.0,40.0,13.0,10.0,25.0,32.0,19.0,23.0,41.0,4.0
705,657.0,17.0,162.0,889,12.0,142.0,1422.0,98.0,149.0,1701.0,18.0,101.0,499.0,157.0,699.0,57.0,206.0,44.0,636.0,373.0,45.0,52.0,143.0,227.0,129.0,69.0,102.0,411.0,25.0,23.0,127.0,15.0,323.0,339.0,251.0,127.0,25.0,17.0,64.0,27.0,251.0,406.0,382.0,39.0,1525.0,463.0,588.0,553.0,70.0,20.0,70.0,89.0,160.0,293.0,233.0,86.0,163.0,223.0,294.0,138.0,202.0,17.0
709,170.0,7.0,38.0,131,5.0,98.0,13.0,59.0,36.0,2.0,278.0,55.0,16.0,218.0,211.0,61.0,94.0,106.0,184.0,493.0,8.0,44.0,329.0,38.0,62.0,62.0,110.0,98.0,9.0,4.0,46.0,10.0,16.0,275.0,57.0,102.0,90.0,551.0,272.0,78.0,92.0,156.0,347.0,46.0,3.0,121.0,189.0,368.0,27.0,566.0,27.0,167.0,146.0,130.0,156.0,18.0,32.0,113.0,14.0,144.0,84.0,13.0
711,23.0,0.0,27.0,4,7.0,105.0,1.0,4.0,0.0,0.0,2.0,0.0,12.0,15.0,1.0,7.0,5.0,2.0,12.0,32.0,1.0,13.0,13.0,12.0,6.0,1.0,10.0,24.0,6.0,5.0,8.0,3.0,0.0,130.0,1.0,6.0,6.0,11.0,4.0,15.0,2.0,10.0,5.0,25.0,0.0,2.0,6.0,18.0,1.0,10.0,1.0,2.0,5.0,3.0,4.0,2.0,6.0,4.0,5.0,2.0,6.0,1.0
713,195.0,7.0,310.0,98,124.0,192.0,11.0,11.0,55.0,4.0,76.0,114.0,16.0,43.0,120.0,136.0,211.0,7.0,226.0,63.0,25.0,201.0,114.0,24.0,236.0,191.0,36.0,251.0,25.0,917.0,93.0,15.0,438.0,37.0,245.0,50.0,55.0,11.0,23.0,15.0,94.0,108.0,558.0,42.0,10.0,16.0,93.0,35.0,144.0,52.0,120.0,221.0,244.0,70.0,39.0,16.0,37.0,121.0,569.0,18.0,102.0,5.0
715,8.0,0.0,59.0,20,7.0,186.0,5.0,13.0,4.0,4.0,8.0,58.0,9.0,17.0,10.0,10.0,6.0,16.0,75.0,26.0,20.0,48.0,15.0,176.0,314.0,32.0,24.0,87.0,13.0,3.0,28.0,10.0,22.0,77.0,29.0,6.0,14.0,28.0,220.0,6.0,7.0,40.0,15.0,0.0,2.0,8.0,66.0,31.0,87.0,44.0,100.0,5.0,85.0,21.0,28.0,8.0,19.0,13.0,26.0,33.0,16.0,7.0
717,267.0,17.0,98.0,348,18.0,287.0,34.0,273.0,83.0,20.0,350.0,592.0,131.0,257.0,143.0,74.0,128.0,206.0,686.0,1049.0,23.0,114.0,232.0,326.0,1546.0,78.0,794.0,603.0,113.0,107.0,711.0,24.0,273.0,1160.0,48.0,247.0,311.0,29.0,33.0,432.0,118.0,338.0,392.0,174.0,29.0,252.0,383.0,814.0,185.0,522.0,222.0,181.0,219.0,68.0,452.0,60.0,182.0,123.0,203.0,256.0,72.0,13.0
721,135.0,9.0,98.0,324,18.0,89.0,55.0,25.0,66.0,48.0,15.0,92.0,26.0,302.0,115.0,136.0,36.0,33.0,134.0,58.0,13.0,26.0,225.0,52.0,117.0,68.0,43.0,309.0,5.0,196.0,188.0,13.0,132.0,481.0,238.0,71.0,46.0,174.0,8.0,12.0,144.0,209.0,261.0,72.0,106.0,170.0,69.0,104.0,59.0,476.0,21.0,383.0,75.0,124.0,39.0,35.0,57.0,81.0,156.0,103.0,42.0,8.0
724,48.0,13.0,32.0,184,13.0,130.0,136.0,110.0,174.0,39.0,10.0,28.0,21.0,124.0,96.0,13.0,80.0,50.0,83.0,161.0,869.0,38.0,86.0,62.0,13.0,96.0,185.0,67.0,385.0,26.0,13.0,10.0,174.0,270.0,272.0,51.0,57.0,30.0,142.0,15.0,272.0,232.0,197.0,16.0,35.0,163.0,189.0,105.0,20.0,443.0,39.0,64.0,77.0,46.0,55.0,20.0,104.0,81.0,166.0,79.0,168.0,12.0
727,860.0,13.0,176.0,251,58.0,138.0,23.0,476.0,190.0,7.0,396.0,122.0,467.0,212.0,152.0,855.0,175.0,137.0,2264.0,375.0,7751.0,345.0,625.0,461.0,163.0,177.0,433.0,1521.0,127.0,2895.0,181.0,28.0,162.0,435.0,44.0,586.0,553.0,24.0,46.0,247.0,113.0,302.0,927.0,513.0,14.0,46.0,296.0,224.0,56.0,448.0,211.0,803.0,273.0,268.0,569.0,55.0,163.0,109.0,468.0,281.0,112.0,19.0
729,1210.0,19.0,187.0,314,118.0,132.0,22.0,290.0,322.0,17.0,52.0,951.0,404.0,36.0,47.0,161.0,215.0,97.0,1360.0,462.0,289.0,271.0,922.0,494.0,754.0,480.0,709.0,1692.0,69.0,37.0,772.0,41.0,553.0,126.0,294.0,625.0,446.0,34.0,339.0,192.0,376.0,603.0,760.0,135.0,28.0,45.0,613.0,230.0,43.0,76.0,316.0,894.0,408.0,227.0,533.0,85.0,142.0,408.0,307.0,188.0,319.0,23.0
731,5869.0,335.0,4914.0,3554,112.0,880.0,268.0,3667.0,5587.0,134.0,3949.0,7883.0,1155.0,3842.0,1568.0,1380.0,1836.0,9995.0,5292.0,2410.0,2456.0,3399.0,3175.0,5319.0,2909.0,2254.0,2624.0,23340.0,760.0,191.0,9278.0,190.0,1445.0,2502.0,2445.0,5407.0,2263.0,1940.0,321.0,1565.0,750.0,1116.0,3887.0,1845.0,202.0,2520.0,15282.0,849.0,88.0,5343.0,2779.0,1336.0,1234.0,1200.0,8195.0,659.0,5728.0,8470.0,2846.0,29941.0,10646.0,94.0
732,291.0,8.0,146.0,333,19.0,86.0,12.0,523.0,200.0,10.0,21.0,95.0,38.0,1368.0,25.0,28.0,564.0,366.0,545.0,898.0,20.0,442.0,231.0,347.0,121.0,96.0,832.0,986.0,149.0,14.0,95.0,17.0,375.0,1465.0,19.0,546.0,566.0,27.0,16.0,415.0,29.0,359.0,104.0,549.0,8.0,162.0,479.0,1060.0,19.0,458.0,116.0,326.0,112.0,199.0,972.0,61.0,178.0,206.0,74.0,1001.0,275.0,11.0
734,1113.0,19.0,131.0,183,29.0,98.0,13.0,81.0,504.0,4.0,41.0,38.0,34.0,119.0,37.0,34.0,112.0,98.0,304.0,50.0,45.0,157.0,62.0,44.0,119.0,803.0,54.0,297.0,30.0,33.0,48.0,11.0,43.0,70.0,280.0,199.0,51.0,42.0,18.0,51.0,32.0,53.0,226.0,82.0,11.0,20.0,422.0,74.0,1959.0,38.0,55.0,103.0,20.0,133.0,543.0,38.0,48.0,223.0,35.0,216.0,236.0,6.0
735,118.0,10.0,112.0,126,27.0,104.0,6.0,43.0,27.0,3.0,31.0,32.0,22.0,50.0,26.0,66.0,89.0,35.0,178.0,182.0,619.0,31.0,214.0,44.0,29.0,113.0,101.0,76.0,20.0,33.0,48.0,16.0,145.0,124.0,269.0,67.0,48.0,43.0,220.0,37.0,134.0,276.0,215.0,39.0,8.0,201.0,92.0,110.0,10.0,72.0,34.0,100.0,141.0,64.0,37.0,13.0,59.0,52.0,134.0,28.0,50.0,14.0
738,121.0,2.0,35.0,71,13.0,79.0,10.0,104.0,21.0,1.0,2.0,2.0,29.0,82.0,15.0,9.0,59.0,20.0,32.0,33.0,6.0,49.0,72.0,717.0,13.0,26.0,92.0,98.0,11.0,14.0,3.0,9.0,37.0,125.0,208.0,25.0,33.0,264.0,133.0,65.0,23.0,56.0,443.0,35.0,2.0,68.0,49.0,60.0,19.0,139.0,41.0,56.0,16.0,17.0,42.0,6.0,46.0,31.0,29.0,48.0,43.0,14.0
739,873.0,59.0,5586.0,3213,8885.0,237.0,53.0,404.0,427.0,61.0,1607.0,1028.0,1912.0,1816.0,1964.0,1303.0,928.0,234.0,1301.0,7564.0,695.0,416.0,847.0,2418.0,1104.0,905.0,1378.0,1351.0,2402.0,2158.0,843.0,100.0,2592.0,2239.0,509.0,583.0,378.0,462.0,2101.0,578.0,1203.0,3310.0,3257.0,225.0,69.0,1099.0,2545.0,4303.0,323.0,3943.0,645.0,1407.0,3174.0,1992.0,732.0,397.0,1427.0,1363.0,3053.0,555.0,1005.0,91.0
740,44.0,10.0,50.0,64,17.0,38.0,51.0,106.0,10.0,33.0,60.0,97.0,40.0,34.0,39.0,35.0,50.0,40.0,92.0,114.0,15.0,90.0,120.0,175.0,20.0,65.0,77.0,134.0,29.0,163.0,107.0,42.0,32.0,143.0,29.0,38.0,81.0,32.0,16.0,29.0,46.0,25.0,41.0,38.0,43.0,44.0,116.0,32.0,8.0,108.0,13.0,32.0,33.0,20.0,96.0,4.0,39.0,115.0,47.0,35.0,147.0,11.0
741,69.0,12.0,12.0,60,9.0,39.0,10.0,53.0,3.0,15.0,10.0,18.0,90.0,29.0,18.0,16.0,77.0,15.0,62.0,59.0,19.0,82.0,98.0,150.0,5.0,33.0,65.0,27.0,11.0,58.0,18.0,10.0,34.0,187.0,11.0,43.0,64.0,34.0,6.0,42.0,10.0,33.0,53.0,40.0,13.0,17.0,21.0,124.0,26.0,33.0,10.0,18.0,18.0,44.0,57.0,9.0,25.0,13.0,59.0,32.0,24.0,8.0
742,1128.0,101.0,931.0,1233,1005.0,560.0,105.0,310.0,434.0,73.0,481.0,1969.0,576.0,396.0,294.0,1446.0,441.0,513.0,2147.0,942.0,3253.0,158.0,1303.0,386.0,1393.0,566.0,826.0,3786.0,442.0,74.0,1365.0,100.0,2642.0,1691.0,284.0,751.0,603.0,1012.0,361.0,347.0,1034.0,1073.0,1101.0,190.0,88.0,589.0,1685.0,679.0,311.0,213.0,621.0,2760.0,812.0,1116.0,515.0,280.0,529.0,883.0,2619.0,1059.0,1249.0,46.0
748,167.0,13.0,32.0,171,51.0,117.0,55.0,112.0,84.0,65.0,188.0,226.0,32.0,218.0,65.0,68.0,26.0,118.0,243.0,136.0,38.0,130.0,94.0,81.0,64.0,17.0,331.0,331.0,124.0,13.0,197.0,11.0,160.0,436.0,34.0,143.0,18.0,8.0,14.0,76.0,15.0,61.0,231.0,41.0,80.0,97.0,147.0,72.0,7.0,651.0,43.0,172.0,33.0,49.0,252.0,41.0,116.0,131.0,69.0,226.0,111.0,6.0
749,172.0,7.0,16.0,39,6.0,94.0,127.0,34.0,20.0,189.0,280.0,36.0,14.0,190.0,7.0,3.0,207.0,22.0,64.0,289.0,7.0,34.0,17.0,422.0,182.0,17.0,100.0,302.0,65.0,21.0,40.0,5.0,40.0,168.0,166.0,45.0,29.0,16.0,5.0,56.0,83.0,68.0,43.0,11.0,175.0,151.0,98.0,110.0,725.0,22.0,17.0,7.0,13.0,23.0,57.0,14.0,24.0,47.0,10.0,62.0,62.0,3.0
753,21.0,1.0,10.0,10,5.0,7.0,20.0,25.0,0.0,10.0,9.0,5.0,44.0,4.0,19.0,16.0,6.0,17.0,20.0,33.0,7.0,8.0,22.0,31.0,5.0,3.0,24.0,12.0,17.0,4.0,7.0,3.0,15.0,58.0,3.0,8.0,6.0,24.0,14.0,16.0,0.0,22.0,23.0,4.0,18.0,5.0,7.0,32.0,4.0,47.0,10.0,6.0,12.0,7.0,18.0,3.0,13.0,18.0,5.0,4.0,4.0,11.0
754,43.0,6.0,324.0,178,6.0,271.0,6.0,52.0,37.0,3.0,222.0,164.0,282.0,84.0,310.0,22.0,35.0,54.0,92.0,115.0,4.0,216.0,19.0,305.0,26.0,33.0,266.0,78.0,30.0,22.0,71.0,8.0,45.0,141.0,4.0,101.0,104.0,31.0,119.0,39.0,64.0,106.0,251.0,67.0,1.0,89.0,61.0,333.0,172.0,69.0,52.0,5.0,291.0,349.0,100.0,19.0,82.0,86.0,167.0,54.0,114.0,11.0
755,13.0,0.0,15.0,40,6.0,60.0,2.0,11.0,0.0,2.0,6.0,3.0,92.0,16.0,50.0,14.0,15.0,9.0,16.0,85.0,3.0,35.0,13.0,9.0,9.0,23.0,24.0,6.0,11.0,4.0,10.0,12.0,2.0,41.0,2.0,6.0,22.0,193.0,30.0,7.0,7.0,46.0,16.0,5.0,9.0,13.0,24.0,39.0,1.0,13.0,6.0,9.0,21.0,14.0,47.0,2.0,9.0,10.0,26.0,6.0,17.0,6.0
756,767.0,417.0,217.0,300,28.0,166.0,67259.0,827.0,136.0,45212.0,186.0,665.0,417.0,281.0,549.0,86.0,1180.0,246.0,1507.0,480.0,202.0,583.0,731.0,699.0,837.0,496.0,1032.0,703.0,218.0,53.0,742.0,25.0,130.0,839.0,19.0,565.0,492.0,265.0,488.0,803.0,119.0,398.0,919.0,337.0,54091.0,210.0,625.0,643.0,68.0,898.0,394.0,148.0,656.0,264.0,975.0,67.0,260.0,385.0,702.0,364.0,264.0,132.0
760,385.0,27.0,413.0,400,15.0,112.0,37.0,271.0,183.0,36.0,29.0,384.0,539.0,313.0,138.0,26.0,191.0,236.0,862.0,162.0,28.0,884.0,142.0,280.0,301.0,228.0,417.0,737.0,121.0,85.0,295.0,16.0,90.0,364.0,219.0,116.0,200.0,51.0,98.0,631.0,26.0,249.0,1705.0,90.0,45.0,277.0,719.0,233.0,384.0,431.0,197.0,56.0,126.0,76.0,1431.0,54.0,451.0,483.0,248.0,628.0,923.0,24.0
77,479.0,2.0,15.0,61,20.0,34.0,3.0,34.0,3.0,3.0,4.0,4.0,130.0,79.0,10.0,3846.0,130.0,15.0,51.0,39.0,19.0,50.0,48.0,7.0,59.0,239.0,33.0,129.0,54.0,8.0,18.0,28.0,1.0,58.0,4.0,130.0,69.0,13.0,27.0,40.0,40.0,102.0,57.0,85.0,9.0,1.0,26.0,63.0,186.0,116.0,10.0,28.0,187.0,25.0,146.0,14.0,7.0,51.0,139.0,3.0,14.0,2.0
772,101.0,4.0,37.0,36,16.0,54.0,65.0,34.0,19.0,0.0,27.0,18.0,13.0,12.0,19.0,16.0,22.0,10.0,95.0,90.0,7.0,45.0,22.0,22.0,13.0,89.0,23.0,184.0,15.0,63.0,12.0,5.0,11.0,63.0,14.0,68.0,20.0,9.0,13.0,24.0,11.0,56.0,67.0,18.0,7.0,21.0,36.0,50.0,6.0,166.0,25.0,17.0,58.0,25.0,24.0,4.0,9.0,11.0,49.0,98.0,19.0,1.0
775,560.0,13.0,127.0,310,676.0,96.0,16.0,385.0,354.0,14.0,32.0,399.0,85.0,1232.0,67.0,1976.0,101.0,362.0,1069.0,1876.0,107.0,486.0,217.0,209.0,476.0,76.0,324.0,1320.0,148.0,94.0,311.0,40.0,188.0,802.0,59.0,471.0,239.0,98.0,40.0,223.0,49.0,299.0,273.0,238.0,9.0,39.0,418.0,1040.0,19.0,1004.0,541.0,191.0,325.0,212.0,349.0,112.0,271.0,173.0,65.0,664.0,197.0,11.0
778,1285.0,10.0,343.0,1060,43.0,142.0,20.0,188.0,199.0,13.0,38.0,311.0,17.0,499.0,404.0,6085.0,217.0,346.0,405.0,283.0,845.0,360.0,41.0,268.0,512.0,1250.0,73.0,1616.0,62.0,4108.0,317.0,53.0,150.0,620.0,10.0,633.0,106.0,64.0,220.0,157.0,80.0,621.0,842.0,234.0,15.0,521.0,691.0,333.0,26.0,821.0,367.0,474.0,680.0,120.0,399.0,112.0,275.0,523.0,534.0,832.0,385.0,32.0
