strain_id,A_noMTX_Trifluoperazine.ERG11_MID2,A_noMTX_Trifluoperazine.TPO1_TCB2,A_noMTX_Trifluoperazine.SNA4_GTR2,A_noMTX_Trifluoperazine.HNM1_MID2,A_noMTX_Trifluoperazine.SNA4_VAC8,A_noMTX_Trifluoperazine.noPPI_reference,A_noMTX_Trifluoperazine.RET2_EMP70,A_noMTX_Trifluoperazine.SRO9_GIS2,A_noMTX_Trifluoperazine.MID2_MAM33,A_noMTX_Trifluoperazine.RET2_SNA3,A_noMTX_Trifluoperazine.HNM1_RBD2,A_noMTX_Trifluoperazine.TPO1_MID2,A_noMTX_Trifluoperazine.ERV25_PIS1,A_noMTX_Trifluoperazine.ALO1_ADE17,A_noMTX_Trifluoperazine.ERV25_ORM2,A_noMTX_Trifluoperazine.ADE17_HYR1,A_noMTX_Trifluoperazine.ERG11_HYR1,A_noMTX_Trifluoperazine.PMC1_CTR2,A_noMTX_Trifluoperazine.FMP45_MEP1,A_noMTX_Trifluoperazine.ERV25_EMP47,A_noMTX_Trifluoperazine.ADE17_PGM2,A_noMTX_Trifluoperazine.FMP45_MID2,A_noMTX_Trifluoperazine.ERG11_TPO4,A_noMTX_Trifluoperazine.ERG11_ERV25,A_noMTX_Trifluoperazine.HUG1_ADE17,A_noMTX_Trifluoperazine.PLM2_HNM1,A_noMTX_Trifluoperazine.SRO9_SGN1,A_noMTX_Trifluoperazine.HUG1_PGM2,A_noMTX_Trifluoperazine.ADE17_GIS2,A_noMTX_Trifluoperazine.GTR1_SLM4,A_noMTX_Trifluoperazine.TPO1_TPO2,A_noMTX_Trifluoperazine.HNM1_TPO1,A_noMTX_Trifluoperazine.HNM1_TPO2,A_noMTX_Trifluoperazine.ALO1_UIP4,A_noMTX_Trifluoperazine.MID2_WSC2,A_noMTX_Trifluoperazine.ERG11_PIS1,A_noMTX_Trifluoperazine.ERG11_ERG5,A_noMTX_Trifluoperazine.ERV25_RBD2,A_noMTX_Trifluoperazine.SSH1_PIS1,A_noMTX_Trifluoperazine.SRO9_DHH1,A_noMTX_Trifluoperazine.HNM1_MAM33,A_noMTX_Trifluoperazine.SSH1_ERG11,A_noMTX_Trifluoperazine.SSH1_ORM2,A_noMTX_Trifluoperazine.ERG11_ORM2,A_noMTX_Trifluoperazine.RET2_EMP47,A_noMTX_Trifluoperazine.DHH1_LSM3,A_noMTX_Trifluoperazine.MID2_TPO2,A_noMTX_Trifluoperazine.ERV25_UIP4,A_noMTX_Trifluoperazine.PLM2_SNA3,A_noMTX_Trifluoperazine.ALO1_HYR1,A_noMTX_Trifluoperazine.HUG1_ALO1,A_noMTX_Trifluoperazine.HNM1_TPO4,A_noMTX_Trifluoperazine.SSH1_ERV25,A_noMTX_Trifluoperazine.ERV25_ERG5,A_noMTX_Trifluoperazine.FMP45_HNM1,A_noMTX_Trifluoperazine.HNM1_ERG11,A_noMTX_Trifluoperazine.MID2_TPO4,A_noMTX_Trifluoperazine.MID2_RSN1,A_noMTX_Trifluoperazine.ERG27_ACF2,A_noMTX_Trifluoperazine.PMC1_GTR2,A_noMTX_Trifluoperazine.MID2_PIN2,A_noMTX_Trifluoperazine.ERG11_ACF2
871,5.0,0.0,44.0,6,21.0,52.0,2.0,5.0,2.0,1.0,3.0,5.0,3.0,5.0,14.0,14.0,0.0,2.0,13.0,12.0,3.0,13.0,54.0,9.0,17.0,61.0,6.0,46.0,24.0,19.0,10.0,0.0,2.0,9.0,2.0,6.0,1.0,1.0,3.0,18.0,2.0,22.0,280.0,2.0,3.0,17.0,11.0,6.0,7.0,9.0,19.0,31.0,4.0,0.0,5.0,4.0,3.0,5.0,51.0,5.0,3.0,4.0
879,51.0,2.0,8.0,5,13.0,46.0,3.0,9.0,19.0,0.0,3.0,23.0,7.0,42.0,3.0,7.0,28.0,7.0,20.0,9.0,0.0,6.0,60.0,49.0,10.0,87.0,29.0,25.0,2.0,3.0,41.0,1.0,1.0,93.0,17.0,13.0,31.0,5.0,17.0,35.0,2.0,15.0,6.0,33.0,11.0,20.0,53.0,44.0,2.0,83.0,18.0,4.0,5.0,2.0,39.0,2.0,23.0,46.0,3.0,28.0,45.0,2.0
880,6.0,0.0,8.0,14,6.0,1.0,0.0,2.0,0.0,0.0,24.0,3.0,8.0,2.0,9.0,7.0,23.0,4.0,8.0,15.0,16.0,9.0,10.0,12.0,1.0,9.0,11.0,17.0,2.0,16.0,2.0,3.0,2.0,13.0,0.0,4.0,3.0,15.0,5.0,1.0,7.0,8.0,10.0,2.0,0.0,7.0,0.0,7.0,6.0,3.0,5.0,5.0,5.0,6.0,10.0,8.0,0.0,2.0,3.0,2.0,5.0,3.0
882,20.0,1.0,14.0,47,40.0,4.0,0.0,8.0,1.0,1.0,22.0,1.0,27.0,13.0,25.0,6.0,9.0,3.0,5.0,16.0,6.0,6.0,20.0,14.0,7.0,21.0,13.0,21.0,5.0,12.0,1.0,9.0,20.0,26.0,3.0,5.0,0.0,3.0,29.0,2.0,4.0,26.0,30.0,5.0,0.0,2.0,10.0,14.0,13.0,20.0,5.0,4.0,19.0,9.0,17.0,11.0,4.0,7.0,5.0,2.0,7.0,9.0
887,602.0,9.0,12.0,437,29.0,92.0,9.0,13.0,130.0,0.0,24.0,80.0,187.0,10.0,85.0,225.0,18.0,23.0,48.0,10.0,14.0,17.0,18.0,610.0,95.0,550.0,17.0,92.0,248.0,15.0,76.0,16.0,235.0,33.0,63.0,17.0,3.0,235.0,88.0,65.0,89.0,74.0,848.0,48.0,5.0,13.0,125.0,36.0,376.0,19.0,23.0,642.0,71.0,34.0,46.0,78.0,35.0,95.0,192.0,45.0,120.0,12.0
888,282.0,8.0,112.0,44,1015.0,366.0,13.0,81.0,5.0,8.0,1.0,47.0,14.0,1261.0,19.0,205.0,160.0,20.0,1724.0,221.0,341.0,88.0,19.0,1357.0,37.0,1.0,356.0,266.0,111.0,5.0,68.0,22.0,74.0,161.0,3.0,159.0,41.0,3.0,6.0,100.0,53.0,121.0,412.0,275.0,4.0,15.0,25.0,1073.0,3.0,730.0,77.0,10.0,37.0,45.0,103.0,17.0,43.0,25.0,310.0,14.0,37.0,13.0
89,222.0,2.0,30.0,131,9.0,28.0,3.0,60.0,161.0,3.0,9.0,9.0,67.0,33.0,7.0,102.0,25.0,48.0,145.0,141.0,47.0,129.0,37.0,38.0,21.0,105.0,209.0,173.0,25.0,688.0,4.0,7.0,35.0,41.0,151.0,102.0,27.0,59.0,13.0,140.0,41.0,124.0,117.0,27.0,2.0,27.0,339.0,84.0,12.0,209.0,3.0,5.0,68.0,28.0,252.0,26.0,93.0,109.0,112.0,78.0,106.0,4.0
892,89.0,4.0,4.0,19,4.0,61.0,4.0,14.0,4.0,3.0,1.0,117.0,1.0,15.0,3.0,290.0,15.0,4.0,325.0,55.0,1.0,1.0,124.0,49.0,26.0,9.0,8.0,9.0,1.0,3.0,118.0,6.0,0.0,64.0,2.0,15.0,37.0,2.0,1.0,37.0,34.0,23.0,69.0,22.0,1.0,64.0,5.0,10.0,3.0,6.0,63.0,5.0,77.0,67.0,6.0,3.0,0.0,7.0,91.0,4.0,28.0,0.0
897,8.0,0.0,1.0,2,1.0,6.0,0.0,3.0,2.0,0.0,1.0,1.0,98.0,1.0,0.0,11.0,0.0,1.0,1.0,4.0,2.0,1.0,1.0,4.0,3.0,4.0,0.0,24.0,3.0,17.0,1.0,0.0,2.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,4.0,7.0,1.0,4.0,0.0,2.0,4.0,0.0,1.0,0.0,1.0,4.0,2.0,4.0,3.0,1.0
904,78.0,0.0,1.0,2,6.0,102.0,0.0,5.0,2.0,0.0,1.0,1.0,3.0,2.0,5.0,1.0,83.0,3.0,69.0,145.0,0.0,56.0,46.0,183.0,33.0,0.0,6.0,27.0,2.0,43.0,1.0,3.0,50.0,52.0,0.0,13.0,26.0,2.0,446.0,5.0,12.0,4.0,108.0,25.0,1.0,63.0,22.0,30.0,1.0,138.0,0.0,4.0,2.0,2.0,12.0,9.0,18.0,1.0,0.0,0.0,47.0,1.0
91,437.0,7.0,102.0,211,1053.0,77.0,9.0,60.0,175.0,3.0,301.0,26.0,39.0,21.0,47.0,61.0,191.0,66.0,84.0,59.0,32.0,62.0,145.0,178.0,18.0,44.0,48.0,16.0,3799.0,489.0,31.0,15.0,261.0,72.0,9.0,256.0,43.0,402.0,103.0,109.0,241.0,367.0,168.0,51.0,18.0,220.0,120.0,125.0,10.0,491.0,8.0,501.0,273.0,44.0,88.0,59.0,53.0,89.0,393.0,87.0,66.0,4.0
911,58.0,10.0,140.0,97,13.0,107.0,13.0,334.0,104.0,7.0,12.0,553.0,103.0,579.0,98.0,172.0,508.0,39.0,1332.0,527.0,42.0,368.0,509.0,341.0,15.0,93.0,444.0,26.0,16.0,6.0,184.0,10.0,101.0,1665.0,8.0,199.0,627.0,4.0,12.0,200.0,127.0,70.0,121.0,78.0,10.0,84.0,260.0,496.0,6.0,449.0,13.0,152.0,118.0,181.0,340.0,2.0,205.0,154.0,29.0,85.0,70.0,11.0
916,145.0,5.0,161.0,251,323.0,52.0,5.0,21.0,11.0,2.0,168.0,75.0,48.0,166.0,33.0,9.0,37.0,18.0,510.0,246.0,7.0,44.0,274.0,51.0,140.0,99.0,41.0,702.0,42.0,1295.0,51.0,16.0,27.0,103.0,4.0,20.0,5.0,8.0,7.0,107.0,245.0,182.0,124.0,74.0,3.0,241.0,59.0,150.0,373.0,291.0,34.0,65.0,55.0,58.0,145.0,37.0,22.0,49.0,210.0,62.0,55.0,4.0
917,8.0,1.0,4.0,23,3.0,4.0,1.0,1.0,3.0,1.0,10.0,1.0,17.0,9.0,8.0,0.0,7.0,5.0,7.0,9.0,3.0,12.0,12.0,9.0,2.0,9.0,5.0,11.0,1.0,3.0,2.0,5.0,3.0,14.0,0.0,2.0,1.0,26.0,10.0,2.0,3.0,12.0,9.0,1.0,0.0,0.0,4.0,5.0,8.0,9.0,2.0,4.0,7.0,2.0,24.0,1.0,1.0,3.0,3.0,0.0,6.0,0.0
923,228.0,0.0,140.0,211,6.0,74.0,5.0,12.0,117.0,3.0,11.0,17.0,115.0,54.0,514.0,153.0,32.0,93.0,125.0,62.0,5.0,87.0,27.0,60.0,299.0,37.0,146.0,1287.0,19.0,4034.0,7.0,4.0,37.0,35.0,140.0,51.0,47.0,16.0,108.0,32.0,45.0,90.0,38.0,44.0,3.0,325.0,276.0,75.0,6.0,11.0,331.0,79.0,45.0,141.0,123.0,39.0,70.0,192.0,148.0,276.0,125.0,5.0
924,31.0,1.0,3.0,15,0.0,92.0,1.0,22.0,5.0,2.0,2.0,9.0,284.0,204.0,13.0,3.0,1.0,0.0,55.0,2.0,6.0,4.0,10.0,10.0,0.0,33.0,8.0,40.0,9.0,6.0,8.0,0.0,5.0,11.0,0.0,13.0,6.0,0.0,73.0,12.0,20.0,29.0,235.0,2.0,4.0,1.0,8.0,9.0,7.0,2.0,1.0,0.0,82.0,8.0,8.0,0.0,2.0,7.0,38.0,7.0,5.0,1.0
930,123.0,4.0,129.0,169,11.0,33.0,3.0,53.0,38.0,1.0,4.0,137.0,45.0,59.0,17.0,10.0,7.0,20.0,12.0,44.0,7.0,8.0,10.0,4.0,9.0,107.0,49.0,47.0,27.0,14.0,95.0,2.0,14.0,26.0,6.0,16.0,13.0,6.0,5.0,28.0,29.0,82.0,148.0,7.0,2.0,3.0,20.0,37.0,163.0,7.0,3.0,41.0,77.0,14.0,55.0,23.0,27.0,21.0,11.0,7.0,77.0,2.0
931,210.0,8.0,93.0,146,16.0,44.0,8.0,110.0,46.0,0.0,11.0,73.0,12.0,111.0,16.0,194.0,238.0,49.0,365.0,323.0,90.0,83.0,146.0,26.0,80.0,73.0,158.0,100.0,725.0,32.0,73.0,7.0,23.0,197.0,9.0,80.0,54.0,109.0,260.0,36.0,93.0,119.0,170.0,57.0,8.0,91.0,258.0,605.0,2.0,654.0,9.0,222.0,59.0,239.0,105.0,34.0,109.0,121.0,297.0,189.0,138.0,3.0
932,47.0,2.0,32.0,26,0.0,60.0,2.0,7.0,0.0,0.0,1.0,1.0,6.0,4.0,128.0,3.0,11.0,14.0,7.0,10.0,2.0,2.0,5.0,2.0,5.0,3.0,4.0,67.0,2.0,15.0,4.0,0.0,6.0,17.0,1.0,1.0,4.0,0.0,60.0,1.0,1.0,16.0,117.0,107.0,1.0,212.0,20.0,20.0,2.0,4.0,53.0,103.0,11.0,1.0,5.0,9.0,1.0,24.0,26.0,7.0,8.0,3.0
933,2.0,2.0,17.0,3,15.0,14.0,3.0,9.0,2.0,0.0,3.0,8.0,3.0,8.0,1.0,6.0,8.0,0.0,22.0,15.0,88.0,3.0,47.0,17.0,4.0,11.0,82.0,21.0,4.0,2.0,2.0,1.0,9.0,22.0,1.0,15.0,16.0,4.0,4.0,31.0,2.0,18.0,11.0,48.0,0.0,1.0,12.0,7.0,4.0,12.0,1.0,3.0,1.0,4.0,36.0,4.0,3.0,11.0,24.0,20.0,8.0,0.0
936,577.0,7.0,272.0,324,1297.0,157.0,5.0,86.0,146.0,1.0,34.0,7.0,130.0,206.0,30.0,211.0,131.0,41.0,438.0,256.0,29.0,52.0,265.0,143.0,15.0,182.0,71.0,18.0,67.0,19.0,10.0,24.0,625.0,66.0,9.0,204.0,71.0,25.0,144.0,63.0,417.0,145.0,222.0,167.0,3.0,294.0,93.0,89.0,1539.0,18.0,15.0,1428.0,82.0,219.0,168.0,73.0,36.0,46.0,9.0,125.0,93.0,13.0
937,28.0,1.0,27.0,51,26.0,79.0,0.0,37.0,8.0,4.0,29.0,5.0,142.0,200.0,70.0,9.0,13.0,29.0,151.0,123.0,4.0,19.0,112.0,26.0,4.0,83.0,20.0,27.0,11.0,12.0,1.0,17.0,19.0,67.0,5.0,14.0,10.0,46.0,37.0,24.0,8.0,51.0,28.0,22.0,4.0,7.0,85.0,35.0,27.0,21.0,7.0,12.0,36.0,39.0,46.0,10.0,10.0,36.0,7.0,128.0,21.0,7.0
939,414.0,5.0,91.0,246,10.0,77.0,45.0,272.0,19.0,20.0,10.0,128.0,15.0,344.0,144.0,16.0,130.0,71.0,662.0,293.0,52.0,71.0,90.0,59.0,94.0,73.0,252.0,350.0,176.0,400.0,23.0,15.0,130.0,151.0,3.0,176.0,40.0,100.0,5.0,236.0,102.0,94.0,440.0,58.0,77.0,109.0,78.0,355.0,70.0,336.0,103.0,48.0,75.0,126.0,181.0,58.0,41.0,32.0,42.0,100.0,40.0,14.0
94,268.0,4.0,97.0,169,16.0,104.0,5.0,92.0,193.0,6.0,9.0,229.0,7.0,331.0,14.0,2545.0,202.0,58.0,203.0,13.0,141.0,99.0,65.0,50.0,56.0,58.0,70.0,947.0,31.0,17.0,218.0,29.0,78.0,276.0,3.0,151.0,150.0,13.0,99.0,88.0,151.0,153.0,58.0,48.0,2.0,8.0,151.0,146.0,3.0,23.0,47.0,167.0,108.0,151.0,134.0,21.0,136.0,193.0,3.0,157.0,71.0,5.0
941,319.0,3.0,32.0,42,1.0,55.0,1.0,4.0,2.0,0.0,0.0,13.0,6.0,43.0,5.0,1.0,3.0,9.0,130.0,32.0,0.0,64.0,4.0,14.0,133.0,8.0,17.0,124.0,6.0,13.0,40.0,1.0,0.0,23.0,2.0,50.0,4.0,2.0,1.0,35.0,2.0,6.0,8.0,1.0,0.0,7.0,15.0,32.0,7.0,32.0,14.0,10.0,4.0,7.0,15.0,19.0,10.0,14.0,3.0,32.0,37.0,0.0
942,179.0,1.0,37.0,9,2.0,29.0,2.0,49.0,7.0,1.0,2.0,15.0,32.0,6.0,7.0,3.0,5.0,17.0,23.0,47.0,2.0,22.0,26.0,4.0,9.0,8.0,98.0,17.0,2.0,6.0,44.0,4.0,0.0,40.0,2.0,39.0,7.0,16.0,10.0,21.0,0.0,2.0,10.0,5.0,4.0,2.0,24.0,27.0,0.0,4.0,5.0,2.0,6.0,34.0,106.0,0.0,9.0,19.0,3.0,120.0,25.0,1.0
943,8.0,1.0,4.0,40,2.0,19.0,10.0,4.0,29.0,3.0,0.0,1.0,6.0,1.0,1.0,4.0,2.0,5.0,6.0,7.0,10.0,5.0,3.0,0.0,1.0,2.0,6.0,27.0,102.0,5.0,1.0,0.0,5.0,5.0,0.0,9.0,2.0,1.0,4.0,2.0,1.0,16.0,55.0,2.0,1.0,3.0,40.0,17.0,1.0,9.0,40.0,4.0,2.0,1.0,4.0,6.0,5.0,3.0,1.0,0.0,2.0,0.0
945,30.0,0.0,41.0,40,2.0,330.0,0.0,7.0,53.0,1.0,2.0,1.0,2.0,0.0,126.0,50.0,4.0,1.0,29.0,6.0,1.0,3.0,2.0,2.0,2.0,15.0,22.0,11.0,10.0,423.0,1.0,2.0,1.0,36.0,1.0,44.0,7.0,5.0,16.0,2.0,0.0,0.0,51.0,1.0,1.0,9.0,36.0,16.0,4.0,4.0,5.0,4.0,27.0,18.0,15.0,5.0,5.0,36.0,5.0,6.0,28.0,4.0
946,57.0,0.0,76.0,14,4.0,47.0,0.0,16.0,9.0,2.0,4.0,25.0,21.0,2.0,12.0,3.0,3.0,11.0,22.0,32.0,1.0,63.0,35.0,2.0,68.0,14.0,16.0,208.0,5.0,13.0,22.0,0.0,1.0,11.0,2.0,12.0,5.0,14.0,4.0,5.0,2.0,20.0,158.0,2.0,1.0,19.0,74.0,26.0,2.0,5.0,90.0,2.0,5.0,2.0,83.0,2.0,36.0,45.0,36.0,25.0,22.0,2.0
953,82.0,1.0,8.0,20,2.0,12.0,2.0,38.0,22.0,2.0,0.0,5.0,56.0,2.0,71.0,4.0,132.0,3.0,70.0,9.0,2.0,118.0,88.0,108.0,15.0,46.0,58.0,132.0,2.0,14.0,17.0,5.0,1.0,21.0,1.0,51.0,61.0,4.0,11.0,39.0,3.0,52.0,41.0,21.0,2.0,31.0,14.0,13.0,28.0,3.0,12.0,3.0,50.0,24.0,54.0,4.0,10.0,16.0,8.0,4.0,18.0,1.0
956,211.0,1.0,1.0,16,1.0,23.0,7.0,17.0,33.0,2.0,12.0,13.0,76.0,15.0,13.0,2.0,4.0,22.0,69.0,32.0,5.0,27.0,20.0,75.0,12.0,22.0,9.0,159.0,6.0,4.0,9.0,7.0,4.0,46.0,4.0,4.0,2.0,9.0,12.0,14.0,14.0,13.0,12.0,0.0,10.0,3.0,49.0,11.0,3.0,6.0,24.0,1.0,7.0,9.0,30.0,8.0,21.0,21.0,27.0,48.0,15.0,15.0
957,47.0,2.0,28.0,39,2.0,24.0,10.0,30.0,12.0,1.0,4.0,77.0,43.0,26.0,25.0,5.0,48.0,24.0,16.0,23.0,2.0,47.0,45.0,27.0,28.0,231.0,20.0,139.0,5.0,512.0,56.0,6.0,3.0,34.0,3.0,105.0,39.0,10.0,143.0,49.0,3.0,59.0,45.0,96.0,2.0,9.0,98.0,13.0,54.0,8.0,25.0,2.0,123.0,23.0,112.0,15.0,36.0,42.0,2.0,50.0,42.0,2.0
959,3974.0,27.0,63.0,16049,49.0,1672.0,82.0,315.0,3025.0,69.0,56.0,62.0,26882.0,2402.0,13224.0,75.0,5249.0,341.0,577.0,3206.0,34.0,8013.0,3306.0,921.0,107.0,6235.0,1372.0,261.0,154.0,265.0,108.0,311.0,1190.0,2427.0,26.0,1195.0,179.0,11968.0,13121.0,926.0,2996.0,5671.0,6438.0,3761.0,179.0,158.0,825.0,1804.0,122.0,247.0,229.0,198.0,6017.0,3877.0,14739.0,1942.0,353.0,1637.0,126.0,636.0,2129.0,240.0
960,342.0,14.0,323.0,27,172.0,58.0,8.0,246.0,279.0,1.0,17.0,159.0,494.0,183.0,102.0,13.0,64.0,93.0,1734.0,279.0,14.0,493.0,241.0,889.0,26.0,222.0,492.0,465.0,21.0,30.0,188.0,14.0,29.0,152.0,787.0,354.0,165.0,581.0,25.0,255.0,71.0,109.0,978.0,72.0,3.0,1206.0,120.0,14.0,550.0,28.0,114.0,8.0,145.0,13.0,559.0,26.0,171.0,249.0,5.0,171.0,230.0,10.0
962,891.0,2.0,6.0,35,2.0,105.0,3.0,7.0,238.0,0.0,8.0,1.0,5.0,4.0,3.0,86.0,64.0,13.0,53.0,14.0,6.0,17.0,38.0,77.0,227.0,181.0,18.0,370.0,12.0,26.0,10.0,2.0,1.0,9.0,125.0,37.0,36.0,24.0,5.0,92.0,19.0,105.0,108.0,155.0,1.0,4.0,128.0,33.0,432.0,17.0,71.0,4.0,19.0,83.0,65.0,16.0,22.0,95.0,4.0,25.0,99.0,6.0
966,111.0,2.0,35.0,27,3.0,60.0,2.0,9.0,95.0,0.0,5.0,3.0,11.0,36.0,13.0,9.0,49.0,38.0,80.0,46.0,2.0,10.0,78.0,66.0,265.0,39.0,10.0,131.0,16.0,26.0,1.0,2.0,5.0,65.0,2.0,109.0,13.0,15.0,155.0,5.0,3.0,61.0,95.0,98.0,0.0,63.0,53.0,73.0,5.0,35.0,108.0,15.0,9.0,13.0,54.0,6.0,15.0,25.0,4.0,112.0,19.0,4.0
967,71.0,1.0,208.0,172,1718.0,57.0,4.0,188.0,68.0,4.0,3.0,69.0,8.0,160.0,389.0,34.0,96.0,309.0,212.0,34.0,6.0,166.0,727.0,44.0,236.0,171.0,196.0,1044.0,22.0,2135.0,26.0,8.0,3.0,390.0,4.0,166.0,225.0,16.0,27.0,129.0,34.0,40.0,103.0,95.0,10.0,174.0,395.0,47.0,6.0,219.0,148.0,20.0,20.0,50.0,403.0,40.0,180.0,109.0,61.0,653.0,165.0,6.0
972,194.0,5.0,27.0,95,6.0,105.0,5.0,26.0,144.0,1.0,2.0,0.0,8.0,5.0,56.0,361.0,83.0,8.0,128.0,376.0,525.0,38.0,190.0,93.0,105.0,62.0,119.0,401.0,102.0,34.0,4.0,7.0,109.0,83.0,2.0,129.0,31.0,6.0,300.0,15.0,93.0,151.0,62.0,86.0,3.0,110.0,137.0,45.0,486.0,603.0,123.0,374.0,154.0,133.0,22.0,12.0,80.0,107.0,304.0,14.0,59.0,3.0
973,156.0,8.0,148.0,67,4.0,33.0,2.0,17.0,82.0,5.0,3.0,69.0,6.0,23.0,36.0,18.0,124.0,30.0,170.0,149.0,120.0,15.0,11.0,219.0,31.0,114.0,52.0,87.0,20.0,36.0,27.0,2.0,89.0,66.0,2.0,57.0,42.0,5.0,2.0,51.0,38.0,82.0,174.0,43.0,2.0,108.0,114.0,140.0,8.0,32.0,52.0,43.0,46.0,66.0,98.0,10.0,24.0,59.0,465.0,46.0,113.0,4.0
976,88.0,3.0,70.0,34,0.0,48.0,4.0,7.0,9.0,3.0,2.0,8.0,2.0,16.0,65.0,28.0,5.0,33.0,101.0,37.0,2.0,41.0,2.0,29.0,33.0,6.0,59.0,77.0,5.0,15.0,20.0,1.0,0.0,112.0,213.0,15.0,6.0,4.0,6.0,33.0,4.0,89.0,291.0,2.0,0.0,37.0,75.0,2.0,2.0,201.0,61.0,2.0,15.0,53.0,30.0,4.0,88.0,116.0,107.0,147.0,47.0,8.0
980,79.0,4.0,219.0,93,5.0,61.0,6.0,11.0,73.0,2.0,9.0,24.0,239.0,25.0,31.0,5.0,3.0,76.0,52.0,47.0,1.0,69.0,9.0,7.0,111.0,136.0,240.0,585.0,7.0,3714.0,55.0,6.0,71.0,275.0,424.0,68.0,24.0,10.0,6.0,32.0,6.0,103.0,77.0,4.0,5.0,397.0,198.0,289.0,13.0,268.0,107.0,4.0,40.0,9.0,49.0,9.0,94.0,147.0,9.0,261.0,265.0,5.0
983,52.0,0.0,3.0,64,5.0,26.0,1.0,29.0,71.0,2.0,16.0,11.0,89.0,13.0,55.0,10.0,7.0,8.0,12.0,21.0,3.0,8.0,196.0,17.0,11.0,62.0,22.0,189.0,1.0,11.0,12.0,7.0,12.0,22.0,4.0,41.0,7.0,14.0,81.0,17.0,45.0,52.0,185.0,23.0,2.0,24.0,91.0,34.0,5.0,189.0,28.0,4.0,135.0,35.0,9.0,11.0,32.0,62.0,29.0,5.0,32.0,2.0
984,300.0,14.0,320.0,328,227.0,48.0,91.0,46.0,634.0,83.0,639.0,523.0,48.0,251.0,298.0,116.0,34.0,512.0,624.0,98.0,13.0,90.0,239.0,42.0,565.0,149.0,222.0,2359.0,13.0,29.0,433.0,26.0,234.0,374.0,22.0,327.0,89.0,818.0,23.0,173.0,179.0,138.0,301.0,85.0,73.0,92.0,613.0,393.0,8.0,921.0,170.0,150.0,173.0,107.0,336.0,79.0,268.0,242.0,459.0,1041.0,421.0,12.0
985,39.0,1.0,6.0,56,9.0,38.0,2.0,5.0,6.0,2.0,15.0,5.0,104.0,13.0,19.0,8.0,14.0,8.0,10.0,24.0,1.0,36.0,25.0,21.0,10.0,25.0,14.0,73.0,6.0,20.0,9.0,8.0,6.0,35.0,0.0,12.0,5.0,36.0,13.0,5.0,7.0,27.0,19.0,7.0,3.0,54.0,18.0,15.0,8.0,19.0,30.0,5.0,30.0,11.0,47.0,2.0,17.0,30.0,3.0,7.0,17.0,2.0
987,149.0,4.0,60.0,12,1.0,46.0,0.0,91.0,10.0,1.0,15.0,27.0,5.0,258.0,10.0,9.0,48.0,17.0,107.0,29.0,5.0,18.0,290.0,129.0,23.0,67.0,55.0,62.0,28.0,12.0,26.0,2.0,4.0,106.0,4.0,127.0,19.0,2.0,8.0,31.0,8.0,71.0,371.0,49.0,4.0,13.0,49.0,67.0,314.0,157.0,24.0,90.0,26.0,3.0,130.0,5.0,35.0,51.0,16.0,28.0,41.0,3.0
99,298.0,2.0,44.0,134,17.0,53.0,4.0,51.0,162.0,4.0,5.0,26.0,215.0,96.0,36.0,11.0,106.0,74.0,83.0,49.0,2.0,72.0,145.0,85.0,136.0,109.0,164.0,505.0,20.0,22.0,46.0,5.0,107.0,108.0,22.0,168.0,135.0,69.0,59.0,81.0,68.0,138.0,342.0,44.0,9.0,135.0,75.0,175.0,6.0,157.0,70.0,57.0,228.0,34.0,178.0,61.0,98.0,37.0,179.0,383.0,55.0,2.0
991,215.0,2.0,223.0,187,10.0,357.0,10.0,159.0,126.0,4.0,5.0,17.0,68.0,113.0,239.0,48.0,129.0,445.0,1692.0,505.0,221.0,21.0,47.0,79.0,248.0,159.0,383.0,1548.0,89.0,28.0,10.0,13.0,8.0,1152.0,5.0,988.0,252.0,31.0,110.0,98.0,149.0,312.0,321.0,409.0,2.0,135.0,242.0,488.0,62.0,14.0,264.0,228.0,348.0,139.0,520.0,86.0,146.0,245.0,61.0,1234.0,257.0,13.0
992,456.0,17.0,377.0,551,15.0,112.0,1465.0,133.0,256.0,972.0,413.0,83.0,226.0,508.0,83.0,157.0,777.0,386.0,476.0,642.0,10.0,79.0,135.0,306.0,250.0,423.0,102.0,645.0,126.0,5122.0,29.0,20.0,15.0,1072.0,27.0,207.0,84.0,28.0,11.0,118.0,27.0,74.0,210.0,82.0,1389.0,276.0,461.0,339.0,22.0,2193.0,103.0,69.0,146.0,201.0,231.0,87.0,497.0,374.0,42.0,1685.0,463.0,10.0
996,147.0,2.0,67.0,196,8.0,51.0,3.0,7.0,175.0,0.0,186.0,4.0,4.0,3.0,59.0,18.0,178.0,8.0,41.0,6.0,1057.0,88.0,7.0,1.0,14.0,90.0,31.0,43.0,837.0,39.0,9.0,7.0,77.0,11.0,148.0,19.0,11.0,61.0,35.0,22.0,69.0,2.0,7.0,46.0,8.0,7.0,86.0,65.0,13.0,6.0,5.0,137.0,5.0,22.0,177.0,26.0,65.0,66.0,4.0,2.0,104.0,1.0
